scenario_t_s,lat,lon,heading_deg,speed_mps,hAcc_m,carrSoln,lane,road_idx,rel_distance_m,rel_ahead_m,rel_lateral_m,same_lane_alert
0.000,36.72912689625202,127.44309997431222,142.96,0.418,0.845,0,2차선,1,7.47,-7.47,-0.08,1
0.100,36.729126378603866,127.44310042875918,142.60,0.459,0.846,0,2차선,1,7.61,-7.61,-0.09,1
0.200,36.729125829842,127.4431009445264,142.20,0.517,0.847,0,2차선,1,7.75,-7.75,-0.11,1
0.300,36.72912524996642,127.4431015216139,141.79,0.588,0.847,0,2차선,1,7.89,-7.89,-0.13,1
0.400,36.72912463897714,127.44310216002168,141.22,0.674,0.848,0,2차선,1,8.02,-8.02,-0.15,1
0.500,36.72912399687416,127.44310285974971,140.12,0.771,0.849,0,2차선,1,8.14,-8.14,-0.15,1
0.600,36.729123323657454,127.44310362079803,139.25,0.869,0.850,0,2차선,1,8.26,-8.26,-0.15,1
0.700,36.72912261932703,127.4431044431666,139.18,0.970,0.851,0,2차선,1,8.37,-8.37,-0.13,1
0.800,36.729121883882904,127.44310532685543,139.08,1.079,0.851,0,2차선,1,8.48,-8.48,-0.11,1
0.900,36.729121117325064,127.44310627186451,138.62,1.194,0.852,0,2차선,1,8.58,-8.58,-0.11,1
1.000,36.7291203196535,127.44310727819386,137.93,1.309,0.853,0,2차선,1,8.68,-8.68,-0.11,1
1.100,36.729119490868214,127.44310834584346,137.02,1.421,0.854,0,2차선,1,8.77,-8.77,-0.11,1
1.200,36.72911863096921,127.4431094748133,135.80,1.529,0.855,0,2차선,1,8.85,-8.85,-0.09,1
1.300,36.7291177399565,127.44311066510336,134.42,1.633,0.855,0,2차선,1,8.93,-8.93,-0.07,1
1.400,36.72911681783004,127.44311191671369,133.09,1.731,0.856,0,2차선,1,9.01,-9.01,-0.08,1
1.500,36.72911586458856,127.44311322964414,132.11,1.819,0.857,0,2차선,1,9.08,-9.08,-0.12,1
1.600,36.72911479833691,127.44311473382122,131.30,1.890,0.858,0,2차선,1,9.13,-9.13,-0.18,1
1.700,36.7291137056169,127.44311629937118,130.44,1.953,0.858,0,2차선,1,9.18,-9.17,-0.23,1
1.800,36.72911259214152,127.44311791695993,129.82,2.006,0.858,0,2차선,1,9.22,-9.22,-0.28,1
1.900,36.729111463123836,127.44311957695376,129.58,2.047,0.859,0,2차선,1,9.26,-9.25,-0.37,1
2.000,36.72911032297656,127.44312126993535,129.69,2.081,0.860,0,2차선,1,9.30,-9.28,-0.47,1
2.100,36.72910917557092,127.44312298696913,129.93,2.092,0.861,0,2차선,1,9.33,-9.31,-0.54,1
2.200,36.729108022709724,127.44312472201703,130.18,2.085,0.861,0,2차선,1,9.37,-9.35,-0.59,1
2.300,36.72910686561546,127.44312646904038,130.40,2.068,0.861,0,2차선,1,9.40,-9.38,-0.64,1
2.400,36.72910570468614,127.44312822257683,130.58,2.042,0.862,0,2차선,1,9.44,-9.41,-0.67,1
2.500,36.72910453943447,127.443129978076,130.69,2.007,0.863,0,2차선,1,9.47,-9.45,-0.71,1
2.600,36.729103369238274,127.44313173142106,130.87,1.971,0.863,0,2차선,1,9.51,-9.49,-0.71,1
2.700,36.72910219162424,127.44313348138922,131.02,1.955,0.864,0,2차선,1,9.55,-9.52,-0.71,1
2.800,36.7291010044379,127.44313522717395,131.24,1.950,0.864,0,2차선,1,9.59,-9.56,-0.71,1
2.900,36.72909980540483,127.44313696924152,131.56,1.951,0.865,0,2차선,1,9.63,-9.60,-0.72,1
3.000,36.72909859206196,127.44313870957964,131.92,1.959,0.866,0,2차선,1,9.67,-9.64,-0.74,1
3.100,36.72909736204997,127.44314045113488,132.46,1.998,0.866,0,2차선,1,9.70,-9.68,-0.75,1
3.200,36.72909611176929,127.44314219938738,133.01,2.045,0.867,0,2차선,1,9.74,-9.71,-0.74,1
3.300,36.72909483753498,127.44314396039061,133.42,2.102,0.867,0,2차선,1,9.76,-9.74,-0.72,1
3.400,36.729093535703186,127.44314574050792,133.62,2.166,0.868,0,2차선,1,9.78,-9.76,-0.70,1
3.500,36.72909220240298,127.44314754665976,133.70,2.234,0.869,0,2차선,1,9.79,-9.77,-0.69,1
3.600,36.729090833782315,127.4431493853086,133.84,2.295,0.870,0,2차선,1,9.79,-9.77,-0.73,1
3.700,36.72908942548605,127.44315126324693,133.94,2.351,0.870,0,2차선,1,9.78,-9.75,-0.80,1
3.800,36.72908797423264,127.44315318596185,134.11,2.402,0.870,0,2차선,1,9.76,-9.72,-0.90,1
3.900,36.72908647759654,127.44315515809227,134.31,2.450,0.871,0,2차선,1,9.72,-9.66,-1.01,1
4.000,36.72908493415201,127.4431571832504,134.41,2.499,0.872,0,2차선,1,9.66,-9.59,-1.17,1
4.100,36.72908334293849,127.44315926434552,134.59,2.563,0.873,0,2차선,1,9.59,-9.49,-1.38,1
4.200,36.72908170502357,127.44316140167221,134.62,2.632,0.874,0,2차선,1,9.50,-9.36,-1.64,1
4.300,36.729080022515575,127.443163594747,134.60,2.703,0.874,0,2차선,1,9.40,-9.21,-1.90,1
4.400,36.72907829839172,127.44316584211478,134.58,2.777,0.875,0,2차선,1,9.28,-9.03,-2.15,1
4.500,36.72907653641544,127.4431681410912,134.63,2.856,0.876,0,2차선,1,9.15,-8.84,-2.39,1
4.600,36.72907474058235,127.4431704880795,134.66,2.926,0.877,0,2차선,1,9.01,-8.64,-2.55,1
4.700,36.729072914927805,127.44317287811195,134.64,2.993,0.878,0,2차선,1,8.85,-8.43,-2.72,1
4.800,36.72907106357423,127.44317530572245,134.58,3.048,0.878,0,2차선,1,8.69,-8.22,-2.83,1
4.900,36.72906919081668,127.44317776500854,134.49,3.090,0.879,0,2차선,1,8.52,-8.02,-2.88,1
5.000,36.729067301095036,127.4431802497371,134.36,3.127,0.879,0,2차선,1,8.34,-7.81,-2.93,1
5.100,36.729065398753285,127.44318275380849,134.23,3.149,0.880,0,2차선,1,8.16,-7.60,-2.97,1
5.200,36.72906348823379,127.44318527069771,134.10,3.159,0.880,0,2차선,1,7.98,-7.41,-2.96,1
5.300,36.7290615748064,127.44318779283714,134.01,3.158,0.880,0,2차선,1,7.80,-7.24,-2.91,1
5.400,36.72905966404484,127.44319031214455,133.98,3.145,0.881,0,2차선,1,7.63,-7.08,-2.84,1
5.500,36.729057761723354,127.44319282012064,134.00,3.116,0.881,0,2차선,1,7.46,-6.93,-2.76,1
5.600,36.72905587359975,127.44319530762836,133.86,3.069,0.882,0,2차선,1,7.30,-6.79,-2.68,1
5.700,36.72905400434009,127.44319776697229,133.86,3.021,0.882,0,2차선,1,7.15,-6.67,-2.58,1
5.800,36.7290521584885,127.4432001913283,134.01,2.971,0.882,0,2차선,1,7.01,-6.56,-2.47,1
5.900,36.72905034000838,127.4432025752568,134.26,2.919,0.883,0,2차선,1,6.88,-6.46,-2.37,1
