scenario_t_s,lat,lon,heading_deg,speed_mps,hAcc_m,carrSoln,lane,road_idx,rel_distance_m,rel_ahead_m,rel_lateral_m,same_lane_alert
25.900,36.72869355568344,127.44369179893623,152.00,2.001,0.997,0,1차선,0,2.20,1.94,1.03,0
26.000,36.728691953928625,127.4436928621853,152.29,2.085,0.997,0,1차선,0,2.22,2.01,0.94,0
26.100,36.728690295992735,127.44369395456322,152.63,2.163,0.997,0,1차선,0,2.24,2.07,0.86,0
26.200,36.728688592539704,127.44369506942117,152.92,2.236,0.997,0,1차선,0,2.26,2.12,0.77,0
26.300,36.728686854864776,127.44369620000742,153.15,2.297,0.997,0,1차선,0,2.28,2.18,0.69,0
26.400,36.72868509494722,127.44369733940262,153.35,2.343,0.998,0,1차선,0,2.31,2.23,0.60,0
26.500,36.72868332534816,127.44369848065067,153.61,2.367,0.998,0,2차선,0,2.35,2.29,0.51,0
26.600,36.72868155913399,127.44369961677704,153.92,2.353,0.998,0,2차선,0,2.39,2.36,0.42,0
26.700,36.72867980773836,127.44370074069123,154.13,2.323,0.998,0,2차선,0,2.45,2.43,0.32,0
26.800,36.7286780815531,127.44370184613221,154.23,2.270,0.998,0,2차선,0,2.51,2.50,0.23,0
26.900,36.72867638961117,127.44370292808145,154.29,2.194,0.998,0,2차선,0,2.59,2.59,0.14,0
27.000,36.728674739267724,127.44370398293778,154.43,2.098,0.999,0,2차선,0,2.68,2.68,0.04,0
27.100,36.7286731362728,127.44370500790941,154.25,1.985,0.999,0,2차선,0,2.78,2.78,-0.04,0
27.200,36.72867158264719,127.443706002493,153.91,1.873,0.999,0,2차선,0,2.90,2.89,-0.12,0
27.300,36.728670079506244,127.44370696697412,153.44,1.767,0.999,0,2차선,0,3.02,3.02,-0.18,0
27.400,36.72866862632665,127.44370790271901,152.86,1.671,0.999,0,2차선,0,3.16,3.15,-0.24,0
27.500,36.728667220931875,127.44370881213926,152.16,1.591,0.999,0,2차선,0,3.30,3.29,-0.30,0
27.600,36.728665859253866,127.44370969796536,152.05,1.531,0.999,0,1차선,1,3.45,3.43,-0.38,0
27.700,36.72866453574954,127.44371056472114,151.83,1.488,0.999,0,1차선,1,3.61,3.58,-0.45,0
27.800,36.72866324509623,127.44371141748857,151.62,1.463,0.999,0,1차선,1,3.77,3.73,-0.53,0
27.900,36.72866198147433,127.44371226231114,151.53,1.454,0.999,0,1차선,1,3.93,3.88,-0.61,0
28.000,36.72866073871,127.44371310600872,151.71,1.461,0.999,0,1차선,1,4.10,4.03,-0.70,0
28.100,36.7286595101398,127.44371395573214,151.58,1.485,0.999,0,1차선,1,4.26,4.19,-0.77,0
28.200,36.72865829017778,127.44371481829243,151.27,1.529,0.999,0,1차선,1,4.43,4.35,-0.83,0
28.300,36.7286570742599,127.44371569975993,150.90,1.581,0.999,0,1차선,1,4.59,4.51,-0.88,0
28.400,36.728655858624414,127.44371660541083,150.57,1.632,0.999,0,1차선,1,4.76,4.67,-0.93,0
28.500,36.72865464029528,127.44371753967872,150.29,1.678,0.999,0,1차선,1,4.93,4.83,-0.97,0
28.600,36.7286534177399,127.44371850526556,149.85,1.717,0.999,0,1차선,1,5.09,4.99,-1.00,0
28.700,36.72865219150181,127.44371950405508,149.13,1.748,0.999,0,1차선,1,5.26,5.16,-1.00,0
28.800,36.728650962106414,127.44372053835706,148.21,1.767,0.999,0,1차선,1,5.43,5.34,-0.97,0
28.900,36.72864973046555,127.44372161029348,147.07,1.773,0.999,0,1차선,1,5.60,5.53,-0.92,0
29.000,36.72864849770986,127.44372272182545,145.58,1.771,0.999,0,1차선,1,5.78,5.72,-0.81,0
29.100,36.7286472650778,127.44372387481573,143.74,1.764,0.999,0,1차선,1,5.96,5.92,-0.66,0
29.200,36.72864603387486,127.44372507093452,141.92,1.759,0.999,0,1차선,1,6.14,6.12,-0.50,0
29.300,36.728644804436584,127.44372631165689,140.30,1.760,0.999,0,1차선,1,6.32,6.31,-0.34,0
29.400,36.72864357665324,127.44372759819782,138.87,1.762,0.999,0,1차선,1,6.51,6.51,-0.20,0
29.500,36.72864235025544,127.44372893113274,137.52,1.755,0.999,0,1차선,1,6.70,6.70,-0.04,0
29.600,36.7286411237277,127.4437303112128,136.75,1.757,0.999,0,1차선,1,6.89,6.89,0.05,0
29.700,36.72863989622308,127.44373173699613,136.13,1.766,0.999,0,1차선,1,7.09,7.08,0.14,0
29.800,36.72863866693389,127.44373320643936,135.64,1.787,0.999,0,1차선,1,7.28,7.28,0.22,0
29.900,36.72863743547764,127.44373471611159,135.27,1.823,0.999,0,1차선,1,7.47,7.47,0.28,0
30.000,36.728636201536894,127.44373626164298,134.95,1.872,0.999,0,1차선,1,7.67,7.66,0.34,0
30.100,36.72863493040588,127.44373788116812,134.75,1.931,0.999,0,1차선,1,7.85,7.84,0.39,0
30.200,36.728633634761124,127.44373955217324,134.65,1.987,0.999,0,1차선,1,8.03,8.02,0.43,0
30.300,36.72863232862628,127.44374125064704,134.64,2.041,0.999,0,1차선,1,8.21,8.19,0.45,0
30.400,36.72863102502187,127.44374295415302,134.69,2.087,0.999,0,1차선,1,8.38,8.36,0.46,0
30.500,36.728629736122464,127.44374464187179,134.71,2.118,0.999,0,1차선,1,8.55,8.54,0.47,0
30.600,36.72862847346133,127.44374629470171,134.69,2.129,0.998,0,1차선,1,8.73,8.72,0.49,0
30.700,36.7286274269841,127.44374762502902,134.73,2.117,0.998,0,1차선,1,8.93,8.92,0.49,0
30.800,36.72862641460218,127.44374891627953,134.81,2.082,0.998,0,1차선,1,9.13,9.12,0.47,0
30.900,36.72862543631686,127.44375016845338,134.92,2.022,0.998,0,1차선,1,9.33,9.32,0.46,0
31.000,36.728624492128155,127.4437513815506,135.02,1.938,0.998,0,1차선,1,9.53,9.52,0.44,0
31.100,36.728623582036064,127.44375255557114,134.95,1.833,0.998,0,1차선,1,9.73,9.72,0.44,0
31.200,36.72862270604058,127.44375369051505,135.03,1.725,0.997,0,1차선,1,9.93,9.93,0.42,0
31.300,36.728621864141715,127.4437547863823,135.13,1.619,0.997,0,1차선,1,10.14,10.13,0.40,0
31.400,36.728621056339456,127.44375584317291,135.25,1.518,0.997,0,1차선,1,10.35,10.34,0.36,0
31.500,36.728620282633834,127.4437568608869,135.45,1.428,0.997,0,1차선,1,10.56,10.55,0.31,0
31.600,36.72861954302481,127.44375783952424,135.46,1.425,0.997,0,1차선,1,10.77,10.77,0.29,0
31.700,36.72861883751241,127.44375877908492,135.46,1.425,0.997,0,1차선,1,10.98,10.98,0.27,0
31.800,36.72861816609664,127.44375967956898,135.46,1.425,0.997,0,1차선,1,11.20,11.19,0.25,0
31.900,36.72861752877748,127.44376054097641,135.46,1.425,0.997,0,1차선,1,11.41,11.41,0.23,0
32.000,36.72861692555493,127.44376136330723,135.46,1.425,0.997,0,1차선,1,11.63,11.63,0.20,0
32.100,36.72861635642902,127.44376214656141,135.46,1.425,0.997,0,1차선,1,11.85,11.85,0.17,0
