iTOW,year,month,day,hour,min,sec,valid,tAcc,nano,fixType,flags,flags2,numSV,lon,lat,height,hMSL,hAcc,vAcc,velN,velE,velD,gSpeed,heading,sAcc,headAcc,pDOP,reserved1.len,headVeh,magDec,magAcc,bag_t.secs,bag_t.nsecs
462871750,2026,5,15,8,34,13,55,24,750497203,3,3,234,28,1274432343,367290453,97710,77785,930,1555,-1637,1781,76,2419,13258488,169,530211,108,6,0,0,0,1778834053,814079162
462871875,2026,5,15,8,34,13,55,24,875497138,3,3,234,27,1274432367,367290433,97697,77772,930,1555,-1699,1768,82,2452,13385178,169,520876,119,6,0,0,0,1778834053,939693934
462872000,2026,5,15,8,34,14,55,24,497074,3,3,234,27,1274432391,367290414,97697,77772,931,1556,-1694,1741,74,2430,13421244,170,526849,119,6,0,0,0,1778834054,69715925
462872125,2026,5,15,8,34,14,55,24,125497009,3,3,234,27,1274432416,367290395,97677,77752,931,1557,-1702,1744,73,2437,13430270,170,523418,119,6,0,0,0,1778834054,191846664
462872250,2026,5,15,8,34,14,55,24,250496944,3,3,234,27,1274432440,367290378,97674,77749,931,1557,-1591,1747,66,2363,13231918,169,540508,119,6,0,0,0,1778834054,317704501
462872375,2026,5,15,8,34,14,55,24,375496880,3,3,234,27,1274432463,367290361,97669,77744,931,1558,-1535,1680,66,2276,13242550,169,547897,119,6,0,0,0,1778834054,440992278
462872500,2026,5,15,8,34,14,55,24,500496815,3,3,234,27,1274432485,367290346,97672,77747,932,1558,-1358,1574,52,2079,13078658,169,603958,119,6,0,0,0,1778834054,567694066
462872625,2026,5,15,8,34,14,55,24,625496751,3,3,234,27,1274432505,367290334,97665,77740,932,1559,-1195,1468,48,1893,12914306,168,657696,119,6,0,0,0,1778834054,693391228
462872750,2026,5,15,8,34,14,55,24,750496686,3,3,234,27,1274432524,367290325,97663,77738,932,1559,-912,1381,49,1655,12344590,166,712162,119,6,0,0,0,1778834054,814671792
462872875,2026,5,15,8,34,14,55,24,875496622,3,3,234,27,1274432542,367290316,97666,77741,932,1560,-790,1289,42,1512,12149338,166,778049,119,6,0,0,0,1778834054,941998795
462873000,2026,5,15,8,34,15,55,24,496557,3,3,234,27,1274432558,367290311,97648,77723,932,1560,-608,1169,49,1317,11747898,165,894538,119,6,0,0,0,1778834055,70947322
462873125,2026,5,15,8,34,15,55,24,125496493,3,3,234,27,1274432571,367290304,97643,77717,932,1560,-565,1031,52,1175,11871038,168,1039165,119,6,0,0,0,1778834055,193057640
462873250,2026,5,15,8,34,15,55,24,250496428,3,3,234,27,1274432587,367290300,97616,77691,932,1561,-442,1086,61,1173,11213402,173,1031775,119,6,0,0,0,1778834055,318101279
462873375,2026,5,15,8,34,15,55,24,375496363,3,3,234,27,1274432600,367290294,97646,77721,932,1561,-478,1013,34,1120,11523668,174,1050404,119,6,0,0,0,1778834055,443252044
462873500,2026,5,15,8,34,15,55,24,500496299,3,3,234,27,1274432615,367290289,97610,77685,932,1561,-480,1030,52,1136,11498458,173,979746,119,6,0,0,0,1778834055,567853275
462873625,2026,5,15,8,34,15,55,24,625496234,3,3,234,27,1274432631,367290285,97610,77685,932,1561,-410,1122,52,1194,11008956,170,923896,119,6,0,0,0,1778834055,690332551
462873750,2026,5,15,8,34,15,55,24,750496170,3,3,234,27,1274432647,367290279,97629,77704,932,1561,-454,1170,40,1255,11121818,169,870108,119,6,0,0,0,1778834055,818247789
462873875,2026,5,15,8,34,15,55,24,875496105,3,3,234,27,1274432665,367290273,97620,77695,931,1561,-509,1268,37,1366,11186212,169,796324,119,6,0,0,0,1778834055,942513320
462874000,2026,5,15,8,34,16,55,24,496040,3,3,234,27,1274432685,367290267,97622,77697,931,1560,-544,1370,28,1474,11166502,165,736126,119,6,0,0,0,1778834056,73010123
462874125,2026,5,15,8,34,16,55,24,125495976,3,3,234,27,1274432706,367290261,97585,77659,931,1560,-557,1503,46,1603,11033452,165,674724,119,6,0,0,0,1778834056,193398022
462874250,2026,5,15,8,34,16,55,24,250495911,3,3,234,27,1274432729,367290253,97589,77664,931,1559,-651,1616,41,1742,11193170,166,621281,119,6,0,0,0,1778834056,318054351
462874375,2026,5,15,8,34,16,55,24,375495847,3,3,234,27,1274432756,367290245,97572,77647,931,1559,-697,1829,50,1957,11085494,168,562386,119,6,0,0,0,1778834056,440880468
462874500,2026,5,15,8,34,16,55,24,500495782,3,3,234,27,1274432783,367290237,97557,77631,930,1559,-733,1895,48,2031,11113710,169,543544,119,6,0,0,0,1778834056,561905645
462874625,2026,5,15,8,34,16,55,24,625495718,3,3,234,27,1274432811,367290228,97572,77647,930,1558,-765,1978,44,2121,11113734,166,507402,119,6,0,0,0,1778834056,691670204
462874750,2026,5,15,8,34,16,55,24,750495653,3,3,234,27,1274432839,367290218,97566,77641,930,1558,-824,2051,46,2210,11189190,166,483955,119,6,0,0,0,1778834056,816545904
462874875,2026,5,15,8,34,16,55,24,875495589,3,3,234,27,1274432867,367290209,97539,77613,930,1557,-806,2022,55,2176,11173800,165,486617,119,6,0,0,0,1778834056,941339715
462875000,2026,5,15,8,34,17,55,24,495524,3,3,234,27,1274432897,367290199,97539,77613,929,1557,-859,2100,49,2269,11225402,168,475885,119,6,0,0,0,1778834057,71852185
462875125,2026,5,15,8,34,17,55,24,125495459,3,3,234,27,1274432928,367290189,97521,77595,929,1556,-855,2207,55,2367,11117770,164,442315,119,6,0,0,0,1778834057,192475223
462875250,2026,5,15,8,34,17,55,24,250495395,3,3,234,27,1274432959,367290179,97529,77604,929,1556,-863,2202,47,2365,11139682,165,440573,119,6,0,0,0,1778834057,317868348
462875375,2026,5,15,8,34,17,55,24,375495330,3,3,234,27,1274432989,367290169,97511,77586,928,1555,-894,2185,53,2361,11225958,164,439778,119,6,0,0,0,1778834057,439816499
462875500,2026,5,15,8,34,17,55,24,500495266,3,3,234,27,1274433020,367290157,97498,77573,928,1555,-984,2177,59,2389,11432014,171,450018,119,6,0,0,0,1778834057,567571124
462875625,2026,5,15,8,34,17,55,24,625495201,3,3,234,27,1274433050,367290146,97495,77570,928,1554,-978,2173,59,2383,11422608,173,453974,119,6,0,0,0,1778834057,693277025
462875750,2026,5,15,8,34,17,55,24,750495136,3,3,234,27,1274433081,367290134,97468,77543,928,1554,-1057,2213,65,2453,11553258,170,430175,119,6,0,0,0,1778834057,816673846
462875875,2026,5,15,8,34,17,55,24,875495072,3,3,234,27,1274433113,367290121,97472,77547,927,1554,-1100,2267,50,2520,11588802,168,418626,119,6,0,0,0,1778834057,941074324
462876000,2026,5,15,8,34,18,55,24,495007,3,3,234,27,1274433144,367290109,97463,77538,927,1553,-1119,2242,48,2506,11652770,168,420943,119,6,0,0,0,1778834058,71531227
462876125,2026,5,15,8,34,18,55,24,125494943,3,3,234,27,1274433177,367290096,97437,77512,927,1553,-1154,2330,63,2600,11635252,173,434882,119,6,0,0,0,1778834058,191774615
462876250,2026,5,15,8,34,18,55,24,250494878,3,3,234,27,1274433211,367290082,97424,77499,927,1553,-1160,2416,66,2680,11565582,171,425199,119,6,0,0,0,1778834058,317762088
462876375,2026,5,15,8,34,18,55,24,375494814,3,3,234,27,1274433244,367290068,97399,77474,927,1553,-1238,2396,76,2697,11731426,165,405837,119,6,0,0,0,1778834058,442434306
462876500,2026,5,15,8,34,18,55,24,500494749,3,3,234,27,1274433278,367290054,97401,77476,926,1553,-1237,2436,69,2732,11692486,165,400412,119,6,0,0,0,1778834058,567409286
462876625,2026,5,15,8,34,18,55,24,625494684,3,3,234,27,1274433313,367290039,97384,77458,926,1553,-1264,2471,81,2775,11708694,165,393497,119,6,0,0,0,1778834058,691504387
462876750,2026,5,15,8,34,18,55,24,750494620,3,3,234,27,1274433347,367290024,97371,77446,926,1553,-1308,2449,76,2777,11809802,165,393391,119,6,0,0,0,1778834058,815541763
462876875,2026,5,15,8,34,18,55,24,875494555,3,3,234,27,1274433378,367290008,97349,77424,926,1553,-1369,2285,82,2664,12092858,166,412193,119,6,0,0,0,1778834058,940964426
462877000,2026,5,15,8,34,19,55,24,494491,3,3,234,27,1274433406,367289993,97350,77424,925,1553,-1384,2104,79,2518,12332874,165,436279,119,6,0,0,0,1778834059,72257819
462877125,2026,5,15,8,34,19,55,24,125494426,3,3,234,27,1274433429,367289976,97324,77399,925,1553,-1441,1798,90,2304,12870706,167,466715,119,6,0,0,0,1778834059,193043576
462877250,2026,5,15,8,34,19,55,24,250494361,3,3,234,27,1274433450,367289960,97325,77399,925,1553,-1397,1587,71,2114,13136600,168,524980,119,6,0,0,0,1778834059,315020022
462877375,2026,5,15,8,34,19,55,24,375494297,3,3,234,27,1274433468,367289945,97286,77360,925,1553,-1331,1340,81,1889,13481996,169,585792,119,6,0,0,0,1778834059,441660754
462877500,2026,5,15,8,34,19,55,24,500494232,3,3,234,27,1274433484,367289931,97312,77387,925,1553,-1294,1226,62,1782,13654786,169,634140,119,6,0,0,0,1778834059,565791227
462877625,2026,5,15,8,34,19,55,24,625494168,3,3,234,27,1274433498,367289915,97266,77341,925,1554,-1361,1087,86,1742,14140214,170,640933,119,6,0,0,0,1778834059,691174991
462877750,2026,5,15,8,34,19,55,24,750494103,3,3,234,27,1274433514,367289901,97277,77352,925,1554,-1270,1113,59,1688,13875796,168,662193,119,6,0,0,0,1778834059,815394991
462877875,2026,5,15,8,34,19,55,24,875494038,3,3,234,27,1274433528,367289886,97263,77337,925,1554,-1297,1031,66,1657,14153778,168,676856,119,6,0,0,0,1778834059,941577040
462878000,2026,5,15,8,34,20,55,24,493974,3,3,234,27,1274433543,367289870,97264,77338,925,1555,-1333,1054,65,1699,14167886,169,668370,119,6,0,0,0,1778834060,69910232
462878125,2026,5,15,8,34,20,55,24,125493909,3,3,234,27,1274433560,367289855,97247,77321,925,1555,-1366,1170,67,1798,13942522,170,654027,119,6,0,0,0,1778834060,188267158
462878250,2026,5,15,8,34,20,55,24,250493845,3,3,234,27,1274433577,367289839,97228,77303,925,1556,-1409,1206,71,1854,13943748,171,637714,119,6,0,0,0,1778834060,315680533
462878375,2026,5,15,8,34,20,55,24,375493780,3,3,234,27,1274433596,367289822,97239,77314,925,1556,-1485,1337,59,1998,13800864,170,583195,119,6,0,0,0,1778834060,439854593
462878500,2026,5,15,8,34,20,55,24,500493716,3,3,234,27,1274433619,367289806,97239,77314,925,1557,-1415,1534,55,2087,13268484,171,559621,119,6,0,0,0,1778834060,565650753
462878625,2026,5,15,8,34,20,55,24,625493651,3,3,234,27,1274433643,367289792,97202,77276,925,1558,-1330,1708,78,2165,12790048,172,532340,119,6,0,0,0,1778834060,691454890
462878750,2026,5,15,8,34,20,55,24,750493586,3,3,234,27,1274433671,367289777,97238,77312,925,1558,-1329,1880,55,2303,12526212,172,490662,119,6,0,0,0,1778834060,815388430
462878875,2026,5,15,8,34,20,55,24,875493522,3,3,234,27,1274433700,367289762,97200,77274,925,1559,-1351,2055,79,2460,12331610,172,462838,119,6,0,0,0,1778834060,940941249
462879000,2026,5,15,8,34,21,55,24,493457,3,3,234,27,1274433732,367289746,97191,77266,925,1560,-1383,2193,78,2593,12223440,172,437772,119,6,0,0,0,1778834061,65693279
462879125,2026,5,15,8,34,21,55,24,125493393,3,3,234,27,1274433765,367289731,97177,77251,925,1561,-1410,2338,93,2730,12108906,172,417492,119,6,0,0,0,1778834061,191209509
462879250,2026,5,15,8,34,21,55,24,250493328,3,3,234,27,1274433799,367289714,97183,77257,925,1561,-1470,2380,81,2797,12169832,172,420294,119,6,0,0,0,1778834061,316513835
462879375,2026,5,15,8,34,21,55,24,375493263,3,3,234,27,1274433832,367289695,97158,77232,925,1562,-1581,2391,86,2866,12347290,176,413686,119,6,0,0,0,1778834061,441244750
462879500,2026,5,15,8,34,21,55,24,500493199,3,3,234,27,1274433866,367289679,97164,77239,926,1563,-1524,2439,75,2875,12199752,176,414380,119,6,0,0,0,1778834061,565512050
462879625,2026,5,15,8,34,21,55,24,625493134,3,3,234,27,1274433896,367289662,97141,77215,926,1564,-1454,2207,88,2643,12338044,175,468123,119,6,0,0,0,1778834061,690126884
462879750,2026,5,15,8,34,21,55,24,750493069,3,3,234,27,1274433923,367289647,97148,77222,926,1565,-1406,2019,83,2461,12484368,175,505111,119,6,0,0,0,1778834061,813301463
462879875,2026,5,15,8,34,21,55,24,875493005,3,3,234,27,1274433947,367289631,97168,77243,926,1566,-1387,1796,60,2269,12769290,170,548647,119,6,0,0,0,1778834061,937667793
462880000,2026,5,15,8,34,22,55,24,492940,3,3,234,27,1274433970,367289616,97117,77191,926,1567,-1349,1677,80,2153,12881404,169,578141,119,6,0,0,0,1778834062,70217074
462880125,2026,5,15,8,34,22,55,24,125492876,3,3,234,27,1274433991,367289602,97104,77179,927,1568,-1279,1554,83,2012,12944382,170,621283,119,6,0,0,0,1778834062,191414370
462880250,2026,5,15,8,34,22,55,24,250492811,3,3,234,27,1274434011,367289588,97124,77198,927,1569,-1241,1472,74,1926,13013446,170,648454,119,6,0,0,0,1778834062,315574557
462880375,2026,5,15,8,34,22,55,24,375492746,3,3,234,27,1274434030,367289575,97104,77178,927,1569,-1177,1397,83,1827,13011200,169,683294,119,6,0,0,0,1778834062,439356675
462880500,2026,5,15,8,34,22,55,24,500492682,3,3,234,27,1274434049,367289562,97114,77188,927,1571,-1183,1379,74,1817,13062108,171,690073,119,6,0,0,0,1778834062,564144026
462880625,2026,5,15,8,34,22,55,24,625492617,3,3,234,27,1274434067,367289549,97091,77165,928,1572,-1167,1320,82,1762,13148356,171,715933,119,6,0,0,0,1778834062,690119883
462880750,2026,5,15,8,34,22,55,24,750492553,3,3,234,27,1274434088,367289536,97077,77152,928,1573,-1181,1422,84,1849,12971350,171,686542,119,6,0,0,0,1778834062,814520950
462880875,2026,5,15,8,34,22,55,24,875492488,3,3,234,27,1274434107,367289522,97078,77152,928,1574,-1230,1386,70,1853,13159918,171,687259,119,6,0,0,0,1778834062,940405628
462881000,2026,5,15,8,34,23,55,24,492423,3,3,234,27,1274434128,367289507,97065,77139,929,1575,-1298,1454,78,1949,13175780,171,653249,119,6,0,0,0,1778834063,69608708
462881125,2026,5,15,8,34,23,55,24,125492359,3,3,234,27,1274434151,367289491,97067,77141,929,1576,-1387,1605,75,2121,13081928,171,598937,119,6,0,0,0,1778834063,189821196
462881250,2026,5,15,8,34,23,55,24,250492294,3,3,234,27,1274434175,367289475,97027,77102,929,1577,-1469,1705,96,2251,13073676,173,588537,119,6,0,0,0,1778834063,316004760
462881375,2026,5,15,8,34,23,55,24,375492230,3,3,234,27,1274434200,367289456,97009,77083,930,1579,-1606,1771,102,2391,13219606,172,553575,119,6,0,0,0,1778834063,441544730
462881500,2026,5,15,8,34,23,55,24,500492165,3,3,234,27,1274434227,367289438,96990,77064,930,1580,-1647,1888,111,2506,13110482,172,525382,119,6,0,0,0,1778834063,566605242
462881625,2026,5,15,8,34,23,55,24,625492101,3,3,234,27,1274434256,367289417,96972,77046,931,1581,-1791,1979,110,2669,13214648,172,499885,119,6,0,0,0,1778834063,691835916
462881750,2026,5,15,8,34,23,55,24,750492036,3,3,234,27,1274434285,367289395,96959,77033,931,1582,-1883,2079,104,2805,13217482,171,473800,119,6,0,0,0,1778834063,813436956
462881875,2026,5,15,8,34,23,55,24,875491971,3,3,234,27,1274434317,367289371,96943,77017,932,1583,-2080,2236,101,3054,13293084,172,437882,119,6,0,0,0,1778834063,940621325
462882000,2026,5,15,8,34,24,55,24,491907,3,3,234,27,1274434351,367289346,96907,76981,932,1584,-2184,2365,119,3219,13273238,173,417508,119,6,0,0,0,1778834064,70821803
462882125,2026,5,15,8,34,24,55,24,125491842,3,3,234,27,1274434386,367289321,96903,76977,933,1585,-2230,2470,116,3328,13207526,172,404058,119,6,0,0,0,1778834064,191888380
462882250,2026,5,15,8,34,24,55,24,250491778,3,3,234,27,1274434422,367289293,96850,76924,934,1586,-2414,2528,132,3495,13368232,171,383131,119,6,0,0,0,1778834064,317155947
462882375,2026,5,15,8,34,24,55,24,375491713,3,3,234,27,1274434457,367289264,96836,76910,934,1588,-2530,2542,125,3586,13485498,171,379912,119,6,0,0,0,1778834064,442084796
462882500,2026,5,15,8,34,24,55,24,500491648,3,3,234,27,1274434494,367289235,96832,76906,935,1589,-2530,2610,126,3635,13411044,173,375676,119,6,0,0,0,1778834064,566692740
462882625,2026,5,15,8,34,24,55,24,625491584,3,3,234,27,1274434529,367289206,96806,76880,935,1590,-2587,2553,135,3635,13538862,172,371428,119,6,0,0,0,1778834064,687369382
462882750,2026,5,15,8,34,24,55,24,750491519,3,3,234,27,1274434564,367289178,96786,76861,936,1591,-2525,2526,132,3572,13498214,172,380551,119,6,0,0,0,1778834064,815240300
462882875,2026,5,15,8,34,24,55,24,875491455,3,3,234,27,1274434597,367289148,96786,76861,937,1592,-2564,2424,120,3528,13660446,172,385638,119,6,0,0,0,1778834064,941049380
462883000,2026,5,15,8,34,25,55,24,491390,3,3,234,27,1274434629,367289121,96777,76852,937,1594,-2469,2316,122,3385,13682612,174,405769,119,6,0,0,0,1778834065,71555915
462883125,2026,5,15,8,34,25,55,24,125491325,3,3,234,27,1274434662,367289093,96774,76848,938,1595,-2450,2336,113,3386,13636204,173,401257,119,6,0,0,0,1778834065,191700172
462883250,2026,5,15,8,34,25,55,24,250491261,3,3,234,27,1274434694,367289065,96777,76852,939,1596,-2480,2334,102,3406,13674216,173,399387,119,6,0,0,0,1778834065,316336222
462883375,2026,5,15,8,34,25,55,24,375491196,3,3,234,27,1274434725,367289038,96765,76840,939,1597,-2405,2234,112,3283,13711084,172,416029,119,6,0,0,0,1778834065,439831087
462883500,2026,5,15,8,34,25,55,24,500491132,3,3,234,27,1274434755,367289012,96741,76815,940,1598,-2329,2165,110,3180,13708600,172,430231,119,6,0,0,0,1778834065,560396979
462883625,2026,5,15,8,34,25,55,24,625491067,3,3,234,27,1274434781,367288987,96752,76826,941,1599,-2214,1971,93,2964,13831854,172,457354,119,6,0,0,0,1778834065,689897978
462883750,2026,5,15,8,34,25,55,24,750491002,3,3,234,27,1274434808,367288966,96754,76828,941,1600,-1985,1891,82,2741,13639230,172,495330,119,6,0,0,0,1778834065,815093908
462883875,2026,5,15,8,34,25,55,24,875490938,3,3,234,27,1274434834,367288947,96748,76822,942,1601,-1761,1854,85,2557,13353878,172,530375,119,6,0,0,0,1778834065,940161918
462884000,2026,5,15,8,34,26,55,24,490873,3,3,234,27,1274434858,367288929,96736,76810,942,1602,-1654,1736,85,2398,13362324,171,565491,119,6,0,0,0,1778834066,69962931
462884125,2026,5,15,8,34,26,55,24,125490808,3,3,234,27,1274434879,367288910,96734,76808,943,1603,-1644,1598,79,2293,13581166,172,595311,119,6,0,0,0,1778834066,190743328
462884250,2026,5,15,8,34,26,55,24,250490744,3,3,234,27,1274434901,367288895,96736,76810,944,1604,-1456,1591,72,2156,13247362,171,641431,119,6,0,0,0,1778834066,316203746
462884375,2026,5,15,8,34,26,55,24,375490679,3,3,234,27,1274434922,367288879,96711,76786,944,1605,-1424,1516,74,2080,13321264,171,662668,119,6,0,0,0,1778834066,438334372
462884500,2026,5,15,8,34,26,55,24,500490615,3,3,234,27,1274434943,367288862,96704,76779,945,1606,-1499,1531,79,2143,13439770,172,637831,119,6,0,0,0,1778834066,564336954
462884625,2026,5,15,8,34,26,55,24,625490550,3,3,234,27,1274434965,367288845,96721,76795,946,1607,-1493,1567,66,2164,13360948,172,633176,119,6,0,0,0,1778834066,690338864
462884750,2026,5,15,8,34,26,55,24,750490485,3,3,234,27,1274434987,367288828,96685,76759,946,1608,-1483,1548,86,2144,13377794,171,639423,119,6,0,0,0,1778834066,814101564
462884875,2026,5,15,8,34,26,55,24,875490421,3,3,234,27,1274435010,367288810,96688,76762,947,1609,-1543,1632,74,2246,13338826,173,615131,119,6,0,0,0,1778834066,939374815
462885000,2026,5,15,8,34,27,55,24,490356,3,3,234,27,1274435034,367288791,96687,76761,948,1610,-1663,1732,78,2401,13382518,172,578427,119,6,0,0,0,1778834067,69420348
462885125,2026,5,15,8,34,27,55,24,125490292,3,3,234,27,1274435060,367288771,96670,76744,948,1611,-1768,1805,83,2526,13440202,173,560953,119,6,0,0,0,1778834067,189585236
462885250,2026,5,15,8,34,27,55,24,250490227,3,3,234,27,1274435086,367288750,96656,76730,949,1612,-1780,1860,83,2574,13374916,172,553552,119,6,0,0,0,1778834067,315020277
462885375,2026,5,15,8,34,27,55,24,375490162,3,3,234,27,1274435115,367288729,96637,76711,950,1614,-1908,1993,86,2759,13375850,171,505474,119,6,0,0,0,1778834067,440054879
462885500,2026,5,15,8,34,27,55,24,500490098,3,3,234,27,1274435145,367288705,96638,76712,951,1615,-2018,2139,86,2940,13333186,171,473614,119,6,0,0,0,1778834067,563993927
462885625,2026,5,15,8,34,27,55,24,625490033,3,3,234,27,1274435176,367288681,96636,76710,951,1616,-2114,2213,86,3060,13368428,172,453514,119,6,0,0,0,1778834067,689428084
462885750,2026,5,15,8,34,27,55,24,750489969,3,3,234,27,1274435209,367288656,96602,76676,952,1616,-2161,2292,98,3150,13331274,173,446866,119,6,0,0,0,1778834067,812299784
462885875,2026,5,15,8,34,27,55,24,875489904,3,3,234,27,1274435240,367288632,96592,76666,953,1617,-2161,2242,97,3114,13393770,174,454103,119,6,0,0,0,1778834067,939262150
462886000,2026,5,15,8,34,28,55,24,489839,3,3,234,27,1274435274,367288607,96566,76640,954,1618,-2240,2387,101,3274,13318420,174,431072,119,6,0,0,0,1778834068,68943009
462886125,2026,5,15,8,34,28,55,24,125489775,3,3,234,27,1274435308,367288581,96543,76617,954,1620,-2265,2394,101,3296,13341854,174,428824,119,6,0,0,0,1778834068,189889271
462886250,2026,5,15,8,34,28,55,24,250489710,3,3,234,27,1274435340,367288555,96536,76610,955,1621,-2279,2351,101,3274,13411536,172,433178,119,6,0,0,0,1778834068,311793580
462886375,2026,5,15,8,34,28,55,24,375489646,3,3,234,27,1274435372,367288531,96499,76573,956,1622,-2183,2317,118,3183,13329156,173,455620,119,6,0,0,0,1778834068,439144169
462886500,2026,5,15,8,34,28,55,24,500489581,3,3,234,27,1274435403,367288508,96480,76554,957,1623,-2101,2217,116,3054,13346568,173,476068,119,6,0,0,0,1778834068,564570368
462886625,2026,5,15,8,34,28,55,24,625489516,3,3,234,27,1274435433,367288486,96469,76543,958,1624,-2029,2178,114,2977,13297852,173,479694,119,6,0,0,0,1778834068,690209278
462886750,2026,5,15,8,34,28,55,24,750489452,3,3,234,27,1274435462,367288464,96461,76535,958,1624,-1967,2091,112,2871,13324950,173,498925,119,6,0,0,0,1778834068,813849714
462886875,2026,5,15,8,34,28,55,24,875489387,3,3,234,27,1274435493,367288442,96444,76518,959,1626,-1978,2197,117,2956,13199096,175,490884,119,6,0,0,0,1778834068,939987153
462887000,2026,5,15,8,34,29,55,24,489323,3,3,234,27,1274435522,367288419,96444,76518,960,1627,-1996,2117,108,2910,13331760,175,499783,119,6,0,0,0,1778834069,69094774
462887125,2026,5,15,8,34,29,55,24,125489258,3,3,234,27,1274435549,367288395,96411,76485,961,1628,-2061,2015,116,2882,13564286,176,508259,119,6,0,0,0,1778834069,187011929
462887250,2026,5,15,8,34,29,55,24,250489193,3,3,234,27,1274435580,367288371,96422,76496,962,1629,-2081,2142,106,2986,13418132,174,489895,119,6,0,0,0,1778834069,314988823
462887375,2026,5,15,8,34,29,55,24,375489129,3,3,234,27,1274435612,367288347,96388,76462,963,1630,-2167,2256,118,3128,13383812,174,473152,119,6,0,0,0,1778834069,440205664
462887500,2026,5,15,8,34,29,55,24,500489064,3,3,234,27,1274435644,367288321,96397,76471,964,1631,-2214,2309,98,3199,13379562,174,461047,119,6,0,0,0,1778834069,564789853
462887625,2026,5,15,8,34,29,55,24,625489000,3,3,234,27,1274435675,367288292,96391,76465,965,1632,-2419,2296,98,3335,13649824,175,442549,119,6,0,0,0,1778834069,689918937
462887750,2026,5,15,8,34,29,55,24,750488935,3,3,234,27,1274435712,367288264,96385,76459,966,1633,-2480,2508,99,3527,13467332,174,414752,119,6,0,0,0,1778834069,813190204
462887875,2026,5,15,8,34,29,55,24,875488870,3,3,234,27,1274435748,367288236,96337,76411,967,1634,-2513,2556,116,3584,13450588,173,406614,119,6,0,0,0,1778834069,938933919
462888000,2026,5,15,8,34,30,55,24,488806,3,3,234,27,1274435785,367288206,96335,76409,967,1635,-2641,2621,100,3721,13521468,174,391891,119,6,0,0,0,1778834070,64805953
462888125,2026,5,15,8,34,30,55,24,125488741,3,3,234,27,1274435822,367288175,96329,76403,968,1636,-2714,2693,102,3824,13522030,173,379587,119,6,0,0,0,1778834070,189093875
462888250,2026,5,15,8,34,30,55,24,250488677,3,3,234,27,1274435860,367288143,96333,76407,969,1637,-2768,2689,89,3859,13582566,175,379628,119,6,0,0,0,1778834070,314614502
462888375,2026,5,15,8,34,30,55,24,375488612,3,3,234,27,1274435897,367288113,96311,76385,970,1638,-2692,2690,96,3806,13502512,174,383108,119,6,0,0,0,1778834070,439629820
462888500,2026,5,15,8,34,30,55,24,500488547,3,3,234,27,1274435937,367288084,96281,76355,971,1639,-2678,2804,104,3877,13368038,175,378263,119,6,0,0,0,1778834070,564069051
462888625,2026,5,15,8,34,30,55,24,625488483,3,3,234,27,1274435975,367288051,96276,76349,972,1640,-2772,2734,96,3893,13539838,175,368968,119,6,0,0,0,1778834070,689516674
462888750,2026,5,15,8,34,30,55,24,750488418,3,3,234,27,1274436012,367288020,96229,76303,972,1641,-2794,2727,119,3904,13569978,174,365996,119,6,0,0,0,1778834070,812731718
462888875,2026,5,15,8,34,30,55,24,875488354,3,3,234,27,1274436051,367287988,96245,76319,973,1642,-2820,2779,100,3959,13541906,174,358694,119,6,0,0,0,1778834070,937046883
462889000,2026,5,15,8,34,31,55,24,488289,3,3,234,27,1274436090,367287959,96212,76286,973,1643,-2681,2746,103,3838,13431442,174,365099,119,6,0,0,0,1778834071,69198661
462889125,2026,5,15,8,34,31,55,24,125488224,3,3,234,27,1274436127,367287928,96186,76260,974,1643,-2745,2728,111,3870,13516960,173,363701,119,6,0,0,0,1778834071,191402574
462889250,2026,5,15,8,34,31,55,24,250488160,3,3,234,27,1274436163,367287899,96161,76235,975,1644,-2620,2623,118,3708,13496974,174,378647,119,6,0,0,0,1778834071,316330847
462889375,2026,5,15,8,34,31,55,24,375488095,3,3,234,27,1274436199,367287872,96148,76221,975,1645,-2476,2559,120,3561,13404818,174,395011,119,6,0,0,0,1778834071,439140951
462889500,2026,5,15,8,34,31,55,24,500488031,3,3,234,27,1274436231,367287846,96144,76217,976,1647,-2302,2360,107,3297,13427714,173,427843,119,6,0,0,0,1778834071,563037161
462889625,2026,5,15,8,34,31,55,24,625487966,3,3,234,27,1274436262,367287821,96123,76197,977,1648,-2278,2292,111,3231,13482340,173,431578,119,6,0,0,0,1778834071,689495209
462889750,2026,5,15,8,34,31,55,24,750487901,3,3,234,27,1274436290,367287797,96113,76187,977,1649,-2121,2096,114,2982,13534210,172,476644,119,6,0,0,0,1778834071,813027189
462889875,2026,5,15,8,34,31,55,24,875487837,3,3,234,27,1274436316,367287774,96072,76146,978,1650,-2107,1970,122,2885,13692076,171,509664,119,6,0,0,0,1778834071,938747660
462890000,2026,5,15,8,34,32,55,24,487772,3,3,234,27,1274436346,367287751,96075,76149,979,1651,-2062,2058,110,2914,13505858,170,508798,119,6,0,0,0,1778834072,68030566
462890125,2026,5,15,8,34,32,55,24,125487708,3,3,234,27,1274436370,367287728,96059,76132,980,1652,-2025,1862,106,2750,13740162,171,542062,119,6,0,0,0,1778834072,190512494
462890250,2026,5,15,8,34,32,55,24,250487643,3,3,234,27,1274436398,367287708,96034,76107,981,1653,-1848,1923,105,2667,13386228,171,558666,119,6,0,0,0,1778834072,314846036
