iTOW,clkB,clkD,tAcc,fAcc,bag_t.secs,bag_t.nsecs
462930000,532884,516,4,524,1778834112,71962305
462930125,532949,516,4,523,1778834112,191313275
462930250,533013,516,4,524,1778834112,316346514
462930375,533078,516,4,526,1778834112,441049611
462930500,533142,516,4,527,1778834112,565999070
462930625,533207,516,4,527,1778834112,691089870
462930750,533271,517,4,531,1778834112,813982506
462930875,533336,516,4,532,1778834112,940828883
462931000,533401,516,4,534,1778834113,70180288
462931125,533465,516,4,530,1778834113,191146042
462931250,533530,516,4,527,1778834113,313830262
462931375,533594,516,4,525,1778834113,441269135
462931500,533659,516,4,524,1778834113,565598464
462931625,533723,516,4,525,1778834113,689990211
462931750,533788,516,4,524,1778834113,814835194
462931875,533852,516,4,522,1778834113,941005803
462932000,533917,516,4,520,1778834114,69557781
462932125,533981,516,4,519,1778834114,187790953
462932250,534046,516,4,519,1778834114,318106450
462932375,534110,516,4,521,1778834114,443977491
462932500,534175,516,4,521,1778834114,568202418
462932625,534239,516,4,519,1778834114,692956285
462932750,534304,516,4,513,1778834114,816545940
462932875,534369,516,4,511,1778834114,941700895
462933000,534433,516,4,509,1778834115,67707608
462933125,534497,516,4,507,1778834115,191628683
462933250,534562,516,4,506,1778834115,318121414
462933375,534627,516,4,505,1778834115,444071633
462933500,534691,516,4,504,1778834115,566832135
462933625,534756,516,4,503,1778834115,691828376
462933750,534820,516,4,502,1778834115,815980361
462933875,534885,516,4,503,1778834115,937987970
462934000,534949,516,4,502,1778834116,70689059
462934125,535014,516,4,501,1778834116,192795930
462934250,535078,516,4,504,1778834116,316487559
462934375,535143,516,4,503,1778834116,440880064
462934500,535207,516,4,506,1778834116,565936705
462934625,535272,516,4,503,1778834116,690934582
462934750,535336,516,4,500,1778834116,815588718
462934875,535401,516,4,498,1778834116,943397324
462935000,535465,516,4,498,1778834117,72969823
462935125,535530,516,4,499,1778834117,191999128
462935250,535594,516,4,499,1778834117,318442082
462935375,535659,516,4,500,1778834117,444580729
462935500,535723,516,4,499,1778834117,568949135
462935625,535788,516,4,501,1778834117,693744622
462935750,535852,516,4,500,1778834117,814364818
462935875,535917,516,4,499,1778834117,942937270
462936000,535981,516,4,499,1778834118,70815926
462936125,536046,516,4,497,1778834118,191496078
462936250,536110,516,4,495,1778834118,316979059
462936375,536175,516,4,495,1778834118,443601708
462936500,536239,516,4,495,1778834118,567969228
462936625,536304,516,4,496,1778834118,688580388
462936750,536369,516,4,495,1778834118,815699005
462936875,536433,516,4,497,1778834118,941548443
462937000,536498,516,4,495,1778834119,71382661
462937125,536562,516,4,494,1778834119,193260223
462937250,536627,516,4,492,1778834119,317610731
462937375,536691,516,4,490,1778834119,442801394
462937500,536756,516,4,488,1778834119,564207403
462937625,536820,516,4,487,1778834119,691690158
462937750,536885,516,4,487,1778834119,815712273
462937875,536949,516,4,487,1778834119,942757352
462938000,537014,516,4,486,1778834120,72191919
462938125,537078,516,4,485,1778834120,193198079
462938250,537143,516,4,484,1778834120,318187643
462938375,537208,516,4,487,1778834120,441252627
462938500,537272,516,4,489,1778834120,568537679
462938625,537337,516,4,489,1778834120,693590167
462938750,537401,516,4,491,1778834120,817749134
462938875,537466,516,4,492,1778834120,943588390
462939000,537530,516,4,491,1778834121,71446997
462939125,537595,516,4,492,1778834121,192878729
462939250,537659,516,4,491,1778834121,317527406
462939375,537724,516,4,492,1778834121,444264878
462939500,537789,516,4,493,1778834121,568279105
462939625,537853,516,4,495,1778834121,693175393
462939750,537918,516,4,496,1778834121,816540454
462939875,537982,516,4,496,1778834121,942997744
462940000,538047,516,4,495,1778834122,73538980
462940125,538111,516,4,498,1778834122,194393913
462940250,538176,516,4,498,1778834122,316040721
462940375,538240,516,4,497,1778834122,443697369
462940500,538305,516,4,496,1778834122,566522860
462940625,538369,516,4,496,1778834122,693133846
462940750,538434,516,4,496,1778834122,816659753
462940875,538498,516,4,496,1778834122,944155575
462941000,538563,516,4,495,1778834123,72423464
462941125,538627,516,4,494,1778834123,189246862
462941250,538692,516,4,493,1778834123,317617635
462941375,538756,516,4,493,1778834123,443605926
462941500,538821,516,4,495,1778834123,568375146
462941625,538885,516,4,494,1778834123,692622907
462941750,538950,516,4,494,1778834123,817784135
462941875,539014,516,4,494,1778834123,943620676
462942000,539079,516,4,494,1778834124,67985330
462942125,539143,516,4,494,1778834124,191548330
462942250,539208,516,4,494,1778834124,317149058
462942375,539272,516,4,494,1778834124,441597785
462942500,539337,516,4,497,1778834124,566138684
462942625,539401,516,4,500,1778834124,690194577
462942750,539466,516,4,500,1778834124,814065103
462942875,539530,516,4,500,1778834124,937506117
462943000,539595,516,4,499,1778834125,69339337
462943125,539659,516,4,496,1778834125,191350815
462943250,539724,516,4,495,1778834125,315971837
462943375,539789,516,4,494,1778834125,441284498
462943500,539853,516,4,494,1778834125,564841983
462943625,539918,516,4,490,1778834125,690364377
462943750,539982,516,4,489,1778834125,814369898
462943875,540047,516,4,492,1778834125,941463452
462944000,540111,516,4,491,1778834126,69095783
462944125,540176,516,4,486,1778834126,190338956
462944250,540240,516,4,484,1778834126,315607789
462944375,540305,516,4,483,1778834126,441440337
462944500,540369,516,4,485,1778834126,565994445
462944625,540434,516,4,485,1778834126,692094409
462944750,540498,516,4,483,1778834126,813129120
462944875,540563,516,4,482,1778834126,942268825
462945000,540627,516,4,481,1778834127,71050819
462945125,540691,516,4,485,1778834127,191156558
462945250,540756,516,4,488,1778834127,317171917
462945375,540820,516,4,483,1778834127,442834789
462945500,540885,516,4,481,1778834127,565799522
462945625,540949,516,4,479,1778834127,686131669
462945750,541014,516,4,482,1778834127,813697156
462945875,541078,516,4,480,1778834127,940171274
462946000,541143,516,4,477,1778834128,70695508
462946125,541207,516,4,475,1778834128,192367059
462946250,541272,516,4,476,1778834128,316174932
462946375,541336,516,4,477,1778834128,441030383
462946500,541401,516,4,468,1778834128,561200528
462946625,541465,516,4,457,1778834128,691778173
462946750,541530,516,4,452,1778834128,815593038
462946875,541594,516,4,451,1778834128,943144360
462947000,541659,516,4,450,1778834129,71248275
462947125,541723,516,4,447,1778834129,191157482
462947250,541788,516,4,444,1778834129,315599068
462947375,541852,516,4,442,1778834129,439310722
462947500,541917,516,4,442,1778834129,568567383
462947625,541981,516,4,441,1778834129,692620027
462947750,542046,516,4,438,1778834129,815968624
462947875,542110,516,4,437,1778834129,942214754
462948000,542175,516,4,432,1778834130,71308281
462948125,542239,516,4,434,1778834130,192798673
462948250,542304,516,4,433,1778834130,317713723
462948375,542368,516,4,429,1778834130,444098488
462948500,542433,516,4,427,1778834130,566967526
462948625,542498,516,4,426,1778834130,690415556
462948750,542562,516,4,427,1778834130,813784383
462948875,542627,516,4,426,1778834130,940853626
462949000,542691,516,4,425,1778834131,71161943
462949125,542756,516,4,424,1778834131,191696651
462949250,542820,516,4,423,1778834131,314272154
462949375,542885,516,4,423,1778834131,441895978
462949500,542949,516,4,423,1778834131,565164315
462949625,543014,516,4,423,1778834131,691072546
462949750,543078,516,4,427,1778834131,814863820
462949875,543143,516,4,429,1778834131,942415557
462950000,543207,516,4,429,1778834132,71931687
462950125,543272,516,4,430,1778834132,188406043
462950250,543336,516,4,430,1778834132,315815557
462950375,543401,516,4,431,1778834132,440928681
462950500,543465,516,4,438,1778834132,565922392
462950625,543530,516,4,442,1778834132,690914317
462950750,543594,516,4,444,1778834132,814536425
462950875,543659,516,4,447,1778834132,940876437
462951000,543723,516,4,449,1778834133,64750907
462951125,543788,516,4,451,1778834133,190387333
462951250,543852,516,4,453,1778834133,315004037
462951375,543917,516,4,454,1778834133,441104348
462951500,543981,516,4,456,1778834133,565013106
462951625,544046,516,4,457,1778834133,690162522
462951750,544110,516,4,458,1778834133,813550283
462951875,544175,516,4,459,1778834133,937105656
462952000,544239,516,4,459,1778834134,70287241
462952125,544304,516,4,460,1778834134,191872540
462952250,544368,516,4,461,1778834134,315682067
462952375,544433,516,4,461,1778834134,440481542
462952500,544497,516,4,460,1778834134,566575679
462952625,544562,516,4,461,1778834134,692405361
462952750,544626,516,4,461,1778834134,816600587
462952875,544691,516,4,461,1778834134,943493005
462953000,544756,516,4,461,1778834135,70389980
462953125,544820,516,4,462,1778834135,191590630
462953250,544885,516,4,462,1778834135,315539421
462953375,544949,516,4,463,1778834135,441633496
462953500,545014,516,4,462,1778834135,565798815
462953625,545078,516,4,462,1778834135,691741483
462953750,545143,516,4,462,1778834135,812746580
462953875,545207,516,4,462,1778834135,940182693
462954000,545272,516,4,462,1778834136,68542634
462954125,545336,516,4,463,1778834136,190141487
462954250,545401,516,4,464,1778834136,315445931
462954375,545465,516,4,462,1778834136,441607523
462954500,545530,516,4,461,1778834136,564440667
462954625,545594,516,4,462,1778834136,685346117
462954750,545659,516,4,463,1778834136,813236756
462954875,545723,516,4,463,1778834136,940291868
462955000,545788,516,4,463,1778834137,71456381
462955125,545852,516,4,463,1778834137,190394617
462955250,545917,516,4,464,1778834137,315684816
462955375,545981,516,4,464,1778834137,441469306
462955500,546046,516,4,463,1778834137,561788381
462955625,546110,516,4,463,1778834137,690647994
462955750,546175,516,4,464,1778834137,815032930
462955875,546239,516,4,463,1778834137,942171723
462956000,546304,516,4,463,1778834138,69833574
462956125,546368,516,4,464,1778834138,190403435
462956250,546433,516,4,464,1778834138,316383305
462956375,546497,516,4,464,1778834138,437262940
462956500,546562,516,4,466,1778834138,566409323
462956625,546626,516,4,467,1778834138,691522461
462956750,546691,516,4,465,1778834138,815322597
462956875,546755,516,4,465,1778834138,940555283
462957000,546820,516,4,465,1778834139,69677557
462957125,546884,516,4,465,1778834139,190044186
462957250,546949,516,4,466,1778834139,315412782
462957375,547013,516,4,466,1778834139,441504856
462957500,547078,516,4,466,1778834139,566291000
462957625,547142,516,4,466,1778834139,689500887
462957750,547207,516,4,468,1778834139,813164669
462957875,547271,516,4,468,1778834139,939485379
462958000,547336,516,4,460,1778834140,69817466
462958125,547400,516,4,456,1778834140,191192434
462958250,547465,516,4,453,1778834140,313549531
462958375,547529,516,4,452,1778834140,441300894
462958500,547594,516,4,452,1778834140,564353586
462958625,547658,516,4,451,1778834140,690162048
462958750,547723,516,4,451,1778834140,814108083
462958875,547787,516,4,451,1778834140,942019102
462959000,547852,516,4,451,1778834141,68431865
462959125,547916,516,4,450,1778834141,185432196
462959250,547981,516,4,449,1778834141,314338515
462959375,548045,516,4,450,1778834141,439889442
462959500,548110,516,4,450,1778834141,565401569
462959625,548174,516,4,450,1778834141,690118590
462959750,548239,516,4,448,1778834141,813461054
462959875,548303,516,4,448,1778834141,939139878
462960000,548368,516,4,449,1778834142,64869851
462960125,548432,516,4,449,1778834142,188387036
462960250,548497,516,4,449,1778834142,314097128
462960375,548561,516,4,449,1778834142,440300974
462960500,548626,516,4,449,1778834142,563444578
462960625,548690,516,4,450,1778834142,689070887
462960750,548755,516,4,453,1778834142,811875309
462960875,548819,516,4,454,1778834142,935453974
462961000,548884,516,4,457,1778834143,69083389
462961125,548948,516,4,457,1778834143,189836209
462961250,549013,516,4,460,1778834143,314422715
462961375,549077,516,4,460,1778834143,439954218
462961500,549142,516,4,458,1778834143,565170823
462961625,549206,516,4,455,1778834143,689753201
462961750,549271,516,4,453,1778834143,812969782
462961875,549335,516,4,453,1778834143,940186607
462962000,549400,516,4,454,1778834144,68489317
462962125,549464,516,4,453,1778834144,190287803
462962250,549529,516,4,452,1778834144,314187231
462962375,549593,516,4,450,1778834144,438891364
462962500,549658,516,4,452,1778834144,566167375
462962625,549722,516,4,455,1778834144,689645373
462962750,549787,516,4,453,1778834144,811894583
462962875,549851,516,4,452,1778834144,939289571
462963000,549916,516,4,451,1778834145,68992099
462963125,549980,516,4,453,1778834145,187966677
462963250,550045,516,4,455,1778834145,313250712
462963375,550109,516,4,453,1778834145,438944489
462963500,550174,516,4,451,1778834145,562794186
462963625,550238,516,4,450,1778834145,683752591
462963750,550303,516,4,451,1778834145,811880893
462963875,550367,516,4,453,1778834145,936657255
462964000,550432,516,4,451,1778834146,67654066
462964125,550496,516,4,450,1778834146,192172094
462964250,550561,516,4,450,1778834146,314725460
462964375,550625,516,4,451,1778834146,439742642
462964500,550690,516,4,452,1778834146,559880568
462964625,550754,516,4,449,1778834146,689552312
462964750,550819,516,4,448,1778834146,814384710
462964875,550883,516,4,448,1778834146,940992881
462965000,550948,516,4,449,1778834147,70706754
462965125,551012,516,4,447,1778834147,190778328
462965250,551077,516,4,446,1778834147,314761344
462965375,551141,516,4,446,1778834147,438131130
462965500,551206,516,4,448,1778834147,565989826
462965625,551270,516,4,449,1778834147,691110771
462965750,551335,516,4,446,1778834147,814935621
462965875,551399,516,4,446,1778834147,939997548
462966000,551464,516,4,445,1778834148,68996160
462966125,551528,516,4,448,1778834148,191073955
462966250,551593,516,4,449,1778834148,315179786
462966375,551657,516,4,447,1778834148,442089767
462966500,551721,516,4,447,1778834148,565902279
462966625,551786,516,4,447,1778834148,689787111
462966750,551850,516,4,447,1778834148,813655910
462966875,551915,516,4,447,1778834148,939907333
462967000,551979,516,4,446,1778834149,69295799
462967125,552044,516,4,445,1778834149,191784059
462967250,552108,516,4,445,1778834149,312684750
462967375,552173,516,4,444,1778834149,440197713
462967500,552237,516,4,445,1778834149,565967840
462967625,552302,516,4,445,1778834149,688947870
462967750,552366,516,4,445,1778834149,811818087
462967875,552431,516,4,445,1778834149,938563805
462968000,552495,516,4,444,1778834150,67065548
462968125,552560,516,4,443,1778834150,184348487
462968250,552624,516,4,442,1778834150,313789561
462968375,552689,516,4,442,1778834150,438049960
462968500,552753,516,4,442,1778834150,564477979
462968625,552818,516,4,442,1778834150,688819860
462968750,552882,516,4,442,1778834150,811725004
462968875,552947,516,4,442,1778834150,936773351
462969000,553011,516,4,443,1778834151,62772392
462969125,553076,516,4,442,1778834151,189133367
462969250,553140,516,4,443,1778834151,313659144
462969375,553204,516,4,443,1778834151,439444809
