iTOW,ecefX,ecefY,ecefZ,pAcc,bag_t.secs,bag_t.nsecs
462913625,-311173945,406354628,379335433,185,1778834095,691163788
462913750,-311173951,406354624,379335434,185,1778834095,815208978
462913875,-311173957,406354618,379335433,185,1778834095,940406624
462914000,-311173964,406354613,379335434,185,1778834096,69766472
462914125,-311173972,406354606,379335434,185,1778834096,186483637
462914250,-311173981,406354598,379335435,185,1778834096,315398860
462914375,-311173990,406354590,379335438,185,1778834096,439878511
462914500,-311173999,406354581,379335439,184,1778834096,565083785
462914625,-311174006,406354573,379335441,184,1778834096,691103508
462914750,-311174012,406354566,379335443,184,1778834096,815095465
462914875,-311174018,406354561,379335445,184,1778834096,939700103
462915000,-311174021,406354555,379335446,184,1778834097,65936823
462915125,-311174025,406354553,379335447,184,1778834097,190167720
462915250,-311174028,406354548,379335449,184,1778834097,315191076
462915375,-311174029,406354545,379335449,184,1778834097,440980910
462915500,-311174031,406354545,379335450,184,1778834097,565103417
462915625,-311174033,406354544,379335451,184,1778834097,690370979
462915750,-311174032,406354541,379335451,184,1778834097,813962610
462915875,-311174034,406354539,379335452,184,1778834097,936887914
462916000,-311174037,406354536,379335453,184,1778834098,68262936
462916125,-311174040,406354532,379335454,184,1778834098,190191357
462916250,-311174043,406354527,379335456,184,1778834098,315004128
462916375,-311174048,406354523,379335460,184,1778834098,439214392
462916500,-311174053,406354516,379335463,184,1778834098,564082682
462916625,-311174057,406354507,379335465,184,1778834098,689278687
462916750,-311174061,406354501,379335469,184,1778834098,813882502
462916875,-311174066,406354495,379335475,184,1778834098,939169808
462917000,-311174071,406354488,379335478,184,1778834099,68292810
462917125,-311174075,406354485,379335482,184,1778834099,189396748
462917250,-311174076,406354480,379335485,184,1778834099,314811476
462917375,-311174079,406354477,379335487,184,1778834099,438733949
462917500,-311174080,406354475,379335488,184,1778834099,564475295
462917625,-311174081,406354473,379335491,184,1778834099,690191516
462917750,-311174083,406354472,379335492,184,1778834099,811821708
462917875,-311174084,406354471,379335494,184,1778834099,939090967
462918000,-311174083,406354470,379335493,184,1778834100,68047783
462918125,-311174082,406354470,379335493,184,1778834100,190022325
462918250,-311174083,406354470,379335493,184,1778834100,315127973
462918375,-311174083,406354471,379335494,184,1778834100,441840960
462918500,-311174083,406354473,379335494,184,1778834100,565078026
462918625,-311174083,406354474,379335493,184,1778834100,686907990
462918750,-311174081,406354475,379335491,184,1778834100,814692810
462918875,-311174080,406354481,379335489,183,1778834100,940120156
462919000,-311174077,406354485,379335486,183,1778834101,69379154
462919125,-311174073,406354490,379335481,183,1778834101,190788254
462919250,-311174069,406354497,379335477,183,1778834101,315619542
462919375,-311174068,406354506,379335474,183,1778834101,439273207
462919500,-311174064,406354511,379335467,183,1778834101,559935152
462919625,-311174060,406354517,379335461,183,1778834101,691009912
462919750,-311174058,406354523,379335457,184,1778834101,814361527
462919875,-311174057,406354528,379335454,184,1778834101,940947664
462920000,-311174055,406354532,379335451,184,1778834102,69773199
462920125,-311174054,406354534,379335447,184,1778834102,189633870
462920250,-311174053,406354537,379335446,184,1778834102,313744863
462920375,-311174052,406354539,379335444,184,1778834102,436429126
462920500,-311174051,406354541,379335442,184,1778834102,564788733
462920625,-311174050,406354542,379335441,184,1778834102,688074621
462920750,-311174049,406354543,379335440,184,1778834102,812435997
462920875,-311174049,406354546,379335439,184,1778834102,937718485
462921000,-311174049,406354546,379335436,184,1778834103,67584729
462921125,-311174048,406354546,379335436,184,1778834103,189036035
462921250,-311174048,406354546,379335435,184,1778834103,314631716
462921375,-311174048,406354545,379335436,184,1778834103,439230226
462921500,-311174049,406354544,379335437,184,1778834103,562817978
462921625,-311174049,406354542,379335439,184,1778834103,688593086
462921750,-311174050,406354538,379335442,184,1778834103,812639462
462921875,-311174053,406354535,379335445,184,1778834103,937605563
462922000,-311174054,406354530,379335450,184,1778834104,67556710
462922125,-311174056,406354523,379335456,184,1778834104,189627451
462922250,-311174058,406354516,379335462,184,1778834104,312212518
462922375,-311174059,406354508,379335469,184,1778834104,439336119
462922500,-311174061,406354500,379335479,184,1778834104,564430904
462922625,-311174062,406354491,379335490,184,1778834104,688971854
462922750,-311174062,406354482,379335500,184,1778834104,813450323
462922875,-311174062,406354473,379335509,184,1778834104,938788158
462923000,-311174062,406354466,379335519,184,1778834105,68838037
462923125,-311174060,406354458,379335528,184,1778834105,184980849
462923250,-311174059,406354452,379335540,184,1778834105,312778980
462923375,-311174058,406354443,379335549,184,1778834105,438309673
462923500,-311174055,406354435,379335558,184,1778834105,563629319
462923625,-311174052,406354429,379335570,184,1778834105,688578619
462923750,-311174049,406354421,379335582,184,1778834105,812678706
462923875,-311174045,406354413,379335595,184,1778834105,937587244
462924000,-311174038,406354405,379335609,184,1778834106,62837531
462924125,-311174032,406354399,379335624,184,1778834106,187775447
462924250,-311174022,406354390,379335638,184,1778834106,314117589
462924375,-311174013,406354384,379335655,184,1778834106,437870683
462924500,-311174000,406354378,379335673,184,1778834106,561668453
462924625,-311173987,406354373,379335692,183,1778834106,685794077
462924750,-311173971,406354371,379335709,183,1778834106,810311802
462924875,-311173955,406354371,379335728,183,1778834106,934299670
462925000,-311173936,406354370,379335746,183,1778834107,65492090
462925125,-311173916,406354371,379335762,183,1778834107,189217030
462925250,-311173896,406354374,379335778,183,1778834107,312669517
462925375,-311173875,406354378,379335793,183,1778834107,438173448
462925500,-311173854,406354384,379335809,183,1778834107,562208448
462925625,-311173830,406354388,379335821,183,1778834107,687787768
462925750,-311173805,406354396,379335836,183,1778834107,812355063
462925875,-311173781,406354401,379335851,183,1778834107,937630061
462926000,-311173756,406354408,379335866,183,1778834108,67548245
462926125,-311173731,406354414,379335881,183,1778834108,187751050
462926250,-311173705,406354418,379335897,183,1778834108,313175046
462926375,-311173678,406354426,379335914,184,1778834108,436762244
462926500,-311173651,406354432,379335930,184,1778834108,561387029
462926625,-311173625,406354438,379335947,184,1778834108,687086818
462926750,-311173597,406354445,379335965,184,1778834108,808983789
462926875,-311173566,406354449,379335981,184,1778834108,936506239
462927000,-311173538,406354459,379336002,184,1778834109,65576358
462927125,-311173507,406354464,379336021,184,1778834109,187479271
462927250,-311173474,406354471,379336041,184,1778834109,312466902
462927375,-311173440,406354477,379336062,184,1778834109,437452193
462927500,-311173405,406354483,379336085,184,1778834109,561571696
462927625,-311173370,406354491,379336108,184,1778834109,684324911
462927750,-311173335,406354497,379336133,185,1778834109,810491668
462927875,-311173300,406354502,379336158,185,1778834109,937394535
462928000,-311173261,406354508,379336183,185,1778834110,68507831
462928125,-311173224,406354514,379336208,185,1778834110,189355593
462928250,-311173187,406354521,379336237,185,1778834110,313867990
462928375,-311173149,406354529,379336265,185,1778834110,437328684
462928500,-311173109,406354532,379336293,185,1778834110,558387570
462928625,-311173070,406354532,379336323,185,1778834110,688526370
462928750,-311173030,406354532,379336357,185,1778834110,812418379
462928875,-311172993,406354534,379336392,185,1778834110,938029179
462929000,-311172953,406354533,379336425,185,1778834111,67177714
462929125,-311172913,406354535,379336459,185,1778834111,188440568
462929250,-311172872,406354539,379336490,186,1778834111,312582400
462929375,-311172832,406354548,379336517,186,1778834111,436054438
462929500,-311172790,406354559,379336538,186,1778834111,563925076
462929625,-311172752,406354578,379336557,186,1778834111,688980903
462929750,-311172709,406354593,379336572,186,1778834111,812383129
462929875,-311172669,406354617,379336589,186,1778834111,937414344
462930000,-311172626,406354634,379336601,186,1778834112,67384080
462930125,-311172586,406354656,379336616,186,1778834112,187596944
462930250,-311172545,406354676,379336629,187,1778834112,312665512
462930375,-311172503,406354695,379336641,187,1778834112,437177205
462930500,-311172468,406354711,379336656,187,1778834112,562196850
462930625,-311172435,406354722,379336670,187,1778834112,687468546
462930750,-311172408,406354732,379336687,187,1778834112,810436677
462930875,-311172380,406354739,379336702,187,1778834112,936747577
462931000,-311172356,406354745,379336718,187,1778834113,66882328
462931125,-311172331,406354750,379336729,188,1778834113,187447114
462931250,-311172310,406354757,379336743,188,1778834113,310082293
462931375,-311172289,406354763,379336757,188,1778834113,436982546
462931500,-311172269,406354767,379336771,188,1778834113,561749110
462931625,-311172244,406354772,379336782,188,1778834113,686972005
462931750,-311172223,406354778,379336797,188,1778834113,811226145
462931875,-311172201,406354781,379336812,188,1778834113,936996348
462932000,-311172177,406354787,379336828,189,1778834114,66095497
462932125,-311172152,406354792,379336844,189,1778834114,184913296
462932250,-311172129,406354795,379336863,189,1778834114,314291436
462932375,-311172104,406354795,379336882,189,1778834114,439233292
462932500,-311172080,406354799,379336907,189,1778834114,563418187
462932625,-311172054,406354796,379336929,189,1778834114,689516198
462932750,-311172028,406354796,379336956,189,1778834114,813021861
462932875,-311172002,406354794,379336981,189,1778834114,937843959
462933000,-311171974,406354792,379337008,189,1778834115,64650710
462933125,-311171944,406354787,379337034,189,1778834115,188280930
462933250,-311171917,406354788,379337066,190,1778834115,314190680
462933375,-311171885,406354781,379337092,190,1778834115,440041440
462933500,-311171857,406354776,379337124,190,1778834115,563501053
462933625,-311171828,406354773,379337160,190,1778834115,688160553
462933750,-311171795,406354763,379337191,190,1778834115,812187985
462933875,-311171763,406354763,379337223,190,1778834115,934927554
462934000,-311171730,406354759,379337255,190,1778834116,66804574
462934125,-311171697,406354757,379337285,190,1778834116,189080255
462934250,-311171663,406354763,379337310,190,1778834116,313184269
462934375,-311171630,406354767,379337332,190,1778834116,436999597
462934500,-311171598,406354771,379337352,190,1778834116,562257192
462934625,-311171565,406354776,379337372,190,1778834116,687023644
462934750,-311171539,406354786,379337392,190,1778834116,812107116
462934875,-311171510,406354789,379337409,190,1778834116,938800857
462935000,-311171483,406354792,379337427,190,1778834117,68054827
462935125,-311171457,406354794,379337445,190,1778834117,188746930
462935250,-311171432,406354798,379337466,190,1778834117,314888781
462935375,-311171405,406354798,379337486,190,1778834117,440185068
462935500,-311171379,406354802,379337508,190,1778834117,565642129
462935625,-311171351,406354804,379337529,190,1778834117,690030409
462935750,-311171321,406354806,379337550,190,1778834117,810919791
462935875,-311171291,406354806,379337573,190,1778834117,938451994
462936000,-311171261,406354810,379337596,190,1778834118,66990968
462936125,-311171228,406354813,379337620,190,1778834118,188076449
462936250,-311171196,406354818,379337648,190,1778834118,313662024
462936375,-311171162,406354820,379337672,190,1778834118,439050483
462936500,-311171131,406354822,379337700,190,1778834118,564041633
462936625,-311171097,406354822,379337724,190,1778834118,684988792
462936750,-311171066,406354831,379337752,190,1778834118,812334688
462936875,-311171034,406354831,379337778,190,1778834118,937815380
462937000,-311171003,406354835,379337803,190,1778834119,67978012
462937125,-311170974,406354835,379337828,190,1778834119,189572007
462937250,-311170947,406354836,379337851,190,1778834119,313802792
462937375,-311170920,406354837,379337872,190,1778834119,438336420
462937500,-311170898,406354840,379337891,190,1778834119,558991606
462937625,-311170872,406354839,379337907,190,1778834119,688546863
462937750,-311170851,406354845,379337926,190,1778834119,812489409
462937875,-311170827,406354846,379337944,190,1778834119,938417158
462938000,-311170804,406354850,379337961,190,1778834120,68594820
462938125,-311170782,406354855,379337979,190,1778834120,189769803
462938250,-311170758,406354856,379337997,190,1778834120,314667473
462938375,-311170732,406354859,379338017,190,1778834120,437265727
462938500,-311170706,406354862,379338034,190,1778834120,564855547
462938625,-311170681,406354865,379338057,190,1778834120,689973986
462938750,-311170652,406354869,379338078,190,1778834120,813851887
462938875,-311170622,406354872,379338101,190,1778834120,938782860
462939000,-311170593,406354878,379338126,190,1778834121,68109530
462939125,-311170561,406354882,379338150,190,1778834121,189656860
462939250,-311170528,406354885,379338175,190,1778834121,314378014
462939375,-311170494,406354890,379338202,190,1778834121,440393157
462939500,-311170458,406354894,379338229,190,1778834121,564288503
462939625,-311170423,406354897,379338256,190,1778834121,689554492
462939750,-311170387,406354902,379338281,190,1778834121,813345730
462939875,-311170353,406354907,379338307,190,1778834121,937944415
462940000,-311170318,406354911,379338329,190,1778834122,68717384
462940125,-311170287,406354915,379338350,190,1778834122,190802402
462940250,-311170260,406354921,379338371,190,1778834122,312667106
462940375,-311170233,406354926,379338392,190,1778834122,439489510
462940500,-311170205,406354929,379338411,190,1778834122,563289450
462940625,-311170178,406354933,379338430,189,1778834122,689598784
462940750,-311170152,406354938,379338448,189,1778834122,813546546
462940875,-311170123,406354943,379338466,189,1778834122,939892182
462941000,-311170096,406354947,379338484,189,1778834123,68592969
462941125,-311170066,406354953,379338503,189,1778834123,185630101
462941250,-311170039,406354961,379338525,189,1778834123,313776178
462941375,-311170009,406354965,379338542,189,1778834123,439869077
462941500,-311169978,406354972,379338562,189,1778834123,564679414
462941625,-311169949,406354977,379338582,189,1778834123,689368604
462941750,-311169918,406354982,379338604,189,1778834123,814194181
462941875,-311169885,406354991,379338626,189,1778834123,939334839
462942000,-311169851,406354996,379338647,189,1778834124,64368855
462942125,-311169817,406355002,379338670,189,1778834124,188462503
462942250,-311169781,406355012,379338696,189,1778834124,313461816
462942375,-311169743,406355018,379338721,189,1778834124,437728747
462942500,-311169705,406355025,379338746,189,1778834124,561061597
462942625,-311169664,406355031,379338772,189,1778834124,686451374
462942750,-311169625,406355039,379338798,189,1778834124,810651170
462942875,-311169587,406355046,379338824,189,1778834124,934580413
462943000,-311169551,406355054,379338849,189,1778834125,65896691
462943125,-311169517,406355057,379338873,189,1778834125,187780919
462943250,-311169485,406355061,379338896,189,1778834125,312402651
462943375,-311169454,406355066,379338919,189,1778834125,436632757
462943500,-311169423,406355068,379338940,189,1778834125,560969305
462943625,-311169395,406355072,379338963,189,1778834125,686428569
462943750,-311169365,406355073,379338984,189,1778834125,811154693
462943875,-311169335,406355077,379339006,189,1778834125,937421457
462944000,-311169304,406355080,379339028,189,1778834126,65470064
462944125,-311169275,406355085,379339053,189,1778834126,186588709
462944250,-311169242,406355087,379339076,189,1778834126,311915785
462944375,-311169209,406355091,379339102,189,1778834126,437258807
462944500,-311169176,406355095,379339126,188,1778834126,562961966
462944625,-311169142,406355098,379339150,188,1778834126,688378425
462944750,-311169110,406355100,379339174,188,1778834126,809668555
462944875,-311169076,406355104,379339199,188,1778834126,938018333
462945000,-311169044,406355107,379339222,188,1778834127,66224439
462945125,-311169011,406355110,379339244,188,1778834127,188264472
462945250,-311168978,406355114,379339266,188,1778834127,313408289
462945375,-311168947,406355119,379339291,188,1778834127,438499930
462945500,-311168916,406355122,379339311,188,1778834127,562415294
462945625,-311168885,406355127,379339331,188,1778834127,683136800
462945750,-311168855,406355130,379339352,188,1778834127,810567017
462945875,-311168824,406355135,379339373,188,1778834127,935955002
462946000,-311168793,406355140,379339395,188,1778834128,67311620
462946125,-311168761,406355145,379339416,188,1778834128,188849795
462946250,-311168727,406355152,379339436,187,1778834128,313025585
462946375,-311168691,406355159,379339457,187,1778834128,437706063
462946500,-311168658,406355169,379339480,187,1778834128,557370640
462946625,-311168622,406355176,379339502,187,1778834128,688171981
462946750,-311168587,406355183,379339526,187,1778834128,812289612
462946875,-311168551,406355189,379339552,186,1778834128,938408258
462947000,-311168514,406355194,379339576,186,1778834129,68007159
462947125,-311168478,406355200,379339603,186,1778834129,187899363
462947250,-311168441,406355206,379339627,186,1778834129,312230101
462947375,-311168406,406355215,379339652,186,1778834129,435490333
462947500,-311168370,406355220,379339676,185,1778834129,563530711
462947625,-311168334,406355227,379339701,185,1778834129,688965927
462947750,-311168296,406355232,379339726,185,1778834129,812980834
462947875,-311168261,406355238,379339751,185,1778834129,938082600
462948000,-311168227,406355244,379339775,185,1778834130,67904561
462948125,-311168192,406355248,379339799,184,1778834130,189015850
462948250,-311168160,406355255,379339824,184,1778834130,314279045
462948375,-311168126,406355259,379339847,184,1778834130,440126082
462948500,-311168093,406355262,379339870,184,1778834130,563148868
462948625,-311168060,406355269,379339896,184,1778834130,687196011
462948750,-311168026,406355272,379339919,183,1778834130,810657375
462948875,-311167992,406355278,379339944,183,1778834130,936795271
462949000,-311167958,406355283,379339970,183,1778834131,68111276
462949125,-311167925,406355287,379339994,183,1778834131,188184692
462949250,-311167892,406355290,379340017,183,1778834131,310742169
462949375,-311167860,406355295,379340042,182,1778834131,437616385
462949500,-311167828,406355298,379340065,182,1778834131,561883325
462949625,-311167797,406355301,379340088,182,1778834131,687916456
462949750,-311167767,406355304,379340111,182,1778834131,811573953
462949875,-311167735,406355306,379340133,182,1778834131,937691808
462950000,-311167704,406355310,379340156,182,1778834132,67092551
462950125,-311167674,406355313,379340178,181,1778834132,184914211
462950250,-311167640,406355314,379340202,181,1778834132,312237403
462950375,-311167609,406355319,379340228,181,1778834132,437206797
462950500,-311167577,406355321,379340252,181,1778834132,562644454
462950625,-311167544,406355325,379340278,181,1778834132,687787863
462950750,-311167510,406355327,379340304,181,1778834132,811138864
462950875,-311167477,406355330,379340329,181,1778834132,937368464
462951000,-311167446,406355332,379340355,181,1778834133,61666802
462951125,-311167415,406355335,379340378,180,1778834133,187033868
462951250,-311167388,406355336,379340399,180,1778834133,311810893
462951375,-311167364,406355337,379340417,180,1778834133,437139511
462951500,-311167342,406355339,379340433,180,1778834133,561097386
462951625,-311167322,406355341,379340448,180,1778834133,686720718
462951750,-311167306,406355342,379340461,180,1778834133,810231350
462951875,-311167290,406355344,379340472,180,1778834133,933981246
462952000,-311167277,406355344,379340481,180,1778834134,66982158
462952125,-311167265,406355345,379340489,180,1778834134,188077465
462952250,-311167257,406355346,379340497,180,1778834134,312470196
462952375,-311167248,406355346,379340503,180,1778834134,436277888
462952500,-311167241,406355346,379340508,180,1778834134,560896318
462952625,-311167237,406355347,379340511,180,1778834134,688554491
462952750,-311167234,406355347,379340512,180,1778834134,813164908
462952875,-311167231,406355346,379340513,180,1778834134,939697077
462953000,-311167229,406355349,379340516,179,1778834135,66783376
462953125,-311167227,406355348,379340517,179,1778834135,187568143
462953250,-311167226,406355349,379340518,179,1778834135,312091176
462953375,-311167225,406355349,379340519,179,1778834135,437086534
462953500,-311167224,406355349,379340519,179,1778834135,562635000
462953625,-311167224,406355349,379340520,179,1778834135,687914923
462953750,-311167223,406355348,379340518,179,1778834135,809033365
462953875,-311167224,406355349,379340518,179,1778834135,936013634
462954000,-311167225,406355350,379340517,179,1778834136,64686001
462954125,-311167226,406355350,379340517,179,1778834136,186427843
462954250,-311167227,406355350,379340516,179,1778834136,312067128
462954375,-311167227,406355349,379340515,179,1778834136,436799261
462954500,-311167229,406355350,379340513,179,1778834136,560521265
462954625,-311167231,406355349,379340512,179,1778834136,682270008
462954750,-311167231,406355348,379340510,179,1778834136,809891124
462954875,-311167232,406355347,379340509,179,1778834136,935813482
462955000,-311167234,406355349,379340507,179,1778834137,66730883
462955125,-311167236,406355349,379340507,179,1778834137,186998042
462955250,-311167236,406355348,379340505,179,1778834137,312568022
462955375,-311167237,406355346,379340503,178,1778834137,436624402
462955500,-311167239,406355347,379340502,178,1778834137,557416690
462955625,-311167240,406355347,379340501,178,1778834137,687397009
462955750,-311167241,406355346,379340499,178,1778834137,811227084
462955875,-311167243,406355346,379340498,178,1778834137,937451802
462956000,-311167243,406355346,379340496,178,1778834138,67845204
462956125,-311167245,406355345,379340495,178,1778834138,186977340
462956250,-311167246,406355346,379340493,178,1778834138,312873288
462956375,-311167246,406355345,379340491,178,1778834138,434743639
462956500,-311167248,406355345,379340490,178,1778834138,562621738
462956625,-311167249,406355344,379340489,178,1778834138,687898399
462956750,-311167250,406355345,379340488,178,1778834138,811638869
462956875,-311167251,406355344,379340487,178,1778834138,936776662
462957000,-311167250,406355345,379340489,178,1778834139,65900204
462957125,-311167248,406355343,379340487,178,1778834139,186864240
462957250,-311167250,406355344,379340487,178,1778834139,311814008
462957375,-311167250,406355344,379340487,178,1778834139,437106961
462957500,-311167249,406355344,379340486,178,1778834139,560681769
462957625,-311167249,406355343,379340486,178,1778834139,685763534
462957750,-311167248,406355341,379340485,178,1778834139,809761727
462957875,-311167248,406355341,379340484,178,1778834139,935345497
462958000,-311167249,406355342,379340485,178,1778834140,66595692
462958125,-311167248,406355342,379340485,178,1778834140,187774271
462958250,-311167247,406355342,379340484,178,1778834140,310124988
462958375,-311167248,406355342,379340484,178,1778834140,436835482
462958500,-311167248,406355342,379340483,177,1778834140,560612378
462958625,-311167248,406355342,379340484,177,1778834140,686833600
462958750,-311167249,406355343,379340485,177,1778834140,810421223
462958875,-311167249,406355343,379340484,177,1778834140,937303505
462959000,-311167249,406355343,379340485,177,1778834141,65193938
462959125,-311167250,406355344,379340485,177,1778834141,182623428
462959250,-311167249,406355343,379340483,177,1778834141,310788996
462959375,-311167248,406355342,379340484,177,1778834141,435598841
462959500,-311167248,406355342,379340482,177,1778834141,561713806
462959625,-311167248,406355343,379340483,177,1778834141,686749153
462959750,-311167249,406355343,379340482,177,1778834141,810368185
462959875,-311167249,406355344,379340482,177,1778834141,934847533
462960000,-311167248,406355343,379340482,177,1778834142,60379073
462960125,-311167247,406355343,379340481,177,1778834142,185127045
462960250,-311167247,406355343,379340481,177,1778834142,310691605
462960375,-311167247,406355343,379340480,176,1778834142,436483996
462960500,-311167247,406355344,379340481,176,1778834142,559554723
462960625,-311167247,406355343,379340480,176,1778834142,685277437
462960750,-311167246,406355342,379340479,176,1778834142,808553588
462960875,-311167247,406355343,379340480,176,1778834142,932621075
462961000,-311167247,406355344,379340481,176,1778834143,65498832
462961125,-311167246,406355343,379340481,176,1778834143,186578032
462961250,-311167247,406355344,379340481,176,1778834143,311129302
462961375,-311167246,406355343,379340480,176,1778834143,435570187
462961500,-311167245,406355343,379340480,176,1778834143,561205454
462961625,-311167245,406355343,379340479,176,1778834143,686628194
462961750,-311167245,406355343,379340480,176,1778834143,809952966
462961875,-311167244,406355341,379340478,176,1778834143,936389673
462962000,-311167245,406355343,379340480,176,1778834144,65363159
462962125,-311167245,406355343,379340479,176,1778834144,187232570
462962250,-311167244,406355343,379340478,175,1778834144,310520138
462962375,-311167244,406355342,379340478,175,1778834144,435048674
462962500,-311167244,406355342,379340478,175,1778834144,561290293
462962625,-311167245,406355344,379340478,175,1778834144,686064808
462962750,-311167244,406355343,379340479,175,1778834144,808899805
462962875,-311167243,406355343,379340478,175,1778834144,935381271
462963000,-311167244,406355343,379340479,175,1778834145,65314070
462963125,-311167243,406355343,379340478,175,1778834145,184477018
462963250,-311167243,406355344,379340478,175,1778834145,309967725
462963375,-311167244,406355343,379340478,175,1778834145,435248936
462963500,-311167244,406355344,379340479,175,1778834145,558347238
462963625,-311167243,406355344,379340478,175,1778834145,680538233
462963750,-311167243,406355344,379340478,175,1778834145,808968741
462963875,-311167242,406355343,379340477,175,1778834145,933915298
462964000,-311167243,406355344,379340478,175,1778834146,64566700
462964125,-311167243,406355345,379340478,175,1778834146,187964133
462964250,-311167242,406355344,379340477,174,1778834146,311385291
462964375,-311167242,406355343,379340478,174,1778834146,435520028
462964500,-311167242,406355344,379340478,174,1778834146,556172447
462964625,-311167242,406355344,379340478,174,1778834146,685476360
462964750,-311167242,406355345,379340479,174,1778834146,811045121
462964875,-311167241,406355344,379340477,174,1778834146,936298604
462965000,-311167241,406355344,379340479,174,1778834147,65520600
462965125,-311167241,406355344,379340477,174,1778834147,186761489
462965250,-311167240,406355345,379340478,174,1778834147,311239607
462965375,-311167239,406355343,379340476,174,1778834147,434411617
462965500,-311167239,406355344,379340476,174,1778834147,562360418
462965625,-311167239,406355345,379340476,174,1778834147,687374789
462965750,-311167238,406355342,379340475,174,1778834147,811657144
462965875,-311167238,406355343,379340475,174,1778834147,935856012
462966000,-311167238,406355344,379340476,174,1778834148,64951444
462966125,-311167238,406355345,379340476,173,1778834148,187303277
462966250,-311167237,406355344,379340475,173,1778834148,312071074
462966375,-311167236,406355342,379340473,173,1778834148,437223500
462966500,-311167237,406355344,379340475,173,1778834148,562206381
462966625,-311167236,406355343,379340473,173,1778834148,686151718
462966750,-311167235,406355343,379340473,173,1778834148,810085923
462966875,-311167235,406355344,379340474,173,1778834148,935810927
462967000,-311167236,406355343,379340472,173,1778834149,65262938
462967125,-311167234,406355343,379340472,173,1778834149,187302359
462967250,-311167233,406355342,379340471,173,1778834149,309286742
462967375,-311167233,406355342,379340472,173,1778834149,436186576
462967500,-311167233,406355343,379340471,173,1778834149,560701073
462967625,-311167232,406355342,379340470,173,1778834149,684920541
462967750,-311167232,406355342,379340470,173,1778834149,808471546
462967875,-311167232,406355343,379340470,173,1778834149,934830230
462968000,-311167231,406355343,379340470,173,1778834150,63831399
462968125,-311167232,406355344,379340470,173,1778834150,181654137
462968250,-311167230,406355343,379340469,172,1778834150,309957474
462968375,-311167231,406355344,379340469,172,1778834150,434296509
462968500,-311167231,406355344,379340470,172,1778834150,561593314
462968625,-311167230,406355344,379340468,172,1778834150,684949421
462968750,-311167230,406355345,379340468,172,1778834150,808664575
462968875,-311167229,406355345,379340469,172,1778834150,934051028
462969000,-311167229,406355344,379340468,172,1778834151,59958177
462969125,-311167229,406355346,379340469,172,1778834151,185064925
462969250,-311167228,406355345,379340468,172,1778834151,310089876
462969375,-311167227,406355345,379340468,172,1778834151,435075197
