iTOW,ecefX,ecefY,ecefZ,pAcc,bag_t.secs,bag_t.nsecs
462885375,-311171004,406354845,379337856,187,1778834067,440070380
462885500,-311171035,406354841,379337836,187,1778834067,564016615
462885625,-311171067,406354837,379337814,187,1778834067,689436229
462885750,-311171098,406354830,379337790,188,1778834067,812646898
462885875,-311171129,406354825,379337768,188,1778834067,939379032
462886000,-311171163,406354818,379337744,188,1778834068,69013854
462886125,-311171196,406354812,379337720,188,1778834068,189953681
462886250,-311171229,406354808,379337696,188,1778834068,311808105
462886375,-311171259,406354800,379337673,188,1778834068,439158889
462886500,-311171289,406354795,379337651,188,1778834068,564589045
462886625,-311171319,406354790,379337630,188,1778834068,690239102
462886750,-311171348,406354785,379337610,189,1778834068,813873878
462886875,-311171379,406354779,379337590,189,1778834068,940004212
462887000,-311171408,406354775,379337569,189,1778834069,69112541
462887125,-311171436,406354771,379337546,189,1778834069,187229405
462887250,-311171467,406354767,379337526,189,1778834069,315034213
462887375,-311171498,406354761,379337502,189,1778834069,440218217
462887500,-311171532,406354757,379337480,189,1778834069,564803814
462887625,-311171566,406354755,379337454,190,1778834069,690030720
462887750,-311171602,406354750,379337429,190,1778834069,813569262
462887875,-311171637,406354742,379337401,190,1778834069,939043394
462888000,-311171675,406354738,379337373,190,1778834070,64814772
462888125,-311171714,406354733,379337345,190,1778834070,189139109
462888250,-311171754,406354730,379337317,190,1778834070,314639870
462888375,-311171791,406354724,379337290,190,1778834070,439643163
462888500,-311171830,406354716,379337261,190,1778834070,564155221
462888625,-311171869,406354712,379337232,191,1778834070,689626560
462888750,-311171907,406354705,379337202,191,1778834070,812744870
462888875,-311171948,406354702,379337174,191,1778834070,937085020
462889000,-311171985,406354694,379337146,191,1778834071,69350498
462889125,-311172023,406354689,379337117,191,1778834071,191415744
462889250,-311172059,406354683,379337090,191,1778834071,316391044
462889375,-311172095,406354677,379337065,191,1778834071,439323588
462889500,-311172127,406354673,379337042,191,1778834071,563293403
462889625,-311172159,406354668,379337018,192,1778834071,689568767
462889750,-311172187,406354665,379336997,192,1778834071,813052821
462889875,-311172214,406354660,379336973,192,1778834071,938774455
462890000,-311172244,406354656,379336953,192,1778834072,68048233
462890125,-311172270,406354654,379336932,192,1778834072,190638153
462890250,-311172296,406354647,379336913,192,1778834072,314862381
462890375,-311172323,406354644,379336893,192,1778834072,439954368
462890500,-311172351,406354643,379336874,192,1778834072,564480828
462890625,-311172377,406354637,379336852,192,1778834072,691428587
462890750,-311172405,406354635,379336831,193,1778834072,812357507
462890875,-311172434,406354630,379336808,193,1778834072,939657974
462891000,-311172465,406354628,379336786,193,1778834073,68954396
462891125,-311172497,406354623,379336761,193,1778834073,189417359
462891250,-311172529,406354618,379336736,193,1778834073,314897606
462891375,-311172562,406354613,379336707,193,1778834073,439760016
462891500,-311172596,406354606,379336682,193,1778834073,563861298
462891625,-311172632,406354604,379336658,193,1778834073,685956376
462891750,-311172665,406354601,379336631,193,1778834073,812556432
462891875,-311172697,406354597,379336610,193,1778834073,938528164
462892000,-311172724,406354595,379336587,193,1778834074,69026717
462892125,-311172749,406354590,379336568,194,1778834074,189851087
462892250,-311172772,406354591,379336551,194,1778834074,314130078
462892375,-311172791,406354588,379336532,194,1778834074,438462708
462892500,-311172809,406354584,379336519,194,1778834074,559176038
462892625,-311172825,406354584,379336507,194,1778834074,688342531
462892750,-311172839,406354581,379336496,194,1778834074,812904749
462892875,-311172851,406354582,379336485,194,1778834074,938295920
462893000,-311172863,406354583,379336477,194,1778834075,67282503
462893125,-311172873,406354582,379336466,194,1778834075,189011544
462893250,-311172880,406354582,379336454,194,1778834075,314184451
462893375,-311172893,406354584,379336446,194,1778834075,437308428
462893500,-311172901,406354582,379336436,194,1778834075,565491613
462893625,-311172912,406354585,379336425,195,1778834075,691064351
462893750,-311172924,406354587,379336412,195,1778834075,814475404
462893875,-311172936,406354586,379336399,195,1778834075,939379114
462894000,-311172950,406354589,379336382,195,1778834076,68909300
462894125,-311172967,406354591,379336367,195,1778834076,189340616
462894250,-311172980,406354589,379336347,195,1778834076,314350253
462894375,-311172998,406354592,379336328,195,1778834076,439371468
462894500,-311173018,406354597,379336310,195,1778834076,563398424
462894625,-311173035,406354597,379336287,195,1778834076,688517024
462894750,-311173055,406354601,379336264,195,1778834076,812174655
462894875,-311173077,406354604,379336241,195,1778834076,938450191
462895000,-311173098,406354608,379336216,195,1778834077,67647981
462895125,-311173118,406354612,379336194,195,1778834077,190264827
462895250,-311173139,406354617,379336171,195,1778834077,312251253
462895375,-311173160,406354621,379336150,196,1778834077,439032730
462895500,-311173176,406354625,379336129,196,1778834077,563393476
462895625,-311173193,406354629,379336114,196,1778834077,689907547
462895750,-311173208,406354633,379336100,196,1778834077,814033245
462895875,-311173219,406354632,379336084,196,1778834077,940493915
462896000,-311173235,406354635,379336073,196,1778834078,69129920
462896125,-311173245,406354637,379336060,196,1778834078,186241604
462896250,-311173257,406354637,379336048,196,1778834078,315259184
462896375,-311173269,406354638,379336036,196,1778834078,440837868
462896500,-311173280,406354641,379336023,196,1778834078,565370748
462896625,-311173292,406354642,379336011,196,1778834078,691082112
462896750,-311173306,406354644,379335996,196,1778834078,815201270
462896875,-311173320,406354644,379335980,196,1778834078,939599744
462897000,-311173333,406354644,379335963,196,1778834079,65953645
462897125,-311173350,406354647,379335947,196,1778834079,190475908
462897250,-311173367,406354649,379335931,196,1778834079,315127352
462897375,-311173382,406354648,379335913,196,1778834079,440409905
462897500,-311173399,406354650,379335898,196,1778834079,564234422
462897625,-311173416,406354648,379335883,196,1778834079,689078129
462897750,-311173432,406354645,379335870,196,1778834079,812912744
462897875,-311173451,406354642,379335855,196,1778834079,936999017
462898000,-311173469,406354640,379335844,196,1778834080,68931315
462898125,-311173485,406354636,379335830,196,1778834080,189784423
462898250,-311173503,406354634,379335820,196,1778834080,315039185
462898375,-311173521,406354632,379335807,196,1778834080,439030526
462898500,-311173539,406354628,379335793,196,1778834080,563080406
462898625,-311173560,406354624,379335778,196,1778834080,690068735
462898750,-311173581,406354620,379335764,196,1778834080,815254872
462898875,-311173603,406354615,379335746,196,1778834080,940603475
462899000,-311173627,406354613,379335731,196,1778834081,70381464
462899125,-311173649,406354607,379335713,196,1778834081,190674302
462899250,-311173672,406354603,379335696,196,1778834081,315109645
462899375,-311173695,406354601,379335681,196,1778834081,440732449
462899500,-311173715,406354598,379335665,196,1778834081,567705208
462899625,-311173733,406354595,379335653,196,1778834081,692100088
462899750,-311173750,406354595,379335642,196,1778834081,812510438
462899875,-311173764,406354592,379335632,196,1778834081,940431395
462900000,-311173778,406354591,379335623,196,1778834082,69963715
462900125,-311173790,406354592,379335615,196,1778834082,190166721
462900250,-311173801,406354587,379335606,196,1778834082,315957592
462900375,-311173812,406354587,379335597,196,1778834082,440957961
462900500,-311173825,406354587,379335590,196,1778834082,565669056
462900625,-311173837,406354585,379335581,196,1778834082,686982452
462900750,-311173850,406354583,379335571,196,1778834082,814736026
462900875,-311173865,406354582,379335561,196,1778834082,940819125
462901000,-311173880,406354581,379335551,196,1778834083,70198162
462901125,-311173897,406354578,379335537,196,1778834083,191377725
462901250,-311173915,406354576,379335524,196,1778834083,316332657
462901375,-311173937,406354575,379335511,195,1778834083,440251367
462901500,-311173958,406354572,379335494,195,1778834083,560843074
462901625,-311173981,406354569,379335476,195,1778834083,690619112
462901750,-311174006,406354567,379335458,195,1778834083,814873424
462901875,-311174031,406354564,379335441,195,1778834083,940603667
462902000,-311174056,406354561,379335422,195,1778834084,69128440
462902125,-311174081,406354557,379335402,195,1778834084,190751875
462902250,-311174107,406354556,379335385,194,1778834084,316081361
462902375,-311174127,406354552,379335367,194,1778834084,438228094
462902500,-311174149,406354551,379335353,194,1778834084,565626549
462902625,-311174167,406354550,379335340,194,1778834084,691211124
462902750,-311174182,406354547,379335328,194,1778834084,815880850
462902875,-311174196,406354546,379335318,194,1778834084,940627359
462903000,-311174208,406354544,379335308,194,1778834085,69092957
462903125,-311174220,406354546,379335302,194,1778834085,189927950
462903250,-311174229,406354545,379335295,193,1778834085,315427340
462903375,-311174236,406354543,379335289,193,1778834085,440834260
462903500,-311174243,406354542,379335284,193,1778834085,567104215
462903625,-311174249,406354543,379335281,193,1778834085,690851571
462903750,-311174254,406354541,379335277,193,1778834085,815770844
462903875,-311174258,406354540,379335273,193,1778834085,941177353
462904000,-311174262,406354541,379335272,193,1778834086,70893817
462904125,-311174265,406354540,379335270,192,1778834086,192015100
462904250,-311174267,406354539,379335267,192,1778834086,314442635
462904375,-311174268,406354538,379335266,192,1778834086,440767084
462904500,-311174270,406354538,379335265,192,1778834086,565699046
462904625,-311174273,406354538,379335264,192,1778834086,690382876
462904750,-311174274,406354537,379335263,192,1778834086,814730746
462904875,-311174275,406354536,379335262,192,1778834086,940700578
462905000,-311174276,406354536,379335261,192,1778834087,69774160
462905125,-311174279,406354536,379335260,191,1778834087,186850665
462905250,-311174279,406354534,379335258,191,1778834087,315360904
462905375,-311174281,406354535,379335258,191,1778834087,440020359
462905500,-311174282,406354534,379335257,191,1778834087,565293218
462905625,-311174284,406354535,379335256,191,1778834087,690970105
462905750,-311174285,406354534,379335257,191,1778834087,815533607
462905875,-311174284,406354534,379335256,191,1778834087,940590854
462906000,-311174283,406354534,379335258,190,1778834088,66391674
462906125,-311174282,406354534,379335260,190,1778834088,191056790
462906250,-311174279,406354535,379335262,190,1778834088,315736435
462906375,-311174275,406354535,379335265,190,1778834088,440574061
462906500,-311174271,406354535,379335270,190,1778834088,563810527
462906625,-311174263,406354534,379335273,190,1778834088,689780329
462906750,-311174256,406354534,379335280,189,1778834088,813526375
462906875,-311174247,406354536,379335287,189,1778834088,937508788
462907000,-311174237,406354537,379335294,189,1778834089,69501762
462907125,-311174226,406354540,379335302,189,1778834089,193090466
462907250,-311174212,406354542,379335311,189,1778834089,317788524
462907375,-311174196,406354546,379335321,189,1778834089,441708800
462907500,-311174180,406354549,379335331,189,1778834089,566182874
462907625,-311174164,406354553,379335340,188,1778834089,690525631
462907750,-311174148,406354558,379335349,188,1778834089,814735113
462907875,-311174132,406354562,379335358,188,1778834089,940544634
462908000,-311174118,406354566,379335366,188,1778834090,70358255
462908125,-311174106,406354569,379335372,188,1778834090,191088440
462908250,-311174096,406354571,379335378,188,1778834090,316172274
462908375,-311174087,406354573,379335383,188,1778834090,438777757
462908500,-311174080,406354576,379335389,188,1778834090,565837060
462908625,-311174071,406354577,379335391,187,1778834090,691173263
462908750,-311174065,406354580,379335396,187,1778834090,812677902
462908875,-311174059,406354582,379335399,187,1778834090,940113822
462909000,-311174052,406354584,379335403,187,1778834091,70046439
462909125,-311174045,406354586,379335405,187,1778834091,190619842
462909250,-311174038,406354589,379335409,187,1778834091,315873141
462909375,-311174032,406354590,379335411,187,1778834091,441905275
462909500,-311174028,406354593,379335412,187,1778834091,565578771
462909625,-311174024,406354595,379335414,187,1778834091,686626618
462909750,-311174021,406354595,379335415,187,1778834091,814023688
462909875,-311174017,406354596,379335416,186,1778834091,939684490
462910000,-311174013,406354597,379335417,186,1778834092,70205513
462910125,-311174009,406354598,379335418,186,1778834092,191314881
462910250,-311174004,406354602,379335421,186,1778834092,314585210
462910375,-311173999,406354604,379335422,186,1778834092,438543759
462910500,-311173993,406354608,379335424,186,1778834092,560157489
462910625,-311173985,406354611,379335426,186,1778834092,688583788
462910750,-311173977,406354615,379335428,186,1778834092,813269418
462910875,-311173969,406354619,379335429,186,1778834092,940535865
462911000,-311173962,406354623,379335430,186,1778834093,69606616
462911125,-311173955,406354627,379335431,186,1778834093,191270125
462911250,-311173950,406354632,379335433,186,1778834093,314337098
462911375,-311173944,406354634,379335432,185,1778834093,436858003
462911500,-311173940,406354637,379335433,185,1778834093,564530509
462911625,-311173936,406354639,379335434,185,1778834093,690503217
462911750,-311173933,406354641,379335434,185,1778834093,813445374
462911875,-311173934,406354641,379335434,185,1778834093,938389295
462912000,-311173934,406354639,379335433,185,1778834094,68317211
462912125,-311173933,406354638,379335433,185,1778834094,189945136
462912250,-311173933,406354640,379335434,185,1778834094,314194151
462912375,-311173934,406354639,379335435,185,1778834094,439254522
462912500,-311173935,406354639,379335434,185,1778834094,563211741
462912625,-311173934,406354639,379335434,185,1778834094,690178557
462912750,-311173934,406354638,379335434,185,1778834094,812486350
462912875,-311173936,406354637,379335435,185,1778834094,937803351
462913000,-311173935,406354637,379335435,185,1778834095,67946133
462913125,-311173937,406354637,379335436,185,1778834095,190119343
462913250,-311173937,406354635,379335436,185,1778834095,312418503
462913375,-311173939,406354633,379335435,185,1778834095,439427055
462913500,-311173943,406354633,379335435,185,1778834095,564405189
