version,reserved0,refStationId,iTow,relPosN,relPosE,relPosD,relPosLength,relPosHeading,reserved1,relPosHPN,relPosHPE,relPosHPD,relPosHPLength,accN,accE,accD,accLength,accHeading,reserved2,flags,bag_t.secs,bag_t.nsecs
1,0,0,462851625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1778834033,694751926
1,0,0,462851750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1778834033,819506808
1,0,0,462851875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1778834033,943714517
1,0,0,462852000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1778834034,69361101
1,0,0,462852125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1778834034,193899153
1,0,0,462852250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1778834034,319945143
1,0,0,462852375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1778834034,444942736
1,0,0,462852500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1778834034,570705202
1,0,0,462852625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1778834034,694456000
1,0,0,462852750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1778834034,819418074
1,0,0,462852875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1778834034,941644856
1,0,0,462853000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1778834035,75321756
1,0,0,462853125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1778834035,195551692
1,0,0,462853250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1778834035,320656097
1,0,0,462853375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1778834035,444848290
1,0,0,462853500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1778834035,570346052
1,0,0,462853625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1778834035,695822916
1,0,0,462853750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1778834035,818806402
1,0,0,462853875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1778834035,942789998
1,0,0,462854000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1778834036,73336324
1,0,0,462854125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1778834036,194577330
1,0,0,462854250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1778834036,319744383
1,0,0,462854375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1778834036,443787726
1,0,0,462854500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1778834036,569705312
1,0,0,462854625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1778834036,694639796
1,0,0,462854750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1778834036,816911116
1,0,0,462854875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1778834036,943752341
1,0,0,462855000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1778834037,73471793
1,0,0,462855125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1778834037,193432763
1,0,0,462855250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1778834037,319935363
1,0,0,462855375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1778834037,443802945
1,0,0,462855500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1778834037,568653467
1,0,0,462855625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1778834037,689630478
1,0,0,462855750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1778834037,818651189
1,0,0,462855875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1778834037,944888710
1,0,0,462856000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1778834038,74933398
1,0,0,462856125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1778834038,194983862
1,0,0,462856250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1778834038,319365151
1,0,0,462856375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1778834038,442876687
1,0,0,462856500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1778834038,564590149
1,0,0,462856625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1778834038,693921546
1,0,0,462856750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1778834038,819347389
1,0,0,462856875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1778834038,944334936
1,0,0,462857000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1778834039,73590709
1,0,0,462857125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1778834039,193329399
1,0,0,462857250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1778834039,319355203
1,0,0,462857375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1778834039,441448555
1,0,0,462857500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1778834039,569888046
1,0,0,462857625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1778834039,693677708
