pinSel,pinBank,pinDir,pinVal,noisePerMS,agcCnt,aStatus,aPower,flags,reserved0,usedMask,VP.len,jamInd,reserved1.len,pinIrq,pullH,pullL,bag_t.secs,bag_t.nsecs
33217,65536,32768,26587,83,3159,1,2,1,133,131006,17,4,2,0,31707,0,1778834131,947069488
33217,65536,32768,26587,83,3159,1,2,1,133,131006,17,5,2,0,31707,0,1778834132,947837967
33217,65536,32768,26591,83,3159,1,2,1,133,131006,17,5,2,0,31707,0,1778834133,947797980
33217,65536,32768,26591,83,3159,1,2,1,133,131006,17,5,2,0,31707,0,1778834134,946706346
33217,65536,32768,26591,83,3159,1,2,1,133,131006,17,5,2,0,31707,0,1778834135,946771660
33217,65536,32768,26591,83,3159,1,2,1,133,131006,17,5,2,0,31707,0,1778834136,946602447
33217,65536,32768,26587,83,3159,1,2,1,133,131006,17,7,2,0,31707,0,1778834137,946538145
33217,65536,32768,26587,83,3159,1,2,1,133,131006,17,3,2,0,31707,0,1778834138,947285847
33217,65536,32768,26587,83,3159,1,2,1,133,131006,17,3,2,0,31707,0,1778834139,947406557
33217,65536,32768,26591,83,3159,1,2,1,133,131006,17,3,2,0,31707,0,1778834140,946473653
33217,65536,32768,92127,83,3159,1,2,1,133,131006,17,4,2,0,31707,0,1778834141,947084476
33217,65536,32768,26587,83,3159,1,2,1,133,131006,17,4,2,0,31707,0,1778834142,946350603
33217,65536,32768,26587,83,3159,1,2,1,133,131006,17,4,2,0,31707,0,1778834143,946950106
33217,65536,32768,26587,83,3159,1,2,1,133,131006,17,5,2,0,31707,0,1778834144,946232670
33217,65536,32768,26591,83,3159,1,2,1,133,131006,17,4,2,0,31707,0,1778834145,946135084
33217,65536,32768,26587,83,3159,1,2,1,133,131006,17,4,2,0,31707,0,1778834146,946848467
33217,65536,32768,26587,83,3159,1,2,1,133,131006,17,9,2,0,31707,0,1778834147,946656344
33217,65536,32768,26587,83,3159,1,2,1,133,131006,17,3,2,0,31707,0,1778834148,946532128
33217,65536,32768,26587,83,3159,1,2,1,133,131006,17,3,2,0,31707,0,1778834149,946888520
33217,65536,32768,26591,83,3159,1,2,1,133,131006,17,4,2,0,31707,0,1778834150,946006493
