header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,pose.position.x,pose.position.y,pose.position.z,pose.orientation.x,pose.orientation.y,pose.orientation.z,pose.orientation.w,bag_t.secs,bag_t.nsecs
2914,1778834039,124504759,gps,360979.89167482697,4065955.7992523303,98.047,0.0,0.0,0.0,0.0,1778834039,189861453
2915,1778834039,249504694,gps,360979.8827448117,4065955.7993974807,98.053,0.0,0.0,0.0,0.0,1778834039,315705417
2916,1778834039,374504629,gps,360979.89167482697,4065955.7992523303,98.049,0.0,0.0,0.0,0.0,1778834039,438169106
2917,1778834039,499504565,gps,360979.8827448117,4065955.7993974807,98.063,0.0,0.0,0.0,0.0,1778834039,564739422
2918,1778834039,624504500,gps,360979.8827448117,4065955.7993974807,98.055,0.0,0.0,0.0,0.0,1778834039,690137154
2919,1778834039,749504436,gps,360979.88256448734,4065955.788303484,98.048,0.0,0.0,0.0,0.0,1778834039,814132786
2920,1778834039,874504371,gps,360979.88256448734,4065955.788303484,98.06400000000001,0.0,0.0,0.0,0.0,1778834039,938635144
2921,1778834039,999504308,gps,360979.8736344734,4065955.788448634,98.053,0.0,0.0,0.0,0.0,1778834040,68675431
2922,1778834040,124504242,gps,360979.88256448734,4065955.788303484,98.06700000000001,0.0,0.0,0.0,0.0,1778834040,189937517
2923,1778834040,249504178,gps,360979.873454149,4065955.7773546404,98.084,0.0,0.0,0.0,0.0,1778834040,315798524
2924,1778834040,374504113,gps,360979.873454149,4065955.7773546404,98.066,0.0,0.0,0.0,0.0,1778834040,440418294
2925,1778834040,499504048,gps,360979.873454149,4065955.7773546404,98.086,0.0,0.0,0.0,0.0,1778834040,566069636
2926,1778834040,624503984,gps,360979.873454149,4065955.7773546404,98.081,0.0,0.0,0.0,0.0,1778834040,690015139
2927,1778834040,749503919,gps,360979.873454149,4065955.7773546404,98.093,0.0,0.0,0.0,0.0,1778834040,815513764
2928,1778834040,874503855,gps,360979.8732738247,4065955.766260646,98.10300000000001,0.0,0.0,0.0,0.0,1778834040,940265343
2929,1778834040,999503791,gps,360979.86434380943,4065955.7664057966,98.11200000000001,0.0,0.0,0.0,0.0,1778834041,70709646
2930,1778834041,124503726,gps,360979.8645241338,4065955.7774997912,98.09700000000001,0.0,0.0,0.0,0.0,1778834041,190455536
2931,1778834041,249503661,gps,360979.86434380943,4065955.7664057966,98.113,0.0,0.0,0.0,0.0,1778834041,313156422
2932,1778834041,374503597,gps,360979.86434380943,4065955.7664057966,98.119,0.0,0.0,0.0,0.0,1778834041,440050233
2933,1778834041,499503532,gps,360979.86434380943,4065955.7664057966,98.118,0.0,0.0,0.0,0.0,1778834041,564895828
2934,1778834041,624503467,gps,360979.864163485,4065955.7553117997,98.131,0.0,0.0,0.0,0.0,1778834041,689819574
2935,1778834041,749503403,gps,360979.864163485,4065955.7553117997,98.101,0.0,0.0,0.0,0.0,1778834041,814102310
2936,1778834041,874503338,gps,360979.864163485,4065955.7553117997,98.12,0.0,0.0,0.0,0.0,1778834041,939276905
2937,1778834041,999503275,gps,360979.864163485,4065955.7553117997,98.122,0.0,0.0,0.0,0.0,1778834042,69229857
2938,1778834042,124503209,gps,360979.864163485,4065955.7553117997,98.143,0.0,0.0,0.0,0.0,1778834042,186192662
2939,1778834042,249503145,gps,360979.864163485,4065955.7553117997,98.144,0.0,0.0,0.0,0.0,1778834042,315150699
2940,1778834042,374503080,gps,360979.864163485,4065955.7553117997,98.152,0.0,0.0,0.0,0.0,1778834042,438968488
2941,1778834042,499503015,gps,360979.86398316064,4065955.744217805,98.164,0.0,0.0,0.0,0.0,1778834042,564627210
2942,1778834042,624502951,gps,360979.8550531466,4065955.744362956,98.166,0.0,0.0,0.0,0.0,1778834042,690036953
2943,1778834042,749502886,gps,360979.8550531466,4065955.744362956,98.153,0.0,0.0,0.0,0.0,1778834042,815236164
2944,1778834042,874502822,gps,360979.8550531466,4065955.744362956,98.177,0.0,0.0,0.0,0.0,1778834042,940221345
2945,1778834042,999502758,gps,360979.8550531466,4065955.744362956,98.17,0.0,0.0,0.0,0.0,1778834043,66230304
2946,1778834043,124502693,gps,360979.8461231326,4065955.7445081063,98.191,0.0,0.0,0.0,0.0,1778834043,190428900
2947,1778834043,249502628,gps,360979.8461231326,4065955.7445081063,98.191,0.0,0.0,0.0,0.0,1778834043,317353109
2948,1778834043,374502563,gps,360979.8461231326,4065955.7445081063,98.182,0.0,0.0,0.0,0.0,1778834043,440538911
2949,1778834043,499502499,gps,360979.8459428082,4065955.7334141103,98.19800000000001,0.0,0.0,0.0,0.0,1778834043,565211292
2950,1778834043,624502434,gps,360979.8459428082,4065955.7334141103,98.191,0.0,0.0,0.0,0.0,1778834043,689983635
2951,1778834043,749502370,gps,360979.83701279294,4065955.7335592615,98.186,0.0,0.0,0.0,0.0,1778834043,814993623
2952,1778834043,874502305,gps,360979.8546924979,4065955.722174965,98.2,0.0,0.0,0.0,0.0,1778834043,938090456
2953,1778834043,999502242,gps,360979.8632618631,4065955.6998418234,98.187,0.0,0.0,0.0,0.0,1778834044,70694218
2954,1778834044,124502176,gps,360979.8895109347,4065955.666124386,98.19,0.0,0.0,0.0,0.0,1778834044,191148281
2955,1778834044,249502112,gps,360979.9243293708,4065955.6100738086,98.19500000000001,0.0,0.0,0.0,0.0,1778834044,317020546
2956,1778834044,374502047,gps,360979.9771881625,4065955.5648269244,98.20100000000001,0.0,0.0,0.0,0.0,1778834044,439317212
2957,1778834044,499501982,gps,360980.0120065996,4065955.5087763467,98.174,0.0,0.0,0.0,0.0,1778834044,564581315
2958,1778834044,624501918,gps,360980.05593537807,4065955.463674613,98.185,0.0,0.0,0.0,0.0,1778834044,690570106
2959,1778834044,749501853,gps,360980.0998641558,4065955.4185728803,98.20400000000001,0.0,0.0,0.0,0.0,1778834044,815134536
2960,1778834044,874501789,gps,360980.13504324236,4065955.384710295,98.2,0.0,0.0,0.0,0.0,1778834044,940018301
2961,1778834044,999501725,gps,360980.1611119921,4065955.3398988624,98.196,0.0,0.0,0.0,0.0,1778834045,69083054
2962,1778834045,124501660,gps,360980.2052210949,4065955.3058911255,98.205,0.0,0.0,0.0,0.0,1778834045,189703391
2963,1778834045,249501595,gps,360980.231289844,4065955.2610796937,98.227,0.0,0.0,0.0,0.0,1778834045,315962737
2964,1778834045,374501530,gps,360980.2577192411,4065955.2384562534,98.21900000000001,0.0,0.0,0.0,0.0,1778834045,438715164
2965,1778834045,499501466,gps,360980.2839683145,4065955.204738817,98.202,0.0,0.0,0.0,0.0,1778834045,564048744
2966,1778834045,624501401,gps,360980.31896708015,4065955.159782237,98.206,0.0,0.0,0.0,0.0,1778834045,689315715
2967,1778834045,749501337,gps,360980.3628958609,4065955.1146805044,98.223,0.0,0.0,0.0,0.0,1778834045,812249162
2968,1778834045,874501272,gps,360980.4155743343,4065955.0583396293,98.223,0.0,0.0,0.0,0.0,1778834045,939040219
2969,1778834045,999501209,gps,360980.47700249974,4065954.990759608,98.22,0.0,0.0,0.0,0.0,1778834046,69114164
2970,1778834046,124501143,gps,360980.54718035756,4065954.911940444,98.21300000000001,0.0,0.0,0.0,0.0,1778834046,189099347
2971,1778834046,249501078,gps,360980.61735821667,4065954.833121278,98.235,0.0,0.0,0.0,0.0,1778834046,315830788
2972,1778834046,374501014,gps,360980.7052157851,4065954.74291782,98.22200000000001,0.0,0.0,0.0,0.0,1778834046,439191599
2973,1778834046,499500949,gps,360980.7753936483,4065954.664098656,98.212,0.0,0.0,0.0,0.0,1778834046,564223877
2974,1778834046,624500885,gps,360980.8632512202,4065954.5738951988,98.217,0.0,0.0,0.0,0.0,1778834046,685799486
2975,1778834046,749500820,gps,360980.9419984558,4065954.472742898,98.22,0.0,0.0,0.0,0.0,1778834046,813683597
2976,1778834046,874500755,gps,360981.038605724,4065954.371300298,98.215,0.0,0.0,0.0,0.0,1778834046,938716738
2977,1778834046,999500692,gps,360981.14396268874,4065954.258618556,98.20700000000001,0.0,0.0,0.0,0.0,1778834047,69741454
2978,1778834047,124500626,gps,360981.2578890282,4065954.123603675,98.208,0.0,0.0,0.0,0.0,1778834047,190236058
2979,1778834047,249500562,gps,360981.37181537005,4065953.9885887965,98.193,0.0,0.0,0.0,0.0,1778834047,316974674
2980,1778834047,374500497,gps,360981.4946717327,4065953.85342877,98.196,0.0,0.0,0.0,0.0,1778834047,440218164
2981,1778834047,499500433,gps,360981.62627779343,4065953.7070296006,98.19500000000001,0.0,0.0,0.0,0.0,1778834047,560962947
2982,1778834047,624500368,gps,360981.7578838599,4065953.560630435,98.176,0.0,0.0,0.0,0.0,1778834047,690209710
2983,1778834047,749500303,gps,360981.90716964216,4065953.40284698,98.154,0.0,0.0,0.0,0.0,1778834047,815242973
2984,1778834047,874500239,gps,360982.03841507423,4065953.2342598266,98.172,0.0,0.0,0.0,0.0,1778834047,939902187
2985,1778834047,999500175,gps,360982.170021154,4065953.087860668,98.18,0.0,0.0,0.0,0.0,1778834048,70175844
2986,1778834048,124500110,gps,360982.3194872733,4065952.9411712145,98.154,0.0,0.0,0.0,0.0,1778834048,190363785
2987,1778834048,249500045,gps,360982.4418027038,4065952.772729218,98.175,0.0,0.0,0.0,0.0,1778834048,315389372
2988,1778834048,374499981,gps,360982.58233881625,4065952.626184918,98.139,0.0,0.0,0.0,0.0,1778834048,438105030
2989,1778834048,499499916,gps,360982.7314443098,4065952.4573074817,98.154,0.0,0.0,0.0,0.0,1778834048,567105206
2990,1778834048,624499851,gps,360982.8807301298,4065952.2995240446,98.13,0.0,0.0,0.0,0.0,1778834048,690507248
2991,1778834048,749499787,gps,360983.0296553151,4065952.1195526198,98.126,0.0,0.0,0.0,0.0,1778834048,815054537
2992,1778834048,874499722,gps,360983.18769084587,4065951.950530047,98.10900000000001,0.0,0.0,0.0,0.0,1778834048,938829483
2993,1778834048,999499659,gps,360983.3191166459,4065951.7930369116,98.111,0.0,0.0,0.0,0.0,1778834049,69002923
2994,1778834049,124499593,gps,360983.45947247033,4065951.63539863,98.098,0.0,0.0,0.0,0.0,1778834049,189705482
2995,1778834049,249499528,gps,360983.5821485801,4065951.4891446424,98.101,0.0,0.0,0.0,0.0,1778834049,315981839
2996,1778834049,375499463,gps,360983.71393503435,4065951.3538395045,98.09,0.0,0.0,0.0,0.0,1778834049,441980901
2997,1778834049,500499399,gps,360983.8369717918,4065951.22977351,98.07600000000001,0.0,0.0,0.0,0.0,1778834049,565173968
2998,1778834049,625499334,gps,360983.9598282329,4065951.094613521,98.052,0.0,0.0,0.0,0.0,1778834049,690952581
2999,1778834049,750499270,gps,360984.0826846791,4065950.9594535353,98.053,0.0,0.0,0.0,0.0,1778834049,815397288
3000,1778834049,875499205,gps,360984.2144711495,4065950.824148404,98.047,0.0,0.0,0.0,0.0,1778834049,940676175
3001,1778834050,499140,gps,360984.3462576228,4065950.6888432754,98.016,0.0,0.0,0.0,0.0,1778834050,70948337
3002,1778834050,125499076,gps,360984.49554350413,4065950.5310598696,97.995,0.0,0.0,0.0,0.0,1778834050,192296638
3003,1778834050,250499011,gps,360984.6537594104,4065950.37313132,97.996,0.0,0.0,0.0,0.0,1778834050,314360707
3004,1778834050,375498947,gps,360984.82036439056,4065950.1817756444,98.002,0.0,0.0,0.0,0.0,1778834050,440637254
3005,1778834050,500498882,gps,360984.9869693783,4065949.990419969,97.982,0.0,0.0,0.0,0.0,1778834050,565936761
3006,1778834050,625498817,gps,360985.1626847121,4065949.810013149,97.988,0.0,0.0,0.0,0.0,1778834050,691967452
3007,1778834050,750498753,gps,360985.3471497554,4065949.618367195,97.98100000000001,0.0,0.0,0.0,0.0,1778834050,815421208
3008,1778834050,875498688,gps,360985.54036451335,4065949.415482104,97.949,0.0,0.0,0.0,0.0,1778834050,940893802
3009,1778834051,498624,gps,360985.7337595958,4065949.2236910127,97.946,0.0,0.0,0.0,0.0,1778834051,70485046
3010,1778834051,125498559,gps,360985.9357240754,4065949.0095667923,97.94200000000001,0.0,0.0,0.0,0.0,1778834051,188237115
3011,1778834051,250498495,gps,360986.12875854544,4065948.795587721,97.923,0.0,0.0,0.0,0.0,1778834051,315834041
3012,1778834051,375498430,gps,360986.33090336097,4065948.5925575052,97.891,0.0,0.0,0.0,0.0,1778834051,440526580
3013,1778834051,500498365,gps,360986.51518814306,4065948.3898175824,97.894,0.0,0.0,0.0,0.0,1778834051,567030309
3014,1778834051,625498301,gps,360986.71733297873,4065948.186787377,97.883,0.0,0.0,0.0,0.0,1778834051,692881127
3015,1778834051,750498236,gps,360986.90161777777,4065947.9840474618,97.86200000000001,0.0,0.0,0.0,0.0,1778834051,815407292
3016,1778834051,875498172,gps,360987.0857222723,4065947.7702135555,97.86,0.0,0.0,0.0,0.0,1778834051,940529679
3017,1778834052,498107,gps,360987.2789371129,4065947.5673285075,97.84100000000001,0.0,0.0,0.0,0.0,1778834052,66234176
3018,1778834052,125498042,gps,360987.4812623005,4065947.3753923173,97.824,0.0,0.0,0.0,0.0,1778834052,192021737
3019,1778834052,250497978,gps,360987.65661711275,4065947.172797561,97.811,0.0,0.0,0.0,0.0,1778834052,316961178
3020,1778834052,375497913,gps,360987.8587620048,4065946.969767385,97.825,0.0,0.0,0.0,0.0,1778834052,442175903
3021,1778834052,500497849,gps,360988.0698369296,4065946.7665920714,97.81400000000001,0.0,0.0,0.0,0.0,1778834052,566345897
3022,1778834052,625497784,gps,360988.2898418879,4065946.563271623,97.809,0.0,0.0,0.0,0.0,1778834052,691147288
3023,1778834052,750497719,gps,360988.50091683306,4065946.3600963214,97.784,0.0,0.0,0.0,0.0,1778834052,815316094
3024,1778834052,875497655,gps,360988.72967152484,4065946.1455367473,97.752,0.0,0.0,0.0,0.0,1778834052,938893771
3025,1778834053,497590,gps,360988.94985682814,4065945.9533103122,97.76,0.0,0.0,0.0,0.0,1778834053,70323128
3026,1778834053,125497526,gps,360989.1607514925,4065945.7390410323,97.762,0.0,0.0,0.0,0.0,1778834053,192751545
3027,1778834053,250497461,gps,360989.3807565032,4065945.535720613,97.73100000000001,0.0,0.0,0.0,0.0,1778834053,317578166
3028,1778834053,375497397,gps,360989.5916511888,4065945.321451345,97.75,0.0,0.0,0.0,0.0,1778834053,440913331
3029,1778834053,500497332,gps,360989.8205862468,4065945.1179857976,97.73400000000001,0.0,0.0,0.0,0.0,1778834053,565364264
3030,1778834053,625497267,gps,360990.03166126437,4065944.914810537,97.72800000000001,0.0,0.0,0.0,0.0,1778834053,690951718
3031,1778834053,750497203,gps,360990.2516663185,4065944.7114901408,97.71000000000001,0.0,0.0,0.0,0.0,1778834053,814266099
3032,1778834053,875497138,gps,360990.4623807365,4065944.4861269007,97.697,0.0,0.0,0.0,0.0,1778834053,939822409
3033,1778834054,497074,gps,360990.67327547545,4065944.2718576617,97.697,0.0,0.0,0.0,0.0,1778834054,69912466
3034,1778834054,125497009,gps,360990.8931002508,4065944.057443289,97.677,0.0,0.0,0.0,0.0,1778834054,192019673
3035,1778834054,250496944,gps,360991.10435562953,4065943.865362051,97.674,0.0,0.0,0.0,0.0,1778834054,317901072
3036,1778834054,375496880,gps,360991.3066809914,4065943.673425956,97.669,0.0,0.0,0.0,0.0,1778834054,441173626
3037,1778834054,500496815,gps,360991.5004369519,4065943.503822995,97.672,0.0,0.0,0.0,0.0,1778834054,567867910
3038,1778834054,625496751,gps,360991.67687379045,4065943.367792297,97.665,0.0,0.0,0.0,0.0,1778834054,693605985
3039,1778834054,750496686,gps,360991.8449215323,4065943.2651887266,97.663,0.0,0.0,0.0,0.0,1778834054,814848990
3040,1778834054,875496622,gps,360992.0040392514,4065943.1627302966,97.666,0.0,0.0,0.0,0.0,1778834054,942098872
3041,1778834055,496557,gps,360992.14601814875,4065943.104938124,97.648,0.0,0.0,0.0,0.0,1778834055,71079948
3042,1778834055,125496493,gps,360992.2608463522,4065943.0253933747,97.643,0.0,0.0,0.0,0.0,1778834055,193215381
3043,1778834055,250496428,gps,360992.403005562,4065942.9786952026,97.616,0.0,0.0,0.0,0.0,1778834055,318319858
3044,1778834055,375496363,gps,360992.51801407535,4065942.910244452,97.646,0.0,0.0,0.0,0.0,1778834055,443382772
3045,1778834055,500496299,gps,360992.65106295305,4065942.852597424,97.61,0.0,0.0,0.0,0.0,1778834055,568126764
3046,1778834055,625496234,gps,360992.79322216765,4065942.8058992582,97.61,0.0,0.0,0.0,0.0,1778834055,690422351
3047,1778834055,750496170,gps,360992.9350207704,4065942.737013104,97.629,0.0,0.0,0.0,0.0,1778834055,818321408
3048,1778834055,875496105,gps,360993.0946794299,4065942.66783668,97.62,0.0,0.0,0.0,0.0,1778834055,942744019
3049,1778834056,496040,gps,360993.2721981478,4065942.5983699854,97.622,0.0,0.0,0.0,0.0,1778834056,73176725
3050,1778834056,125495976,gps,360993.45864689705,4065942.5287581603,97.58500000000001,0.0,0.0,0.0,0.0,1778834056,193579637
3051,1778834056,250495911,gps,360993.66259509395,4065942.4366680775,97.589,0.0,0.0,0.0,0.0,1778834056,318194024
3052,1778834056,375495847,gps,360993.90226340666,4065942.3439974585,97.572,0.0,0.0,0.0,0.0,1778834056,441038459
3053,1778834056,500495782,gps,360994.1419317242,4065942.2513268446,97.557,0.0,0.0,0.0,0.0,1778834056,562072766
3054,1778834056,625495718,gps,360994.390349771,4065942.147417109,97.572,0.0,0.0,0.0,0.0,1778834056,691917059
3055,1778834056,750495653,gps,360994.6385875193,4065942.0324133867,97.566,0.0,0.0,0.0,0.0,1778834056,816705570
3056,1778834056,875495589,gps,360994.88700557675,4065941.928503665,97.539,0.0,0.0,0.0,0.0,1778834056,941576129
3057,1778834057,495524,gps,360995.1531033949,4065941.813209689,97.539,0.0,0.0,0.0,0.0,1778834057,71903001
3058,1778834057,125495459,gps,360995.4281312482,4065941.6977705886,97.521,0.0,0.0,0.0,0.0,1778834057,192615206
3059,1778834057,250495395,gps,360995.7031591085,4065941.582331494,97.529,0.0,0.0,0.0,0.0,1778834057,317985298
3060,1778834057,375495330,gps,360995.9692569464,4065941.467037543,97.511,0.0,0.0,0.0,0.0,1778834057,439975123
3061,1778834057,500495266,gps,360996.24392421625,4065941.3294104794,97.498,0.0,0.0,0.0,0.0,1778834057,567743157
3062,1778834057,625495201,gps,360996.509841768,4065941.2030225513,97.495,0.0,0.0,0.0,0.0,1778834057,693488665
3063,1778834057,750495136,gps,360996.78450905456,4065941.065395505,97.468,0.0,0.0,0.0,0.0,1778834057,816899106
3064,1778834057,875495072,gps,360997.0679260774,4065940.9165293397,97.47200000000001,0.0,0.0,0.0,0.0,1778834057,941365906
3065,1778834058,495007,gps,360997.34259338153,4065940.7789023113,97.46300000000001,0.0,0.0,0.0,0.0,1778834058,71765209
3066,1778834058,125494943,gps,360997.6349404536,4065940.629891034,97.437,0.0,0.0,0.0,0.0,1778834058,191953604
3067,1778834058,250494878,gps,360997.9360372649,4065940.4696406433,97.424,0.0,0.0,0.0,0.0,1778834058,317894525
3068,1778834058,375494814,gps,360998.22820405755,4065940.3095353916,97.399,0.0,0.0,0.0,0.0,1778834058,442593726
3069,1778834058,500494749,gps,360998.52930089063,4065940.1492850217,97.401,0.0,0.0,0.0,0.0,1778834058,567589896
3070,1778834058,625494684,gps,360998.83914746693,4065939.977795536,97.384,0.0,0.0,0.0,0.0,1778834058,691649742
3071,1778834058,750494620,gps,360999.1400640241,4065939.806451194,97.371,0.0,0.0,0.0,0.0,1778834058,815697271
3072,1778834058,875494555,gps,360999.414010203,4065939.6244482556,97.349,0.0,0.0,0.0,0.0,1778834058,941188073
3073,1778834059,494491,gps,360999.66134659847,4065939.4539747084,97.35000000000001,0.0,0.0,0.0,0.0,1778834059,72452725
3074,1778834059,125494426,gps,360999.8636722523,4065939.2620388283,97.324,0.0,0.0,0.0,0.0,1778834059,193299169
3075,1778834059,250494361,gps,361000.0483181507,4065939.081487202,97.325,0.0,0.0,0.0,0.0,1778834059,315246547
3076,1778834059,375494297,gps,361000.20635425975,4065938.9124649633,97.286,0.0,0.0,0.0,0.0,1778834059,441990650
3077,1778834059,500494232,gps,361000.34671060723,4065938.754826978,97.312,0.0,0.0,0.0,0.0,1778834059,565914686
3078,1778834059,625494168,gps,361000.4688463041,4065938.5752912643,97.266,0.0,0.0,0.0,0.0,1778834059,691362435
3079,1778834059,750494103,gps,361000.6092026633,4065938.417653283,97.277,0.0,0.0,0.0,0.0,1778834059,815570483
3080,1778834059,875494038,gps,361000.7315186671,4065938.249211569,97.263,0.0,0.0,0.0,0.0,1778834059,941704504
3081,1778834060,493974,gps,361000.8625844114,4065938.0695307315,97.264,0.0,0.0,0.0,0.0,1778834060,70100278
3082,1778834060,125493909,gps,361001.01169052254,4065937.9006536375,97.247,0.0,0.0,0.0,0.0,1778834060,188467246
3083,1778834060,250493845,gps,361001.1606163441,4065937.72068255,97.22800000000001,0.0,0.0,0.0,0.0,1778834060,315886063
3084,1778834060,375493780,gps,361001.32722194237,4065937.5293272156,97.239,0.0,0.0,0.0,0.0,1778834060,440022592
3085,1778834060,500493716,gps,361001.5297279762,4065937.3484853706,97.239,0.0,0.0,0.0,0.0,1778834060,565813384
3086,1778834060,625493651,gps,361001.7415246412,4065937.189686392,97.202,0.0,0.0,0.0,0.0,1778834060,691622661
3087,1778834060,750493586,gps,361001.9888611522,4065937.019212919,97.238,0.0,0.0,0.0,0.0,1778834060,815630292
3088,1778834060,875493522,gps,361002.24512770725,4065936.8485943237,97.2,0.0,0.0,0.0,0.0,1778834060,941041900
3089,1778834061,493457,gps,361002.52800408064,4065936.6664463645,97.191,0.0,0.0,0.0,0.0,1778834061,65883483
3090,1778834061,125493393,gps,361002.81999079284,4065936.4952472835,97.177,0.0,0.0,0.0,0.0,1778834061,191362909
3091,1778834061,250493328,gps,361003.1205469639,4065936.301715099,97.183,0.0,0.0,0.0,0.0,1778834061,316661621
3092,1778834061,375493263,gps,361003.41181252914,4065936.0861400585,97.158,0.0,0.0,0.0,0.0,1778834061,441385794
3093,1778834061,500493199,gps,361003.71254901984,4065935.9037018907,97.164,0.0,0.0,0.0,0.0,1778834061,565710066
3094,1778834061,625493134,gps,361003.97738509194,4065935.7107502366,97.141,0.0,0.0,0.0,0.0,1778834061,690277336
3095,1778834061,750493069,gps,361004.21579165594,4065935.540421953,97.148,0.0,0.0,0.0,0.0,1778834061,813438133
