header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,twist.twist.linear.x,twist.twist.linear.y,twist.twist.linear.z,twist.twist.angular.x,twist.twist.angular.y,twist.twist.angular.z,twist.covariance,bag_t.secs,bag_t.nsecs
2895,1778834036,374506179,gps,-0.023,-0.014,-0.018000000000000002,0.0,0.0,0.0,0.036864;0.0;0.0;0.0;0.0;0.0;0.0;0.036864;0.0;0.0;0.0;0.0;0.0;0.0;0.036864;0.0;0.0;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,1778834036,439752699
2896,1778834036,499506114,gps,0.029,0.059000000000000004,-0.022,0.0,0.0,0.0,0.046224999999999995;0.0;0.0;0.0;0.0;0.0;0.0;0.046224999999999995;0.0;0.0;0.0;0.0;0.0;0.0;0.046224999999999995;0.0;0.0;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,1778834036,565145833
2897,1778834036,624506050,gps,0.007,-0.007,-0.007,0.0,0.0,0.0,0.027225000000000003;0.0;0.0;0.0;0.0;0.0;0.0;0.027225000000000003;0.0;0.0;0.0;0.0;0.0;0.0;0.027225000000000003;0.0;0.0;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,1778834036,690924965
2898,1778834036,749505985,gps,-0.014,-0.031,-0.007,0.0,0.0,0.0,0.045795999999999996;0.0;0.0;0.0;0.0;0.0;0.0;0.045795999999999996;0.0;0.0;0.0;0.0;0.0;0.0;0.045795999999999996;0.0;0.0;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,1778834036,812954217
2899,1778834036,874505921,gps,-0.014,0.036000000000000004,-0.012,0.0,0.0,0.0,0.035344;0.0;0.0;0.0;0.0;0.0;0.0;0.035344;0.0;0.0;0.0;0.0;0.0;0.0;0.035344;0.0;0.0;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,1778834036,939658103
2900,1778834036,999505857,gps,-0.002,-0.02,-0.017,0.0,0.0,0.0,0.034225;0.0;0.0;0.0;0.0;0.0;0.0;0.034225;0.0;0.0;0.0;0.0;0.0;0.0;0.034225;0.0;0.0;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,1778834037,68432105
2901,1778834037,124505791,gps,0.003,-0.015,-0.018000000000000002,0.0,0.0,0.0,0.029584000000000006;0.0;0.0;0.0;0.0;0.0;0.0;0.029584000000000006;0.0;0.0;0.0;0.0;0.0;0.0;0.029584000000000006;0.0;0.0;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,1778834037,189987252
2902,1778834037,249505727,gps,-0.037,0.023,-0.007,0.0,0.0,0.0,0.028561000000000003;0.0;0.0;0.0;0.0;0.0;0.0;0.028561000000000003;0.0;0.0;0.0;0.0;0.0;0.0;0.028561000000000003;0.0;0.0;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,1778834037,316141581
2903,1778834037,374505662,gps,0.004,-0.019,-0.001,0.0,0.0,0.0,0.037636;0.0;0.0;0.0;0.0;0.0;0.0;0.037636;0.0;0.0;0.0;0.0;0.0;0.0;0.037636;0.0;0.0;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,1778834037,439650104
2904,1778834037,499505598,gps,0.01,-0.048,-0.016,0.0,0.0,0.0,0.035721;0.0;0.0;0.0;0.0;0.0;0.0;0.035721;0.0;0.0;0.0;0.0;0.0;0.0;0.035721;0.0;0.0;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,1778834037,564801915
2905,1778834037,624505533,gps,-0.008,0.022,-0.02,0.0,0.0,0.0,0.0324;0.0;0.0;0.0;0.0;0.0;0.0;0.0324;0.0;0.0;0.0;0.0;0.0;0.0;0.0324;0.0;0.0;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,1778834037,686142605
2906,1778834037,749505469,gps,-0.009000000000000001,0.007,-0.013000000000000001,0.0,0.0,0.0,0.027556000000000004;0.0;0.0;0.0;0.0;0.0;0.0;0.027556000000000004;0.0;0.0;0.0;0.0;0.0;0.0;0.027556000000000004;0.0;0.0;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,1778834037,814003427
2907,1778834037,874505404,gps,-0.022,0.031,-0.011,0.0,0.0,0.0,0.031328999999999996;0.0;0.0;0.0;0.0;0.0;0.0;0.031328999999999996;0.0;0.0;0.0;0.0;0.0;0.0;0.031328999999999996;0.0;0.0;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,1778834037,940527278
2908,1778834037,999505341,gps,0.001,0.002,-0.019,0.0,0.0,0.0,0.031328999999999996;0.0;0.0;0.0;0.0;0.0;0.0;0.031328999999999996;0.0;0.0;0.0;0.0;0.0;0.0;0.031328999999999996;0.0;0.0;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,1778834038,70863775
2909,1778834038,124505275,gps,0.024,0.0,-0.01,0.0,0.0,0.0,0.033489;0.0;0.0;0.0;0.0;0.0;0.0;0.033489;0.0;0.0;0.0;0.0;0.0;0.0;0.033489;0.0;0.0;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,1778834038,190807986
2910,1778834038,249505210,gps,0.03,-0.002,-0.012,0.0,0.0,0.0,0.0324;0.0;0.0;0.0;0.0;0.0;0.0;0.0324;0.0;0.0;0.0;0.0;0.0;0.0;0.0324;0.0;0.0;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,1778834038,315604303
2911,1778834038,374505146,gps,0.019,0.033,-0.014,0.0,0.0,0.0,0.045369;0.0;0.0;0.0;0.0;0.0;0.0;0.045369;0.0;0.0;0.0;0.0;0.0;0.0;0.045369;0.0;0.0;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,1778834038,439513247
2912,1778834038,499505081,gps,-0.019,-0.005,-0.009000000000000001,0.0,0.0,0.0,0.035344;0.0;0.0;0.0;0.0;0.0;0.0;0.035344;0.0;0.0;0.0;0.0;0.0;0.0;0.035344;0.0;0.0;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,1778834038,560678106
2913,1778834038,624505017,gps,-0.013000000000000001,0.009000000000000001,0.0,0.0,0.0,0.0,0.028561000000000003;0.0;0.0;0.0;0.0;0.0;0.0;0.028561000000000003;0.0;0.0;0.0;0.0;0.0;0.0;0.028561000000000003;0.0;0.0;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,1778834038,690139125
2914,1778834038,749504952,gps,0.011,-0.028,-0.002,0.0,0.0,0.0,0.034596;0.0;0.0;0.0;0.0;0.0;0.0;0.034596;0.0;0.0;0.0;0.0;0.0;0.0;0.034596;0.0;0.0;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,1778834038,815143880
2915,1778834038,874504888,gps,0.013000000000000001,0.003,-0.014,0.0,0.0,0.0,0.032761;0.0;0.0;0.0;0.0;0.0;0.0;0.032761;0.0;0.0;0.0;0.0;0.0;0.0;0.032761;0.0;0.0;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,1778834038,939953180
2916,1778834038,999504824,gps,-0.033,0.005,-0.006,0.0,0.0,0.0,0.0324;0.0;0.0;0.0;0.0;0.0;0.0;0.0324;0.0;0.0;0.0;0.0;0.0;0.0;0.0324;0.0;0.0;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,1778834039,69882215
2917,1778834039,124504759,gps,0.051000000000000004,-0.011,-0.012,0.0,0.0,0.0,0.031328999999999996;0.0;0.0;0.0;0.0;0.0;0.0;0.031328999999999996;0.0;0.0;0.0;0.0;0.0;0.0;0.031328999999999996;0.0;0.0;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,1778834039,189734320
2918,1778834039,249504694,gps,-0.018000000000000002,0.028,-0.013000000000000001,0.0,0.0,0.0,0.031684;0.0;0.0;0.0;0.0;0.0;0.0;0.031684;0.0;0.0;0.0;0.0;0.0;0.0;0.031684;0.0;0.0;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,1778834039,315638390
2919,1778834039,374504629,gps,0.018000000000000002,0.007,-0.013000000000000001,0.0,0.0,0.0,0.038416000000000006;0.0;0.0;0.0;0.0;0.0;0.0;0.038416000000000006;0.0;0.0;0.0;0.0;0.0;0.0;0.038416000000000006;0.0;0.0;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,1778834039,438088422
2920,1778834039,499504565,gps,-0.019,-0.001,-0.003,0.0,0.0,0.0,0.035721;0.0;0.0;0.0;0.0;0.0;0.0;0.035721;0.0;0.0;0.0;0.0;0.0;0.0;0.035721;0.0;0.0;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,1778834039,564617626
2921,1778834039,624504500,gps,-0.019,0.007,-0.01,0.0,0.0,0.0,0.029241000000000003;0.0;0.0;0.0;0.0;0.0;0.0;0.029241000000000003;0.0;0.0;0.0;0.0;0.0;0.0;0.029241000000000003;0.0;0.0;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,1778834039,689997841
2922,1778834039,749504436,gps,0.012,-0.042,-0.017,0.0,0.0,0.0,0.034225;0.0;0.0;0.0;0.0;0.0;0.0;0.034225;0.0;0.0;0.0;0.0;0.0;0.0;0.034225;0.0;0.0;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,1778834039,814009518
2923,1778834039,874504371,gps,-0.001,0.011,-0.009000000000000001,0.0,0.0,0.0,0.0361;0.0;0.0;0.0;0.0;0.0;0.0;0.0361;0.0;0.0;0.0;0.0;0.0;0.0;0.0361;0.0;0.0;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,1778834039,938471097
2924,1778834039,999504308,gps,-0.017,0.005,-0.01,0.0,0.0,0.0,0.028224000000000003;0.0;0.0;0.0;0.0;0.0;0.0;0.028224000000000003;0.0;0.0;0.0;0.0;0.0;0.0;0.028224000000000003;0.0;0.0;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,1778834040,68494935
2925,1778834040,124504242,gps,0.009000000000000001,0.028,-0.006,0.0,0.0,0.0,0.044944;0.0;0.0;0.0;0.0;0.0;0.0;0.044944;0.0;0.0;0.0;0.0;0.0;0.0;0.044944;0.0;0.0;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,1778834040,189793107
2926,1778834040,249504178,gps,0.016,-0.05,-0.002,0.0,0.0,0.0,0.035721;0.0;0.0;0.0;0.0;0.0;0.0;0.035721;0.0;0.0;0.0;0.0;0.0;0.0;0.035721;0.0;0.0;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,1778834040,315742455
2927,1778834040,374504113,gps,-0.017,-0.018000000000000002,-0.019,0.0,0.0,0.0,0.036481;0.0;0.0;0.0;0.0;0.0;0.0;0.036481;0.0;0.0;0.0;0.0;0.0;0.0;0.036481;0.0;0.0;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,1778834040,440282871
2928,1778834040,499504048,gps,0.014,0.022,-0.006,0.0,0.0,0.0,0.046655999999999996;0.0;0.0;0.0;0.0;0.0;0.0;0.046655999999999996;0.0;0.0;0.0;0.0;0.0;0.0;0.046655999999999996;0.0;0.0;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,1778834040,565751848
2929,1778834040,624503984,gps,0.007,0.026000000000000002,-0.008,0.0,0.0,0.0,0.04409999999999999;0.0;0.0;0.0;0.0;0.0;0.0;0.04409999999999999;0.0;0.0;0.0;0.0;0.0;0.0;0.04409999999999999;0.0;0.0;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,1778834040,689906848
2930,1778834040,749503919,gps,-0.007,-0.009000000000000001,-0.009000000000000001,0.0,0.0,0.0,0.036864;0.0;0.0;0.0;0.0;0.0;0.0;0.036864;0.0;0.0;0.0;0.0;0.0;0.0;0.036864;0.0;0.0;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,1778834040,815543622
2931,1778834040,874503855,gps,0.036000000000000004,-0.011,-0.009000000000000001,0.0,0.0,0.0,0.029584000000000006;0.0;0.0;0.0;0.0;0.0;0.0;0.029584000000000006;0.0;0.0;0.0;0.0;0.0;0.0;0.029584000000000006;0.0;0.0;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,1778834040,940077608
2932,1778834040,999503791,gps,-0.046,0.011,0.0,0.0,0.0,0.0,0.029241000000000003;0.0;0.0;0.0;0.0;0.0;0.0;0.029241000000000003;0.0;0.0;0.0;0.0;0.0;0.0;0.029241000000000003;0.0;0.0;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,1778834041,70479002
2933,1778834041,124503726,gps,0.006,0.033,-0.01,0.0,0.0,0.0,0.038025;0.0;0.0;0.0;0.0;0.0;0.0;0.038025;0.0;0.0;0.0;0.0;0.0;0.0;0.038025;0.0;0.0;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,1778834041,190321377
2934,1778834041,249503661,gps,-0.002,-0.018000000000000002,-0.003,0.0,0.0,0.0,0.038416000000000006;0.0;0.0;0.0;0.0;0.0;0.0;0.038416000000000006;0.0;0.0;0.0;0.0;0.0;0.0;0.038416000000000006;0.0;0.0;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,1778834041,313015847
2935,1778834041,374503597,gps,0.018000000000000002,0.009000000000000001,-0.005,0.0,0.0,0.0,0.035344;0.0;0.0;0.0;0.0;0.0;0.0;0.035344;0.0;0.0;0.0;0.0;0.0;0.0;0.035344;0.0;0.0;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,1778834041,439825289
2936,1778834041,499503532,gps,0.005,-0.005,-0.007,0.0,0.0,0.0,0.030276000000000004;0.0;0.0;0.0;0.0;0.0;0.0;0.030276000000000004;0.0;0.0;0.0;0.0;0.0;0.0;0.030276000000000004;0.0;0.0;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,1778834041,564802405
2937,1778834041,624503467,gps,0.012,-0.018000000000000002,-0.003,0.0,0.0,0.0,0.030975999999999997;0.0;0.0;0.0;0.0;0.0;0.0;0.030975999999999997;0.0;0.0;0.0;0.0;0.0;0.0;0.030975999999999997;0.0;0.0;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,1778834041,689646602
2938,1778834041,749503403,gps,0.003,0.001,-0.019,0.0,0.0,0.0,0.026569000000000002;0.0;0.0;0.0;0.0;0.0;0.0;0.026569000000000002;0.0;0.0;0.0;0.0;0.0;0.0;0.026569000000000002;0.0;0.0;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,1778834041,814099283
