iTOW,gpsFix,flags,fixStat,flags2,ttff,msss,bag_t.secs,bag_t.nsecs
462856250,3,223,2,8,7124176,8004302,1778834038,318857776
462856375,3,223,2,8,7124176,8004427,1778834038,442690824
462856500,3,223,2,8,7124176,8004552,1778834038,564342128
462856625,3,223,2,8,7124176,8004677,1778834038,693708502
462856750,3,223,2,8,7124176,8004802,1778834038,818858782
462856875,3,223,2,8,7124176,8004927,1778834038,943933501
462857000,3,223,2,8,7124176,8005052,1778834039,73415107
462857125,3,223,2,8,7124176,8005177,1778834039,192915351
462857250,3,223,2,8,7124176,8005302,1778834039,318923127
462857375,3,223,2,8,7124176,8005427,1778834039,440831168
462857500,3,223,2,8,7124176,8005552,1778834039,569689124
462857625,3,223,2,8,7124176,8005677,1778834039,693509547
462857750,3,223,2,8,7124176,8005802,1778834039,817726545
462857875,3,223,2,8,7124176,8005927,1778834039,941682583
462858000,3,223,2,8,7124176,8006052,1778834040,71905655
462858125,3,223,2,8,7124176,8006177,1778834040,192917906
462858250,3,223,2,8,7124176,8006302,1778834040,318910868
462858375,3,223,2,8,7124176,8006427,1778834040,444431018
462858500,3,223,2,8,7124176,8006552,1778834040,569563458
462858625,3,223,2,8,7124176,8006677,1778834040,693454951
462858750,3,223,2,8,7124176,8006802,1778834040,818591506
462858875,3,223,2,8,7124176,8006927,1778834040,944098912
462859000,3,223,2,8,7124176,8007052,1778834041,74580082
462859125,3,223,2,8,7124176,8007177,1778834041,193951068
462859250,3,223,2,8,7124176,8007302,1778834041,317316525
462859375,3,223,2,8,7124176,8007427,1778834041,443860629
462859500,3,223,2,8,7124176,8007552,1778834041,568746907
462859625,3,223,2,8,7124176,8007677,1778834041,693309183
462859750,3,223,2,8,7124176,8007802,1778834041,817591083
462859875,3,223,2,8,7124176,8007927,1778834041,942544304
462860000,3,223,2,8,7124176,8008052,1778834042,73957869
462860125,3,223,2,8,7124176,8008177,1778834042,189332674
462860250,3,223,2,8,7124176,8008302,1778834042,318730182
462860375,3,223,2,8,7124176,8008427,1778834042,442335571
462860500,3,223,2,8,7124176,8008552,1778834042,568409724
462860625,3,223,2,8,7124176,8008677,1778834042,693009689
462860750,3,223,2,8,7124176,8008802,1778834042,818429381
462860875,3,223,2,8,7124176,8008927,1778834042,944602764
462861000,3,223,2,8,7124176,8009052,1778834043,69414266
462861125,3,223,2,8,7124176,8009177,1778834043,193913627
462861250,3,223,2,8,7124176,8009302,1778834043,320343453
462861375,3,223,2,8,7124176,8009427,1778834043,444400872
462861500,3,223,2,8,7124176,8009552,1778834043,568959281
462861625,3,223,2,8,7124176,8009677,1778834043,693257408
462861750,3,223,2,8,7124176,8009802,1778834043,818470204
462861875,3,223,2,8,7124176,8009927,1778834043,940742318
462862000,3,223,2,8,7124176,8010052,1778834044,73733146
462862125,3,223,2,8,7124176,8010177,1778834044,194866718
462862250,3,223,2,8,7124176,8010302,1778834044,320288459
462862375,3,223,2,8,7124176,8010427,1778834044,442827600
462862500,3,223,2,8,7124176,8010552,1778834044,569638257
462862625,3,223,2,8,7124176,8010677,1778834044,693539408
462862750,3,223,2,8,7124176,8010802,1778834044,818311266
462862875,3,223,2,8,7124176,8010927,1778834044,943731469
462863000,3,223,2,8,7124176,8011052,1778834045,72454567
462863125,3,223,2,8,7124176,8011177,1778834045,192915467
462863250,3,223,2,8,7124176,8011302,1778834045,318874494
462863375,3,223,2,8,7124176,8011427,1778834045,441749300
462863500,3,223,2,8,7124176,8011552,1778834045,567816649
462863625,3,223,2,8,7124176,8011677,1778834045,692545372
462863750,3,223,2,8,7124176,8011802,1778834045,815614273
462863875,3,223,2,8,7124176,8011927,1778834045,942499554
462864000,3,223,2,8,7124176,8012052,1778834046,72397103
462864125,3,223,2,8,7124176,8012177,1778834046,192487024
462864250,3,223,2,8,7124176,8012302,1778834046,318612959
462864375,3,223,2,8,7124176,8012427,1778834046,442792637
462864500,3,223,2,8,7124176,8012552,1778834046,567814112
462864625,3,223,2,8,7124176,8012677,1778834046,688809594
462864750,3,223,2,8,7124176,8012802,1778834046,817309544
462864875,3,223,2,8,7124176,8012927,1778834046,942412682
462865000,3,223,2,8,7124176,8013052,1778834047,73976224
462865125,3,223,2,8,7124176,8013177,1778834047,193357664
462865250,3,223,2,8,7124176,8013302,1778834047,320234443
462865375,3,223,2,8,7124176,8013427,1778834047,444529147
462865500,3,223,2,8,7124176,8013552,1778834047,564631969
462865625,3,223,2,8,7124176,8013677,1778834047,693546657
462865750,3,223,2,8,7124176,8013802,1778834047,818574317
462865875,3,223,2,8,7124176,8013927,1778834047,943598024
462866000,3,223,2,8,7124176,8014052,1778834048,73429646
462866125,3,223,2,8,7124176,8014177,1778834048,193705314
462866250,3,223,2,8,7124176,8014302,1778834048,318686247
462866374,3,223,2,8,7124176,8014427,1778834048,440734116
462866499,3,223,2,8,7124176,8014552,1778834048,570249082
462866624,3,223,2,8,7124176,8014677,1778834048,693766499
462866749,3,223,2,8,7124176,8014802,1778834048,817861947
462866874,3,223,2,8,7124176,8014927,1778834048,942431564
462866999,3,223,2,8,7124176,8015052,1778834049,72248733
462867124,3,223,2,8,7124176,8015177,1778834049,192767341
462867249,3,223,2,8,7124176,8015302,1778834049,318969016
462867375,3,223,2,8,7124176,8015428,1778834049,446659507
462867500,3,223,2,8,7124176,8015553,1778834049,570240380
462867625,3,223,2,8,7124176,8015678,1778834049,694956088
462867750,3,223,2,8,7124176,8015803,1778834049,818567010
462867875,3,223,2,8,7124176,8015928,1778834049,944551487
462868000,3,223,2,8,7124176,8016053,1778834050,74723673
462868125,3,223,2,8,7124176,8016178,1778834050,195751743
462868250,3,223,2,8,7124176,8016303,1778834050,317814579
462868375,3,223,2,8,7124176,8016428,1778834050,444831377
462868500,3,223,2,8,7124176,8016553,1778834050,569655682
462868625,3,223,2,8,7124176,8016678,1778834050,695363745
462868750,3,223,2,8,7124176,8016803,1778834050,818409904
462868875,3,223,2,8,7124176,8016928,1778834050,944988298
462869000,3,223,2,8,7124176,8017053,1778834051,73803318
462869125,3,223,2,8,7124176,8017178,1778834051,190868005
462869250,3,223,2,8,7124176,8017303,1778834051,318757160
462869375,3,223,2,8,7124176,8017428,1778834051,444538889
462869500,3,223,2,8,7124176,8017553,1778834051,570144139
462869625,3,223,2,8,7124176,8017678,1778834051,695974174
462869750,3,223,2,8,7124176,8017803,1778834051,818612528
462869875,3,223,2,8,7124176,8017928,1778834051,944421346
462870000,3,223,2,8,7124176,8018053,1778834052,70376593
462870125,3,223,2,8,7124176,8018178,1778834052,195412044
462870250,3,223,2,8,7124176,8018303,1778834052,319745510
462870375,3,223,2,8,7124176,8018428,1778834052,446020822
462870500,3,223,2,8,7124176,8018553,1778834052,569814370
462870625,3,223,2,8,7124176,8018678,1778834052,694867028
462870750,3,223,2,8,7124176,8018803,1778834052,818341825
462870875,3,223,2,8,7124176,8018928,1778834052,941666566
462871000,3,223,2,8,7124176,8019053,1778834053,73514712
462871125,3,223,2,8,7124176,8019178,1778834053,195968149
462871250,3,223,2,8,7124176,8019303,1778834053,320671923
462871375,3,223,2,8,7124176,8019428,1778834053,445040288
462871500,3,223,2,8,7124176,8019553,1778834053,568835793
462871625,3,223,2,8,7124176,8019678,1778834053,694484000
462871750,3,223,2,8,7124176,8019803,1778834053,817442101
462871875,3,223,2,8,7124176,8019928,1778834053,942723199
462872000,3,223,2,8,7124176,8020053,1778834054,72902478
462872125,3,223,2,8,7124176,8020178,1778834054,195666345
462872250,3,223,2,8,7124176,8020303,1778834054,320927850
462872375,3,223,2,8,7124176,8020428,1778834054,445742458
462872500,3,223,2,8,7124176,8020553,1778834054,572506368
462872625,3,223,2,8,7124176,8020678,1778834054,697539446
462872750,3,223,2,8,7124176,8020803,1778834054,818373103
462872875,3,223,2,8,7124176,8020928,1778834054,946753844
462873000,3,223,2,8,7124176,8021053,1778834055,75045662
462873125,3,223,2,8,7124176,8021178,1778834055,196933675
462873250,3,223,2,8,7124176,8021303,1778834055,322189373
462873375,3,223,2,8,7124176,8021428,1778834055,447864268
462873500,3,223,2,8,7124176,8021553,1778834055,571549719
462873625,3,223,2,8,7124176,8021678,1778834055,693818836
462873750,3,223,2,8,7124176,8021803,1778834055,820612555
462873875,3,223,2,8,7124176,8021928,1778834055,947333272
462874000,3,223,2,8,7124176,8022053,1778834056,76783199
462874125,3,223,2,8,7124176,8022178,1778834056,197312069
462874250,3,223,2,8,7124176,8022303,1778834056,321953751
462874375,3,223,2,8,7124176,8022428,1778834056,445450157
462874500,3,223,2,8,7124176,8022553,1778834056,565821366
462874625,3,223,2,8,7124176,8022678,1778834056,695111123
462874750,3,223,2,8,7124176,8022803,1778834056,820155313
462874875,3,223,2,8,7124176,8022928,1778834056,945547169
462875000,3,223,2,8,7124176,8023053,1778834057,76790779
462875125,3,223,2,8,7124176,8023178,1778834057,195865538
462875250,3,223,2,8,7124176,8023303,1778834057,321444716
462875375,3,223,2,8,7124176,8023428,1778834057,443645599
462875500,3,223,2,8,7124176,8023553,1778834057,570544832
462875625,3,223,2,8,7124176,8023678,1778834057,697516222
462875750,3,223,2,8,7124176,8023803,1778834057,820387250
462875875,3,223,2,8,7124176,8023928,1778834057,945356281
462876000,3,223,2,8,7124176,8024053,1778834058,75222910
462876125,3,223,2,8,7124176,8024178,1778834058,195128364
462876250,3,223,2,8,7124176,8024303,1778834058,320661178
462876375,3,223,2,8,7124176,8024428,1778834058,447270862
462876500,3,223,2,8,7124176,8024553,1778834058,570407726
462876625,3,223,2,8,7124176,8024678,1778834058,695296298
462876750,3,223,2,8,7124176,8024803,1778834058,819268455
462876875,3,223,2,8,7124176,8024928,1778834058,945335262
462877000,3,223,2,8,7124176,8025053,1778834059,75611390
462877125,3,223,2,8,7124176,8025178,1778834059,197156089
462877250,3,223,2,8,7124176,8025303,1778834059,318352468
462877375,3,223,2,8,7124176,8025428,1778834059,446374372
462877500,3,223,2,8,7124176,8025553,1778834059,570523967
462877625,3,223,2,8,7124176,8025678,1778834059,694622021
462877750,3,223,2,8,7124176,8025803,1778834059,818456406
462877875,3,223,2,8,7124176,8025928,1778834059,946397540
462878000,3,223,2,8,7124176,8026053,1778834060,73349199
462878125,3,223,2,8,7124176,8026178,1778834060,191347685
462878250,3,223,2,8,7124176,8026303,1778834060,319263509
462878375,3,223,2,8,7124176,8026428,1778834060,444344621
462878500,3,223,2,8,7124176,8026553,1778834060,569456980
462878625,3,223,2,8,7124176,8026678,1778834060,695197106
462878750,3,223,2,8,7124176,8026803,1778834060,819069949
462878875,3,223,2,8,7124176,8026928,1778834060,945222597
462879000,3,223,2,8,7124176,8027053,1778834061,69090904
462879125,3,223,2,8,7124176,8027178,1778834061,194826803
462879250,3,223,2,8,7124176,8027303,1778834061,319917324
462879375,3,223,2,8,7124176,8027428,1778834061,445333782
462879500,3,223,2,8,7124176,8027553,1778834061,569290465
462879625,3,223,2,8,7124176,8027678,1778834061,693496523
462879750,3,223,2,8,7124176,8027803,1778834061,817051078
462879875,3,223,2,8,7124176,8027928,1778834061,941017044
462880000,3,223,2,8,7124176,8028053,1778834062,75187927
462880125,3,223,2,8,7124176,8028178,1778834062,195126944
462880250,3,223,2,8,7124176,8028303,1778834062,319302833
462880375,3,223,2,8,7124176,8028428,1778834062,442427862
462880500,3,223,2,8,7124176,8028553,1778834062,568063525
462880625,3,223,2,8,7124176,8028678,1778834062,693536559
462880750,3,223,2,8,7124176,8028803,1778834062,817922723
462880875,3,223,2,8,7124176,8028928,1778834062,945103508
462881000,3,223,2,8,7124176,8029053,1778834063,73145321
462881125,3,223,2,8,7124176,8029178,1778834063,193142349
462881250,3,223,2,8,7124176,8029303,1778834063,319355020
462881375,3,223,2,8,7124176,8029428,1778834063,446439151
462881500,3,223,2,8,7124176,8029553,1778834063,569978254
462881625,3,223,2,8,7124176,8029678,1778834063,695484112
462881750,3,223,2,8,7124176,8029803,1778834063,817321622
462881875,3,223,2,8,7124176,8029928,1778834063,945095419
462882000,3,223,2,8,7124176,8030053,1778834064,74135613
462882125,3,223,2,8,7124176,8030178,1778834064,195336618
462882250,3,223,2,8,7124176,8030303,1778834064,320345853
462882375,3,223,2,8,7124176,8030428,1778834064,446915994
462882500,3,223,2,8,7124176,8030553,1778834064,571365830
462882625,3,223,2,8,7124176,8030678,1778834064,690855411
462882750,3,223,2,8,7124176,8030803,1778834064,819006761
462882875,3,223,2,8,7124176,8030928,1778834064,944940108
462883000,3,223,2,8,7124176,8031053,1778834065,74791330
462883125,3,223,2,8,7124176,8031178,1778834065,195371426
462883250,3,223,2,8,7124176,8031303,1778834065,319824240
462883375,3,223,2,8,7124176,8031428,1778834065,443812499
462883500,3,223,2,8,7124176,8031553,1778834065,563893998
462883625,3,223,2,8,7124176,8031678,1778834065,693073779
462883750,3,223,2,8,7124176,8031803,1778834065,818235482
462883875,3,223,2,8,7124176,8031928,1778834065,944067039
462884000,3,223,2,8,7124176,8032053,1778834066,73139889
462884125,3,223,2,8,7124176,8032178,1778834066,194087408
462884250,3,223,2,8,7124176,8032303,1778834066,319501868
462884375,3,223,2,8,7124176,8032428,1778834066,441739365
462884500,3,223,2,8,7124176,8032553,1778834066,568195909
462884625,3,223,2,8,7124176,8032678,1778834066,693994660
462884750,3,223,2,8,7124176,8032803,1778834066,817675672
462884875,3,223,2,8,7124176,8032928,1778834066,943658911
462885000,3,223,2,8,7124176,8033053,1778834067,72946113
462885125,3,223,2,8,7124176,8033178,1778834067,192902667
462885250,3,223,2,8,7124176,8033303,1778834067,318225791
462885375,3,223,2,8,7124176,8033428,1778834067,444117071
462885500,3,223,2,8,7124176,8033553,1778834067,567949871
462885625,3,223,2,8,7124176,8033678,1778834067,692663433
462885750,3,223,2,8,7124176,8033803,1778834067,816065188
462885875,3,223,2,8,7124176,8033928,1778834067,943146349
462886000,3,223,2,8,7124176,8034053,1778834068,72179259
462886125,3,223,2,8,7124176,8034178,1778834068,193754569
462886250,3,223,2,8,7124176,8034303,1778834068,315506008
462886375,3,223,2,8,7124176,8034428,1778834068,442859322
462886500,3,223,2,8,7124176,8034553,1778834068,568444230
462886625,3,223,2,8,7124176,8034678,1778834068,694005840
462886750,3,223,2,8,7124176,8034803,1778834068,816788156
462886875,3,223,2,8,7124176,8034928,1778834068,944564864
462887000,3,223,2,8,7124176,8035053,1778834069,71988829
462887125,3,223,2,8,7124176,8035178,1778834069,189701022
462887250,3,223,2,8,7124176,8035303,1778834069,318844744
462887375,3,223,2,8,7124176,8035428,1778834069,444462644
462887500,3,223,2,8,7124176,8035553,1778834069,569771023
462887625,3,223,2,8,7124176,8035678,1778834069,693870873
462887750,3,223,2,8,7124176,8035803,1778834069,816792769
462887875,3,223,2,8,7124176,8035928,1778834069,941981654
462888000,3,223,2,8,7124176,8036053,1778834070,68222251
462888125,3,223,2,8,7124176,8036178,1778834070,192424995
462888250,3,223,2,8,7124176,8036303,1778834070,317998441
462888375,3,223,2,8,7124176,8036428,1778834070,443526769
462888500,3,223,2,8,7124176,8036553,1778834070,567906432
462888625,3,223,2,8,7124176,8036678,1778834070,692731146
462888750,3,223,2,8,7124176,8036803,1778834070,816441529
462888875,3,223,2,8,7124176,8036928,1778834070,940010275
462889000,3,223,2,8,7124176,8037053,1778834071,72270859
462889125,3,223,2,8,7124176,8037178,1778834071,194619668
462889250,3,223,2,8,7124176,8037303,1778834071,319660654
462889375,3,223,2,8,7124176,8037428,1778834071,442995609
462889500,3,223,2,8,7124176,8037553,1778834071,566884418
462889625,3,223,2,8,7124176,8037678,1778834071,692755991
462889750,3,223,2,8,7124176,8037803,1778834071,816354701
462889875,3,223,2,8,7124176,8037928,1778834071,941930931
462890000,3,223,2,8,7124176,8038053,1778834072,72552508
462890125,3,223,2,8,7124176,8038178,1778834072,193779654
462890250,3,223,2,8,7124176,8038303,1778834072,318514934
462890375,3,223,2,8,7124176,8038428,1778834072,443700770
462890500,3,223,2,8,7124176,8038553,1778834072,568398884
462890625,3,223,2,8,7124176,8038678,1778834072,694669072
462890750,3,223,2,8,7124176,8038803,1778834072,815850411
462890875,3,223,2,8,7124176,8038928,1778834072,944178156
462891000,3,223,2,8,7124176,8039053,1778834073,72129805
462891125,3,223,2,8,7124176,8039178,1778834073,192300342
462891250,3,223,2,8,7124176,8039303,1778834073,318456022
462891375,3,223,2,8,7124176,8039428,1778834073,443698701
462891500,3,223,2,8,7124176,8039553,1778834073,567664678
462891625,3,223,2,8,7124176,8039678,1778834073,688583889
462891750,3,223,2,8,7124176,8039803,1778834073,815929428
462891875,3,223,2,8,7124176,8039928,1778834073,941556651
462892000,3,223,2,8,7124176,8040053,1778834074,72209985
462892125,3,223,2,8,7124176,8040178,1778834074,193575331
462892250,3,223,2,8,7124176,8040303,1778834074,317352588
462892375,3,223,2,8,7124176,8040428,1778834074,441531700
462892500,3,223,2,8,7124176,8040553,1778834074,563637813
462892625,3,223,2,8,7124176,8040678,1778834074,691278104
462892750,3,223,2,8,7124176,8040803,1778834074,816449132
462892875,3,223,2,8,7124176,8040928,1778834074,941529528
462893000,3,223,2,8,7124176,8041053,1778834075,70276691
462893125,3,223,2,8,7124176,8041178,1778834075,192123594
462893250,3,223,2,8,7124176,8041303,1778834075,317539298
462893375,3,223,2,8,7124176,8041428,1778834075,440388647
462893500,3,223,2,8,7124176,8041553,1778834075,568455271
462893625,3,223,2,8,7124176,8041678,1778834075,694478271
462893750,3,223,2,8,7124176,8041803,1778834075,818366226
462893875,3,223,2,8,7124176,8041928,1778834075,943387760
462894000,3,223,2,8,7124176,8042053,1778834076,71965433
462894125,3,223,2,8,7124176,8042178,1778834076,192416879
462894250,3,223,2,8,7124176,8042303,1778834076,318175686
462894375,3,223,2,8,7124176,8042428,1778834076,443300749
462894500,3,223,2,8,7124176,8042553,1778834076,567425166
462894625,3,223,2,8,7124176,8042678,1778834076,691500182
462894750,3,223,2,8,7124176,8042803,1778834076,816123838
462894875,3,223,2,8,7124176,8042928,1778834076,941381911
462895000,3,223,2,8,7124176,8043053,1778834077,72177954
462895125,3,223,2,8,7124176,8043178,1778834077,193533771
462895250,3,223,2,8,7124176,8043303,1778834077,315969810
462895375,3,223,2,8,7124176,8043428,1778834077,442951316
462895500,3,223,2,8,7124176,8043553,1778834077,567175455
462895625,3,223,2,8,7124176,8043678,1778834077,693756859
462895750,3,223,2,8,7124176,8043803,1778834077,817492397
462895875,3,223,2,8,7124176,8043928,1778834077,944170709
462896000,3,223,2,8,7124176,8044053,1778834078,72943356
462896125,3,223,2,8,7124176,8044178,1778834078,189146617
462896250,3,223,2,8,7124176,8044303,1778834078,319193740
462896375,3,223,2,8,7124176,8044428,1778834078,445207343
462896500,3,223,2,8,7124176,8044553,1778834078,568853162
462896625,3,223,2,8,7124176,8044678,1778834078,694865514
462896750,3,223,2,8,7124176,8044803,1778834078,818936687
462896875,3,223,2,8,7124176,8044928,1778834078,943996472
462897000,3,223,2,8,7124176,8045053,1778834079,68773820
462897125,3,223,2,8,7124176,8045178,1778834079,193969256
462897250,3,223,2,8,7124176,8045303,1778834079,318950738
462897375,3,223,2,8,7124176,8045428,1778834079,443925907
462897500,3,223,2,8,7124176,8045553,1778834079,569291700
462897625,3,223,2,8,7124176,8045678,1778834079,692377406
462897750,3,223,2,8,7124176,8045803,1778834079,816377919
462897875,3,223,2,8,7124176,8045928,1778834079,940587810
462898000,3,223,2,8,7124176,8046053,1778834080,72199987
462898125,3,223,2,8,7124176,8046178,1778834080,193290672
462898250,3,223,2,8,7124176,8046303,1778834080,318476877
462898375,3,223,2,8,7124176,8046428,1778834080,442906935
462898500,3,223,2,8,7124176,8046553,1778834080,566950742
462898625,3,223,2,8,7124176,8046678,1778834080,693789919
462898750,3,223,2,8,7124176,8046803,1778834080,818756676
462898875,3,223,2,8,7124176,8046928,1778834080,944231561
462899000,3,223,2,8,7124176,8047053,1778834081,73905733
462899125,3,223,2,8,7124176,8047178,1778834081,194056466
462899250,3,223,2,8,7124176,8047303,1778834081,318708097
462899375,3,223,2,8,7124176,8047428,1778834081,445118407
462899500,3,223,2,8,7124176,8047553,1778834081,570995497
462899625,3,223,2,8,7124176,8047678,1778834081,695992200
462899750,3,223,2,8,7124176,8047803,1778834081,816129487
462899875,3,223,2,8,7124176,8047928,1778834081,944927602
462900000,3,223,2,8,7124176,8048053,1778834082,74888906
462900125,3,223,2,8,7124176,8048178,1778834082,193763003
462900250,3,223,2,8,7124176,8048303,1778834082,319131605
462900375,3,223,2,8,7124176,8048428,1778834082,445574699
462900500,3,223,2,8,7124176,8048553,1778834082,568779247
462900625,3,223,2,8,7124176,8048678,1778834082,689975903
462900750,3,223,2,8,7124176,8048803,1778834082,818493572
462900875,3,223,2,8,7124176,8048928,1778834082,945137865
462901000,3,223,2,8,7124176,8049053,1778834083,74011777
462901125,3,223,2,8,7124176,8049178,1778834083,196309151
462901250,3,223,2,8,7124176,8049303,1778834083,320233321
462901375,3,223,2,8,7124176,8049428,1778834083,444857843
462901500,3,223,2,8,7124176,8049553,1778834083,564932902
462901625,3,223,2,8,7124176,8049678,1778834083,693974130
462901750,3,223,2,8,7124176,8049803,1778834083,818379991
462901875,3,223,2,8,7124176,8049928,1778834083,945150085
462902000,3,223,2,8,7124176,8050053,1778834084,72808985
462902125,3,223,2,8,7124176,8050178,1778834084,194776185
462902250,3,223,2,8,7124176,8050303,1778834084,319817311
462902375,3,223,2,8,7124176,8050428,1778834084,441799423
462902500,3,223,2,8,7124176,8050553,1778834084,569997989
462902625,3,223,2,8,7124176,8050678,1778834084,695054074
462902750,3,223,2,8,7124176,8050803,1778834084,819763195
462902875,3,223,2,8,7124176,8050928,1778834084,944852425
462903000,3,223,2,8,7124176,8051053,1778834085,72728886
462903125,3,223,2,8,7124176,8051178,1778834085,193393894
462903250,3,223,2,8,7124176,8051303,1778834085,318755235
462903375,3,223,2,8,7124176,8051428,1778834085,445453160
462903500,3,223,2,8,7124176,8051553,1778834085,570543922
462903625,3,223,2,8,7124176,8051678,1778834085,694761478
462903750,3,223,2,8,7124176,8051803,1778834085,819803035
462903875,3,223,2,8,7124176,8051928,1778834085,945556698
462904000,3,223,2,8,7124176,8052053,1778834086,74634785
462904125,3,223,2,8,7124176,8052178,1778834086,195837429
462904250,3,223,2,8,7124176,8052303,1778834086,317948757
462904375,3,223,2,8,7124176,8052428,1778834086,445154380
462904500,3,223,2,8,7124176,8052553,1778834086,568823968
462904625,3,223,2,8,7124176,8052678,1778834086,694377176
462904750,3,223,2,8,7124176,8052803,1778834086,818163262
462904875,3,223,2,8,7124176,8052928,1778834086,945174234
462905000,3,223,2,8,7124176,8053053,1778834087,74785090
462905125,3,223,2,8,7124176,8053178,1778834087,189923853
462905250,3,223,2,8,7124176,8053303,1778834087,318603017
462905375,3,223,2,8,7124176,8053428,1778834087,443703509
462905500,3,223,2,8,7124176,8053553,1778834087,568407758
462905625,3,223,2,8,7124176,8053678,1778834087,694836979
462905750,3,223,2,8,7124176,8053803,1778834087,818772967
462905875,3,223,2,8,7124176,8053928,1778834087,944664229
462906000,3,223,2,8,7124176,8054053,1778834088,69333362
462906125,3,223,2,8,7124176,8054178,1778834088,195779925
462906250,3,223,2,8,7124176,8054303,1778834088,319388384
462906375,3,223,2,8,7124176,8054428,1778834088,444634352
462906500,3,223,2,8,7124176,8054553,1778834088,567810075
462906625,3,223,2,8,7124176,8054678,1778834088,693274826
462906750,3,223,2,8,7124176,8054803,1778834088,817223879
462906875,3,223,2,8,7124176,8054928,1778834088,940471924
462907000,3,223,2,8,7124176,8055053,1778834089,72750570
462907125,3,223,2,8,7124176,8055178,1778834089,196517181
462907250,3,223,2,8,7124176,8055303,1778834089,321780506
462907375,3,223,2,8,7124176,8055428,1778834089,445751519
462907500,3,223,2,8,7124176,8055553,1778834089,570523380
462907625,3,223,2,8,7124176,8055678,1778834089,693758000
462907750,3,223,2,8,7124176,8055803,1778834089,817929144
462907875,3,223,2,8,7124176,8055928,1778834089,945043460
462908000,3,223,2,8,7124176,8056053,1778834090,73528593
462908125,3,223,2,8,7124176,8056178,1778834090,194455123
462908250,3,223,2,8,7124176,8056303,1778834090,319700859
462908375,3,223,2,8,7124176,8056428,1778834090,442333432
462908500,3,223,2,8,7124176,8056553,1778834090,569357159
462908625,3,223,2,8,7124176,8056678,1778834090,694689154
462908750,3,223,2,8,7124176,8056803,1778834090,816362393
462908875,3,223,2,8,7124176,8056928,1778834090,943566726
462909000,3,223,2,8,7124176,8057053,1778834091,73154356
462909125,3,223,2,8,7124176,8057178,1778834091,194065163
462909250,3,223,2,8,7124176,8057303,1778834091,319828432
462909375,3,223,2,8,7124176,8057428,1778834091,445944537
462909500,3,223,2,8,7124176,8057553,1778834091,569406497
462909625,3,223,2,8,7124176,8057678,1778834091,690144567
462909750,3,223,2,8,7124176,8057803,1778834091,817632599
462909875,3,223,2,8,7124176,8057928,1778834091,943297267
462910000,3,223,2,8,7124176,8058053,1778834092,75039441
462910125,3,223,2,8,7124176,8058178,1778834092,194612807
462910250,3,223,2,8,7124176,8058303,1778834092,318342932
462910375,3,223,2,8,7124176,8058428,1778834092,442253592
462910500,3,223,2,8,7124176,8058553,1778834092,563403666
462910625,3,223,2,8,7124176,8058678,1778834092,692505927
462910750,3,223,2,8,7124176,8058803,1778834092,816397405
462910875,3,223,2,8,7124176,8058928,1778834092,945050450
462911000,3,223,2,8,7124176,8059053,1778834093,73002276
462911125,3,223,2,8,7124176,8059178,1778834093,194384777
462911250,3,223,2,8,7124176,8059303,1778834093,317621750
462911375,3,223,2,8,7124176,8059428,1778834093,440050190
