header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,status.status,status.service,latitude,longitude,altitude,position_covariance,position_covariance_type,bag_t.secs,bag_t.nsecs
1208,1778833825,499615072,gps,0,0,36.7291509,127.44310689999999,98.425,0.512656;0.0;0.0;0.0;0.512656;0.0;0.0;0.0;1.7371240000000001,2,1778833825,564022800
1209,1778833825,624615007,gps,0,0,36.7291508,127.44310689999999,98.432,0.5140889999999999;0.0;0.0;0.0;0.5140889999999999;0.0;0.0;0.0;1.7424000000000002,2,1778833825,689689318
1210,1778833825,749614942,gps,0,0,36.7291508,127.443107,98.443,0.515524;0.0;0.0;0.0;0.515524;0.0;0.0;0.0;1.7476840000000002,2,1778833825,815213239
1211,1778833825,874614878,gps,0,0,36.7291508,127.44310689999999,98.458,0.5184;0.0;0.0;0.0;0.5184;0.0;0.0;0.0;1.752976,2,1778833825,940032806
1212,1778833825,999614814,gps,0,0,36.7291508,127.4431068,98.462,0.519841;0.0;0.0;0.0;0.519841;0.0;0.0;0.0;1.7582760000000002,2,1778833826,69113977
1213,1778833826,124614749,gps,0,0,36.7291508,127.4431068,98.459,0.521284;0.0;0.0;0.0;0.521284;0.0;0.0;0.0;1.7635840000000003,2,1778833826,184783364
1214,1778833826,249614684,gps,0,0,36.7291507,127.44310689999999,98.45700000000001,0.522729;0.0;0.0;0.0;0.522729;0.0;0.0;0.0;1.7689000000000001,2,1778833826,315841778
1215,1778833826,374614620,gps,0,0,36.7291508,127.443107,98.476,0.524176;0.0;0.0;0.0;0.524176;0.0;0.0;0.0;1.7742240000000002,2,1778833826,439763304
1216,1778833826,499614555,gps,0,0,36.7291507,127.44310689999999,98.458,0.527076;0.0;0.0;0.0;0.527076;0.0;0.0;0.0;1.7795560000000001,2,1778833826,566351067
1217,1778833826,624614491,gps,0,0,36.7291507,127.44310689999999,98.45,0.5285289999999999;0.0;0.0;0.0;0.5285289999999999;0.0;0.0;0.0;1.7848960000000003,2,1778833826,690063257
1218,1778833826,749614426,gps,0,0,36.7291508,127.44310689999999,98.44800000000001,0.529984;0.0;0.0;0.0;0.529984;0.0;0.0;0.0;1.7902440000000002,2,1778833826,813427420
1219,1778833826,874614362,gps,0,0,36.7291508,127.4431068,98.444,0.5314409999999999;0.0;0.0;0.0;0.5314409999999999;0.0;0.0;0.0;1.792921,2,1778833826,937330390
1220,1778833826,999614298,gps,0,0,36.7291508,127.4431068,98.459,0.5328999999999999;0.0;0.0;0.0;0.5328999999999999;0.0;0.0;0.0;1.798281,2,1778833827,63903735
1221,1778833827,124614232,gps,0,0,36.7291508,127.44310689999999,98.452,0.534361;0.0;0.0;0.0;0.534361;0.0;0.0;0.0;1.8036489999999998,2,1778833827,189433162
1222,1778833827,249614168,gps,0,0,36.7291508,127.44310689999999,98.473,0.537289;0.0;0.0;0.0;0.537289;0.0;0.0;0.0;1.8090249999999999,2,1778833827,316175433
1223,1778833827,374614103,gps,0,0,36.7291508,127.44310689999999,98.467,0.538756;0.0;0.0;0.0;0.538756;0.0;0.0;0.0;1.814409,2,1778833827,440013283
1224,1778833827,499614039,gps,0,0,36.7291508,127.44310689999999,98.456,0.540225;0.0;0.0;0.0;0.540225;0.0;0.0;0.0;1.819801,2,1778833827,564978199
1225,1778833827,624613974,gps,0,0,36.7291508,127.443107,98.48100000000001,0.543169;0.0;0.0;0.0;0.543169;0.0;0.0;0.0;1.8252009999999999,2,1778833827,689036916
1226,1778833827,749613910,gps,0,0,36.7291509,127.443107,98.482,0.544644;0.0;0.0;0.0;0.544644;0.0;0.0;0.0;1.8279040000000002,2,1778833827,814298999
1227,1778833827,874613845,gps,0,0,36.7291508,127.44310689999999,98.488,0.546121;0.0;0.0;0.0;0.546121;0.0;0.0;0.0;1.8333160000000002,2,1778833827,937122091
1228,1778833827,999613781,gps,0,0,36.7291509,127.44310689999999,98.47500000000001,0.549081;0.0;0.0;0.0;0.549081;0.0;0.0;0.0;1.8387360000000001,2,1778833828,69891480
1229,1778833828,124613716,gps,0,0,36.7291508,127.443107,98.462,0.5505639999999999;0.0;0.0;0.0;0.5505639999999999;0.0;0.0;0.0;1.8441640000000004,2,1778833828,190106340
1230,1778833828,249613651,gps,0,0,36.7291508,127.44310689999999,98.5,0.552049;0.0;0.0;0.0;0.552049;0.0;0.0;0.0;1.8496000000000004,2,1778833828,315326087
1231,1778833828,374613587,gps,0,0,36.7291509,127.443107,98.467,0.553536;0.0;0.0;0.0;0.553536;0.0;0.0;0.0;1.8550440000000004,2,1778833828,439368902
1232,1778833828,499613522,gps,0,0,36.7291509,127.443107,98.477,0.556516;0.0;0.0;0.0;0.556516;0.0;0.0;0.0;1.857769,2,1778833828,564721727
1233,1778833828,624613458,gps,0,0,36.7291509,127.443107,98.461,0.558009;0.0;0.0;0.0;0.558009;0.0;0.0;0.0;1.863225,2,1778833828,689291936
1234,1778833828,749613393,gps,0,0,36.7291509,127.443107,98.455,0.559504;0.0;0.0;0.0;0.559504;0.0;0.0;0.0;1.868689,2,1778833828,814705209
1235,1778833828,874613329,gps,0,0,36.7291509,127.443107,98.46000000000001,0.561001;0.0;0.0;0.0;0.561001;0.0;0.0;0.0;1.8714240000000002,2,1778833828,940022818
1236,1778833828,999613265,gps,0,0,36.7291509,127.443107,98.44,0.5625;0.0;0.0;0.0;0.5625;0.0;0.0;0.0;1.8769000000000002,2,1778833829,69691893
1237,1778833829,124613200,gps,0,0,36.7291509,127.44310709999999,98.449,0.564001;0.0;0.0;0.0;0.564001;0.0;0.0;0.0;1.8823840000000003,2,1778833829,188689134
1238,1778833829,249613135,gps,0,0,36.729151,127.44310709999999,98.44500000000001,0.565504;0.0;0.0;0.0;0.565504;0.0;0.0;0.0;1.885129,2,1778833829,314421315
1239,1778833829,374613070,gps,0,0,36.7291509,127.44310709999999,98.437,0.567009;0.0;0.0;0.0;0.567009;0.0;0.0;0.0;1.890625,2,1778833829,438415172
1240,1778833829,499613006,gps,0,0,36.7291509,127.44310709999999,98.452,0.568516;0.0;0.0;0.0;0.568516;0.0;0.0;0.0;1.896129,2,1778833829,564743708
1241,1778833829,624612941,gps,0,0,36.729151,127.443107,98.441,0.570025;0.0;0.0;0.0;0.570025;0.0;0.0;0.0;1.8988839999999998,2,1778833829,688677561
1242,1778833829,749612877,gps,0,0,36.7291509,127.44310709999999,98.426,0.571536;0.0;0.0;0.0;0.571536;0.0;0.0;0.0;1.9043999999999996,2,1778833829,809486344
1243,1778833829,874612812,gps,0,0,36.729151,127.4431072,98.431,0.573049;0.0;0.0;0.0;0.573049;0.0;0.0;0.0;1.9099239999999997,2,1778833829,936763957
1244,1778833829,999612749,gps,0,0,36.729151,127.443107,98.44500000000001,0.574564;0.0;0.0;0.0;0.574564;0.0;0.0;0.0;1.912689,2,1778833830,66241239
1245,1778833830,124612683,gps,0,0,36.729151099999996,127.44310709999999,98.429,0.5760810000000001;0.0;0.0;0.0;0.5760810000000001;0.0;0.0;0.0;1.918225,2,1778833830,189019873
1246,1778833830,249612619,gps,0,0,36.729151099999996,127.44310709999999,98.411,0.579121;0.0;0.0;0.0;0.579121;0.0;0.0;0.0;1.923769,2,1778833830,315082520
1247,1778833830,374612554,gps,0,0,36.729151,127.44310709999999,98.416,0.580644;0.0;0.0;0.0;0.580644;0.0;0.0;0.0;1.929321,2,1778833830,439590405
1248,1778833830,499612489,gps,0,0,36.729151099999996,127.44310709999999,98.428,0.582169;0.0;0.0;0.0;0.582169;0.0;0.0;0.0;1.9320999999999997,2,1778833830,564364002
1249,1778833830,624612425,gps,0,0,36.729151099999996,127.44310709999999,98.407,0.583696;0.0;0.0;0.0;0.583696;0.0;0.0;0.0;1.9376639999999998,2,1778833830,685936693
1250,1778833830,749612360,gps,0,0,36.729151099999996,127.443107,98.416,0.583696;0.0;0.0;0.0;0.583696;0.0;0.0;0.0;1.940449,2,1778833830,813507176
1251,1778833830,874612296,gps,0,0,36.729151099999996,127.44310709999999,98.416,0.585225;0.0;0.0;0.0;0.585225;0.0;0.0;0.0;1.9460250000000001,2,1778833830,938389031
1252,1778833830,999612232,gps,0,0,36.729151099999996,127.44310709999999,98.426,0.586756;0.0;0.0;0.0;0.586756;0.0;0.0;0.0;1.9516090000000001,2,1778833831,68844718
1253,1778833831,124612167,gps,0,0,36.7291512,127.4431072,98.394,0.5882890000000001;0.0;0.0;0.0;0.5882890000000001;0.0;0.0;0.0;1.9544039999999998,2,1778833831,188872887
1254,1778833831,249612102,gps,0,0,36.729151099999996,127.44310709999999,98.411,0.589824;0.0;0.0;0.0;0.589824;0.0;0.0;0.0;1.9599999999999997,2,1778833831,314378872
1255,1778833831,374612037,gps,0,0,36.729151099999996,127.44310709999999,98.429,0.591361;0.0;0.0;0.0;0.591361;0.0;0.0;0.0;1.962801,2,1778833831,437363452
1256,1778833831,499611973,gps,0,0,36.729151,127.4431072,98.405,0.5929;0.0;0.0;0.0;0.5929;0.0;0.0;0.0;1.968409,2,1778833831,559020013
1257,1778833831,624611908,gps,0,0,36.729151,127.4431072,98.401,0.594441;0.0;0.0;0.0;0.594441;0.0;0.0;0.0;1.9740250000000001,2,1778833831,688140607
1258,1778833831,749611844,gps,0,0,36.7291509,127.4431072,98.422,0.5959840000000001;0.0;0.0;0.0;0.5959840000000001;0.0;0.0;0.0;1.9768359999999998,2,1778833831,814248588
1259,1778833831,874611779,gps,0,0,36.7291509,127.4431073,98.44,0.597529;0.0;0.0;0.0;0.597529;0.0;0.0;0.0;1.9824639999999998,2,1778833831,939316269
1260,1778833831,999611715,gps,0,0,36.7291508,127.4431073,98.435,0.599076;0.0;0.0;0.0;0.599076;0.0;0.0;0.0;1.985281,2,1778833832,69628545
1261,1778833832,124611650,gps,0,0,36.7291507,127.44310739999999,98.418,0.6006250000000001;0.0;0.0;0.0;0.6006250000000001;0.0;0.0;0.0;1.9909210000000002,2,1778833832,188980405
1262,1778833832,249611585,gps,0,0,36.7291506,127.44310739999999,98.44800000000001,0.602176;0.0;0.0;0.0;0.602176;0.0;0.0;0.0;1.9937439999999997,2,1778833832,314938397
1263,1778833832,374611521,gps,0,0,36.7291506,127.44310759999999,98.42,0.6037290000000001;0.0;0.0;0.0;0.6037290000000001;0.0;0.0;0.0;1.9993959999999997,2,1778833832,436660511
1264,1778833832,499611456,gps,0,0,36.729150499999996,127.44310759999999,98.443,0.605284;0.0;0.0;0.0;0.605284;0.0;0.0;0.0;2.002225,2,1778833832,564807024
1265,1778833832,624611392,gps,0,0,36.7291503,127.44310779999999,98.435,0.6068410000000001;0.0;0.0;0.0;0.6068410000000001;0.0;0.0;0.0;2.007889,2,1778833832,689322755
1266,1778833832,749611327,gps,0,0,36.7291502,127.4431079,98.42,0.6099610000000001;0.0;0.0;0.0;0.6099610000000001;0.0;0.0;0.0;2.013561,2,1778833832,812758546
1267,1778833832,874611262,gps,0,0,36.7291501,127.4431079,98.441,0.6115240000000001;0.0;0.0;0.0;0.6115240000000001;0.0;0.0;0.0;2.0164,2,1778833832,937092039
1268,1778833832,999611199,gps,0,0,36.72915,127.443108,98.416,0.6146560000000001;0.0;0.0;0.0;0.6146560000000001;0.0;0.0;0.0;2.022084,2,1778833833,67495620
1269,1778833833,124611133,gps,0,0,36.7291498,127.44310809999999,98.45400000000001,0.616225;0.0;0.0;0.0;0.616225;0.0;0.0;0.0;2.027776,2,1778833833,188223307
1270,1778833833,249611069,gps,0,0,36.7291497,127.4431084,98.418,0.617796;0.0;0.0;0.0;0.617796;0.0;0.0;0.0;2.033476,2,1778833833,314723165
1271,1778833833,374611004,gps,0,0,36.7291495,127.44310829999999,98.438,0.620944;0.0;0.0;0.0;0.620944;0.0;0.0;0.0;2.0363290000000003,2,1778833833,438973521
1272,1778833833,499610940,gps,0,0,36.7291494,127.4431085,98.417,0.6225210000000001;0.0;0.0;0.0;0.6225210000000001;0.0;0.0;0.0;2.042041,2,1778833833,563265502
1273,1778833833,624610875,gps,0,0,36.729149299999996,127.4431087,98.425,0.625681;0.0;0.0;0.0;0.625681;0.0;0.0;0.0;2.047761,2,1778833833,687773421
1274,1778833833,749610810,gps,0,0,36.729149199999995,127.44310859999999,98.44200000000001,0.627264;0.0;0.0;0.0;0.627264;0.0;0.0;0.0;2.0534890000000003,2,1778833833,813180448
1275,1778833833,874610746,gps,0,0,36.729149,127.4431087,98.43,0.6304360000000001;0.0;0.0;0.0;0.6304360000000001;0.0;0.0;0.0;2.059225,2,1778833833,937860535
1276,1778833833,999610682,gps,0,0,36.7291489,127.4431089,98.407,0.6320250000000001;0.0;0.0;0.0;0.6320250000000001;0.0;0.0;0.0;2.064969,2,1778833834,68112948
1277,1778833834,124610617,gps,0,0,36.7291489,127.4431091,98.416,0.635209;0.0;0.0;0.0;0.635209;0.0;0.0;0.0;2.067844,2,1778833834,189243241
1278,1778833834,249610552,gps,0,0,36.729148699999996,127.4431091,98.402,0.636804;0.0;0.0;0.0;0.636804;0.0;0.0;0.0;2.0736,2,1778833834,312173893
1279,1778833834,374610488,gps,0,0,36.729148599999995,127.4431091,98.422,0.6400000000000001;0.0;0.0;0.0;0.6400000000000001;0.0;0.0;0.0;2.079364,2,1778833834,437452148
1280,1778833834,499610423,gps,0,0,36.7291485,127.4431094,98.406,0.6416010000000001;0.0;0.0;0.0;0.6416010000000001;0.0;0.0;0.0;2.085136,2,1778833834,562388266
1281,1778833834,624610359,gps,0,0,36.7291485,127.4431094,98.396,0.6432040000000001;0.0;0.0;0.0;0.6432040000000001;0.0;0.0;0.0;2.090916,2,1778833834,688252689
1282,1778833834,749610294,gps,0,0,36.7291484,127.44310949999999,98.387,0.6464160000000001;0.0;0.0;0.0;0.6464160000000001;0.0;0.0;0.0;2.0938090000000003,2,1778833834,813364235
1283,1778833834,874610230,gps,0,0,36.7291483,127.4431096,98.399,0.6480250000000001;0.0;0.0;0.0;0.6480250000000001;0.0;0.0;0.0;2.0996010000000003,2,1778833834,939159385
1284,1778833834,999610166,gps,0,0,36.7291482,127.4431096,98.388,0.6496360000000001;0.0;0.0;0.0;0.6496360000000001;0.0;0.0;0.0;2.105401,2,1778833835,69581906
1285,1778833835,124610100,gps,0,0,36.7291482,127.4431097,98.38,0.6512490000000001;0.0;0.0;0.0;0.6512490000000001;0.0;0.0;0.0;2.108304,2,1778833835,185195788
1286,1778833835,249610036,gps,0,0,36.7291482,127.4431097,98.371,0.6528640000000001;0.0;0.0;0.0;0.6528640000000001;0.0;0.0;0.0;2.1141159999999997,2,1778833835,314972062
1287,1778833835,374609971,gps,0,0,36.729148099999996,127.44310979999999,98.38,0.6544810000000001;0.0;0.0;0.0;0.6544810000000001;0.0;0.0;0.0;2.119936,2,1778833835,438154958
1288,1778833835,499609907,gps,0,0,36.729147999999995,127.44310979999999,98.366,0.6561000000000001;0.0;0.0;0.0;0.6561000000000001;0.0;0.0;0.0;2.1228490000000004,2,1778833835,565260121
1289,1778833835,624609842,gps,0,0,36.729147999999995,127.4431099,98.35300000000001,0.659344;0.0;0.0;0.0;0.659344;0.0;0.0;0.0;2.1286810000000003,2,1778833835,690153002
1290,1778833835,749609778,gps,0,0,36.729147999999995,127.44310999999999,98.358,0.6609689999999999;0.0;0.0;0.0;0.6609689999999999;0.0;0.0;0.0;2.1345210000000003,2,1778833835,815400787
1291,1778833835,874609713,gps,0,0,36.7291478,127.4431101,98.358,0.662596;0.0;0.0;0.0;0.662596;0.0;0.0;0.0;2.140369,2,1778833835,939794022
1292,1778833835,999609649,gps,0,0,36.7291477,127.4431103,98.339,0.664225;0.0;0.0;0.0;0.664225;0.0;0.0;0.0;2.143296,2,1778833836,65106756
1293,1778833836,124609584,gps,0,0,36.7291477,127.4431103,98.34,0.6658559999999999;0.0;0.0;0.0;0.6658559999999999;0.0;0.0;0.0;2.149156,2,1778833836,190452303
1294,1778833836,249609519,gps,0,0,36.729147499999996,127.4431104,98.34400000000001,0.6674889999999999;0.0;0.0;0.0;0.6674889999999999;0.0;0.0;0.0;2.155024,2,1778833836,316875298
1295,1778833836,374609455,gps,0,0,36.729147499999996,127.4431106,98.33200000000001,0.6691239999999999;0.0;0.0;0.0;0.6691239999999999;0.0;0.0;0.0;2.1609,2,1778833836,441438177
1296,1778833836,499609390,gps,0,0,36.7291473,127.44311069999999,98.33500000000001,0.6707609999999999;0.0;0.0;0.0;0.6707609999999999;0.0;0.0;0.0;2.166784,2,1778833836,567012724
1297,1778833836,624609326,gps,0,0,36.7291472,127.4431109,98.336,0.6740409999999999;0.0;0.0;0.0;0.6740409999999999;0.0;0.0;0.0;2.172676,2,1778833836,690202360
1298,1778833836,749609261,gps,0,0,36.7291471,127.4431111,98.336,0.675684;0.0;0.0;0.0;0.675684;0.0;0.0;0.0;2.175625,2,1778833836,815424043
1299,1778833836,874609196,gps,0,0,36.729146899999996,127.44311119999999,98.337,0.677329;0.0;0.0;0.0;0.677329;0.0;0.0;0.0;2.1815290000000003,2,1778833836,938716568
1300,1778833836,999609133,gps,0,0,36.729146799999995,127.44311139999999,98.328,0.6789759999999999;0.0;0.0;0.0;0.6789759999999999;0.0;0.0;0.0;2.187441,2,1778833837,70396668
1301,1778833837,124609067,gps,0,0,36.7291466,127.44311169999999,98.324,0.6806249999999999;0.0;0.0;0.0;0.6806249999999999;0.0;0.0;0.0;2.1933610000000003,2,1778833837,191459677
1302,1778833837,249609003,gps,0,0,36.7291464,127.4431118,98.322,0.6822759999999999;0.0;0.0;0.0;0.6822759999999999;0.0;0.0;0.0;2.1992890000000003,2,1778833837,316942762
1303,1778833837,374608938,gps,0,0,36.7291461,127.44311189999999,98.31,0.6839289999999999;0.0;0.0;0.0;0.6839289999999999;0.0;0.0;0.0;2.2052250000000004,2,1778833837,439425856
1304,1778833837,499608873,gps,0,0,36.729146,127.4431123,98.31,0.685584;0.0;0.0;0.0;0.685584;0.0;0.0;0.0;2.2111690000000004,2,1778833837,564963600
1305,1778833837,624608809,gps,0,0,36.7291457,127.44311259999999,98.311,0.6872409999999999;0.0;0.0;0.0;0.6872409999999999;0.0;0.0;0.0;2.217121,2,1778833837,689937850
1306,1778833837,749608744,gps,0,0,36.7291455,127.4431128,98.287,0.6889;0.0;0.0;0.0;0.6889;0.0;0.0;0.0;2.2230810000000005,2,1778833837,816115832
1307,1778833837,874608680,gps,0,0,36.7291452,127.44311309999999,98.273,0.692224;0.0;0.0;0.0;0.692224;0.0;0.0;0.0;2.2290490000000003,2,1778833837,941081590
1308,1778833837,999608616,gps,0,0,36.729144999999995,127.4431133,98.276,0.693889;0.0;0.0;0.0;0.693889;0.0;0.0;0.0;2.2350250000000003,2,1778833838,71352779
1309,1778833838,124608551,gps,0,0,36.7291446,127.44311359999999,98.296,0.695556;0.0;0.0;0.0;0.695556;0.0;0.0;0.0;2.2410090000000005,2,1778833838,190230467
1310,1778833838,249608486,gps,0,0,36.729144399999996,127.4431139,98.274,0.697225;0.0;0.0;0.0;0.697225;0.0;0.0;0.0;2.2470010000000005,2,1778833838,316362892
1311,1778833838,374608421,gps,0,0,36.729144,127.4431142,98.262,0.698896;0.0;0.0;0.0;0.698896;0.0;0.0;0.0;2.253001,2,1778833838,441060970
1312,1778833838,499608357,gps,0,0,36.7291437,127.4431146,98.239,0.700569;0.0;0.0;0.0;0.700569;0.0;0.0;0.0;2.259009,2,1778833838,566945111
1313,1778833838,624608292,gps,0,0,36.7291435,127.4431149,98.28,0.702244;0.0;0.0;0.0;0.702244;0.0;0.0;0.0;2.262016,2,1778833838,691299826
1314,1778833838,749608228,gps,0,0,36.7291431,127.4431152,98.23700000000001,0.7039209999999999;0.0;0.0;0.0;0.7039209999999999;0.0;0.0;0.0;2.268036,2,1778833838,813108612
1315,1778833838,874608163,gps,0,0,36.7291427,127.44311549999999,98.253,0.7055999999999999;0.0;0.0;0.0;0.7055999999999999;0.0;0.0;0.0;2.274064,2,1778833838,939053074
1316,1778833838,999608099,gps,0,0,36.7291424,127.4431158,98.248,0.7072809999999999;0.0;0.0;0.0;0.7072809999999999;0.0;0.0;0.0;2.277081,2,1778833839,69234327
1317,1778833839,124608034,gps,0,0,36.7291422,127.44311619999999,98.263,0.7089639999999999;0.0;0.0;0.0;0.7089639999999999;0.0;0.0;0.0;2.2831209999999995,2,1778833839,189983084
1318,1778833839,249607969,gps,0,0,36.729141899999995,127.4431163,98.258,0.710649;0.0;0.0;0.0;0.710649;0.0;0.0;0.0;2.289169,2,1778833839,315322927
1319,1778833839,374607905,gps,0,0,36.7291417,127.4431166,98.227,0.712336;0.0;0.0;0.0;0.712336;0.0;0.0;0.0;2.295225,2,1778833839,439424656
1320,1778833839,499607840,gps,0,0,36.729141299999995,127.44311689999999,98.284,0.7140249999999999;0.0;0.0;0.0;0.7140249999999999;0.0;0.0;0.0;2.298256,2,1778833839,564442213
1321,1778833839,624607775,gps,0,0,36.729141,127.44311719999999,98.266,0.7157159999999999;0.0;0.0;0.0;0.7157159999999999;0.0;0.0;0.0;2.3043240000000003,2,1778833839,686217179
1322,1778833839,749607711,gps,0,0,36.729140699999995,127.4431176,98.247,0.717409;0.0;0.0;0.0;0.717409;0.0;0.0;0.0;2.3104,2,1778833839,814234099
1323,1778833839,874607646,gps,0,0,36.729140099999995,127.443118,98.23100000000001,0.719104;0.0;0.0;0.0;0.719104;0.0;0.0;0.0;2.316484,2,1778833839,939554583
1324,1778833839,999607583,gps,0,0,36.7291394,127.4431187,98.233,0.7208009999999999;0.0;0.0;0.0;0.7208009999999999;0.0;0.0;0.0;2.3195289999999997,2,1778833840,70074422
1325,1778833840,124607517,gps,0,0,36.7291388,127.44311979999999,98.23,0.7224999999999999;0.0;0.0;0.0;0.7224999999999999;0.0;0.0;0.0;2.3256249999999996,2,1778833840,190036257
