iTOW,clkB,clkD,tAcc,fAcc,bag_t.secs,bag_t.nsecs
462654000,390344,517,4,497,1778833836,68756377
462654125,390408,517,4,497,1778833836,194131162
462654250,390473,517,4,498,1778833836,320123612
462654375,390537,517,4,498,1778833836,446140093
462654500,390602,517,4,499,1778833836,570038907
462654625,390666,517,4,499,1778833836,693968504
462654750,390731,517,4,501,1778833836,818983996
462654875,390796,517,4,501,1778833836,941991359
462655000,390860,517,4,501,1778833837,75427846
462655125,390925,517,4,500,1778833837,195201476
462655250,390989,517,4,501,1778833837,320172015
462655375,391054,517,4,501,1778833837,443372317
462655500,391119,517,4,502,1778833837,568893332
462655625,391183,517,4,503,1778833837,693265967
462655750,391248,517,4,503,1778833837,819262802
462655875,391312,517,4,504,1778833837,945085575
462656000,391377,517,4,504,1778833838,74755579
462656125,391441,517,4,504,1778833838,194082119
462656250,391506,517,4,505,1778833838,320017019
462656375,391570,517,4,505,1778833838,444980382
462656500,391635,517,4,504,1778833838,570257367
462656625,391700,517,4,504,1778833838,694940808
462656750,391764,517,4,504,1778833838,816126207
462656875,391829,517,4,503,1778833838,942124546
462657000,391893,517,4,503,1778833839,72627881
462657125,391958,517,4,503,1778833839,193691580
462657250,392023,517,4,504,1778833839,318842150
462657375,392087,517,4,504,1778833839,443265549
462657500,392152,517,4,504,1778833839,569737945
462657625,392217,517,4,505,1778833839,689345503
462657750,392281,517,4,506,1778833839,817272407
462657875,392346,517,4,506,1778833839,942966982
462658000,392410,517,4,506,1778833840,73870792
462658125,392475,517,4,505,1778833840,193753705
462658250,392539,517,4,505,1778833840,319282330
462658375,392604,517,4,509,1778833840,443085883
462658500,392669,517,4,511,1778833840,564743223
462658625,392733,517,4,508,1778833840,691834432
462658750,392798,517,4,507,1778833840,817899820
462658875,392862,517,4,506,1778833840,942320600
462659000,392927,517,4,504,1778833841,72643808
462659125,392992,517,4,504,1778833841,191972250
462659250,393056,517,4,504,1778833841,317266411
462659375,393121,517,4,505,1778833841,439927501
462659500,393186,517,4,504,1778833841,567718823
462659625,393250,517,4,503,1778833841,692620704
462659750,393315,517,4,501,1778833841,816643715
462659875,393379,517,4,502,1778833841,941856213
462660000,393444,517,4,501,1778833842,73027622
462660125,393508,517,4,500,1778833842,191875378
462660250,393573,517,4,499,1778833842,318072326
462660375,393638,517,4,498,1778833842,442277136
462660500,393702,517,4,499,1778833842,567782177
462660625,393767,517,4,499,1778833842,691780361
462660750,393832,517,4,500,1778833842,817188566
462660875,393896,517,4,500,1778833842,943363228
462661000,393961,517,4,501,1778833843,73232567
462661125,394025,517,4,503,1778833843,193247093
462661250,394090,517,4,503,1778833843,316782250
462661375,394155,517,4,501,1778833843,442162048
462661500,394219,517,4,501,1778833843,568010524
462661625,394284,517,4,501,1778833843,692884382
462661750,394349,517,4,502,1778833843,818385103
462661875,394413,517,4,505,1778833843,943831348
462662000,394478,517,4,506,1778833844,73082347
462662125,394542,517,4,508,1778833844,189753954
462662250,394607,517,4,509,1778833844,318908024
462662375,394672,517,4,511,1778833844,443258905
462662500,394736,517,4,507,1778833844,569812929
462662625,394801,517,4,504,1778833844,693252990
462662750,394865,517,4,501,1778833844,816446847
462662875,394930,517,4,498,1778833844,941255461
462663000,394995,517,4,498,1778833845,67212940
462663125,395059,517,4,498,1778833845,192902743
462663250,395124,517,4,498,1778833845,318997530
462663375,395189,517,4,496,1778833845,444698719
462663500,395253,517,4,496,1778833845,568805210
462663625,395318,517,4,496,1778833845,692875655
462663750,395382,517,4,496,1778833845,818285110
462663875,395447,517,4,486,1778833845,941849434
462664000,395512,517,4,482,1778833846,74305473
462664125,395576,517,4,479,1778833846,194330555
462664250,395641,517,4,484,1778833846,319136579
462664375,395706,517,4,487,1778833846,444187011
462664500,395770,517,4,490,1778833846,567958826
462664625,395835,517,4,492,1778833846,692708742
462664750,395900,517,4,494,1778833846,818103101
462664875,395964,517,4,493,1778833846,944273705
462665000,396029,517,4,495,1778833847,75859841
462665125,396093,517,4,497,1778833847,194360134
462665250,396158,517,4,498,1778833847,319283685
462665375,396223,517,4,498,1778833847,443251978
462665500,396287,517,4,497,1778833847,569094463
462665625,396352,517,4,495,1778833847,694046827
462665750,396416,517,4,498,1778833847,815002755
462665875,396481,517,4,500,1778833847,941951564
462666000,396546,517,4,500,1778833848,72456423
462666125,396610,517,4,498,1778833848,195209432
462666250,396675,517,4,498,1778833848,319116264
462666375,396739,517,4,492,1778833848,442067765
462666500,396804,517,4,489,1778833848,567861961
462666625,396869,517,4,488,1778833848,688836872
462666750,396933,517,4,492,1778833848,817144796
462666875,396998,517,4,493,1778833848,941672956
462667000,397062,517,4,489,1778833849,72295963
462667125,397127,517,4,489,1778833849,192392880
462667250,397192,517,4,488,1778833849,318977224
462667375,397256,517,4,488,1778833849,441707881
462667500,397321,517,4,486,1778833849,564037364
462667625,397385,517,4,486,1778833849,692047342
462667750,397450,517,4,490,1778833849,818797692
462667875,397515,517,4,493,1778833849,943340803
462668000,397579,517,4,495,1778833850,71952281
462668125,397644,517,4,495,1778833850,192150105
462668250,397709,517,4,497,1778833850,316968005
462668375,397773,517,4,500,1778833850,439655071
462668500,397838,517,4,499,1778833850,567215839
462668625,397902,517,4,500,1778833850,692046388
462668750,397967,517,4,500,1778833850,817067566
462668875,398032,517,4,500,1778833850,940867614
462669000,398096,517,4,501,1778833851,71104767
462669125,398161,517,4,501,1778833851,191825357
462669250,398225,517,4,503,1778833851,318173444
462669375,398290,517,4,503,1778833851,441241828
462669500,398355,517,4,503,1778833851,566908669
462669625,398419,517,4,503,1778833851,691346884
462669750,398484,517,4,504,1778833851,815346654
462669875,398548,517,4,503,1778833851,940941488
462670000,398613,517,4,503,1778833852,72773906
462670125,398678,517,4,503,1778833852,192977482
462670250,398742,517,4,502,1778833852,315258051
462670375,398807,517,4,503,1778833852,441787786
462670500,398872,517,4,504,1778833852,567320654
462670625,398936,517,4,504,1778833852,692087848
462670750,399001,517,4,505,1778833852,818351217
462670875,399065,517,4,505,1778833852,942263454
462671000,399130,517,4,507,1778833853,71926122
462671125,399195,517,4,506,1778833853,187841150
462671250,399259,517,4,499,1778833853,317421795
462671375,399324,517,4,496,1778833853,441287084
462671500,399389,517,4,494,1778833853,567379025
462671625,399453,517,4,493,1778833853,692206235
462671750,399518,517,4,498,1778833853,817958378
462671875,399582,517,4,504,1778833853,942072722
462672000,399647,517,4,506,1778833854,67980188
462672125,399712,517,4,508,1778833854,192006457
462672250,399776,517,4,512,1778833854,318232761
462672375,399841,517,4,518,1778833854,442140613
462672500,399905,517,4,520,1778833854,568678497
462672625,399970,517,4,522,1778833854,691394344
462672750,400035,517,4,522,1778833854,816117959
462672875,400099,517,4,525,1778833854,939097018
462673000,400164,517,4,524,1778833855,71866944
462673125,400228,517,4,524,1778833855,192336454
462673250,400293,517,4,524,1778833855,317384751
462673375,400358,517,4,524,1778833855,440945132
462673500,400422,517,4,523,1778833855,567011883
462673625,400487,517,4,524,1778833855,692567934
462673750,400552,517,4,525,1778833855,816377947
462673875,400616,517,4,526,1778833855,941942983
462674000,400681,517,4,528,1778833856,72006636
462674125,400745,517,4,529,1778833856,191735271
462674250,400810,517,4,529,1778833856,317844047
462674375,400875,517,4,529,1778833856,441250168
462674500,400939,517,4,527,1778833856,568281088
462674625,401004,517,4,528,1778833856,692390774
462674750,401069,517,4,529,1778833856,814541416
462674875,401133,517,4,530,1778833856,941367445
462675000,401198,517,4,531,1778833857,72892780
462675125,401262,517,4,532,1778833857,192279057
462675250,401327,517,4,534,1778833857,317842925
462675375,401392,517,4,535,1778833857,442186452
462675500,401456,517,4,535,1778833857,567237765
462675625,401521,517,4,535,1778833857,688142453
462675750,401585,517,4,537,1778833857,815971408
462675875,401650,517,4,537,1778833857,940373654
462676000,401715,517,4,538,1778833858,71868360
462676125,401779,517,4,537,1778833858,193082856
462676250,401844,517,4,536,1778833858,318881334
462676375,401908,517,4,537,1778833858,441046633
462676500,401973,517,4,537,1778833858,562019167
462676625,402038,517,4,538,1778833858,692115983
462676750,402102,517,4,535,1778833858,817159835
462676875,402167,517,4,542,1778833858,941232969
462677000,402232,517,4,546,1778833859,72042949
462677125,402296,517,4,549,1778833859,191382838
462677250,402361,517,4,552,1778833859,316761160
462677375,402425,517,4,549,1778833859,439248588
462677500,402490,517,4,546,1778833859,568943420
462677625,402554,517,4,545,1778833859,692120118
462677750,402619,517,4,543,1778833859,816061967
462677875,402684,517,4,543,1778833859,939901329
462678000,402748,517,4,543,1778833860,69796060
462678125,402813,517,4,541,1778833860,189979720
462678250,402877,517,4,540,1778833860,315971709
462678375,402942,517,4,539,1778833860,440239363
462678500,403007,517,4,537,1778833860,565080190
462678625,403071,517,4,536,1778833860,690062085
462678750,403136,517,4,536,1778833860,814173609
462678875,403200,517,4,534,1778833860,939190351
462679000,403265,517,4,533,1778833861,69100815
462679125,403329,517,4,533,1778833861,190108412
462679250,403394,517,4,533,1778833861,313257619
462679375,403459,517,4,532,1778833861,439221308
462679500,403523,517,4,531,1778833861,564943602
462679625,403588,517,4,530,1778833861,689396964
462679750,403652,517,4,531,1778833861,814760767
462679875,403717,517,4,532,1778833861,939254593
462680000,403782,517,4,533,1778833862,70327330
462680125,403846,517,4,535,1778833862,186348621
462680250,403911,517,4,530,1778833862,315770853
462680375,403975,517,4,530,1778833862,439016763
462680500,404040,517,4,530,1778833862,566218560
462680625,404105,517,4,529,1778833862,691224224
462680750,404169,517,4,528,1778833862,815216675
462680875,404234,517,4,526,1778833862,939269603
462681000,404298,517,4,522,1778833863,65978935
462681125,404363,517,4,520,1778833863,191457473
462681250,404427,517,4,518,1778833863,316859774
462681375,404492,517,4,518,1778833863,441100705
462681500,404557,517,4,517,1778833863,565527566
462681625,404621,517,4,516,1778833863,690321631
462681750,404686,517,4,514,1778833863,814993245
462681875,404750,517,4,514,1778833863,937221222
462682000,404815,517,4,513,1778833864,69211855
462682125,404879,517,4,513,1778833864,192132939
462682250,404944,517,4,511,1778833864,316285252
462682375,405009,517,4,512,1778833864,439292109
462682500,405073,517,4,510,1778833864,566386408
462682625,405138,517,4,510,1778833864,689817547
462682750,405203,517,4,509,1778833864,815091124
462682875,405267,517,4,508,1778833864,940048021
462683000,405332,517,4,509,1778833865,69912368
462683125,405396,517,4,504,1778833865,190024281
462683250,405461,517,4,501,1778833865,315732881
462683375,405525,517,4,499,1778833865,439523462
462683500,405590,517,4,502,1778833865,565109065
462683625,405655,517,4,504,1778833865,691139710
462683750,405719,517,4,499,1778833865,812380553
462683875,405784,517,4,496,1778833865,939044723
462684000,405848,517,4,495,1778833866,68884631
462684125,405913,517,4,499,1778833866,192160885
462684250,405977,517,4,500,1778833866,318060634
462684375,406042,517,4,497,1778833866,442158406
462684500,406107,517,4,495,1778833866,567373532
462684625,406171,517,4,494,1778833866,688222794
462684750,406236,517,4,493,1778833866,816191899
462684875,406300,517,4,492,1778833866,943207991
462685000,406365,517,4,492,1778833867,73131638
462685125,406430,517,4,491,1778833867,192251872
462685250,406494,517,4,491,1778833867,317248421
462685375,406559,517,4,491,1778833867,441204930
462685500,406623,517,4,492,1778833867,562189321
462685625,406688,517,4,493,1778833867,691761095
462685750,406753,517,4,492,1778833867,816898218
462685875,406817,517,4,492,1778833867,941127478
462686000,406882,517,4,492,1778833868,71936874
462686125,406946,517,4,491,1778833868,191216702
462686250,407011,517,4,491,1778833868,317003473
462686375,407075,517,4,491,1778833868,439193817
462686500,407140,517,4,490,1778833868,567956116
462686625,407205,517,4,489,1778833868,692946800
462686750,407269,517,4,489,1778833868,815931020
462686875,407334,517,4,489,1778833868,940387494
462687000,407398,517,4,489,1778833869,70388048
462687125,407463,517,4,489,1778833869,192424105
462687250,407528,517,4,488,1778833869,318834213
462687375,407592,517,4,488,1778833869,445233550
462687500,407657,517,4,488,1778833869,570285043
462687625,407721,517,4,489,1778833869,693475322
462687750,407786,517,4,488,1778833869,817299323
462687875,407851,517,4,489,1778833869,942354487
462688000,407915,517,4,489,1778833870,74017571
462688125,407980,517,4,490,1778833870,194279227
462688250,408044,517,4,490,1778833870,317204190
462688375,408109,517,4,488,1778833870,442028852
462688500,408174,517,4,487,1778833870,566972035
462688625,408238,517,4,483,1778833870,692287008
462688750,408303,517,4,481,1778833870,817205372
462688875,408368,517,4,480,1778833870,944353634
462689000,408432,517,4,479,1778833871,73054215
462689125,408497,517,4,477,1778833871,189398591
462689250,408561,517,4,477,1778833871,318885914
462689375,408626,517,4,477,1778833871,444106368
462689500,408691,517,4,477,1778833871,568363685
462689625,408755,517,4,477,1778833871,694134304
462689750,408820,517,4,476,1778833871,818273881
462689875,408884,517,4,477,1778833871,941735988
462690000,408949,517,4,477,1778833872,68211348
462690125,409014,517,4,478,1778833872,193144741
462690250,409078,517,4,476,1778833872,318965848
462690375,409143,517,4,476,1778833872,444166257
462690500,409208,517,4,475,1778833872,568831207
462690625,409272,517,4,475,1778833872,692866380
462690750,409337,517,4,475,1778833872,817471504
462690875,409401,517,4,474,1778833872,941110048
462691000,409466,517,4,473,1778833873,74215248
462691125,409531,517,4,471,1778833873,194501126
462691250,409595,517,4,471,1778833873,319888696
462691375,409660,517,4,471,1778833873,444369458
462691500,409724,517,4,469,1778833873,568195542
462691625,409789,517,4,469,1778833873,693375627
462691750,409854,517,4,469,1778833873,819283011
462691875,409918,517,4,469,1778833873,944150603
462692000,409983,517,4,470,1778833874,73454095
462692125,410048,517,4,470,1778833874,193298380
462692250,410112,517,4,471,1778833874,319759153
462692375,410177,517,4,474,1778833874,443356783
462692500,410241,517,4,474,1778833874,569917651
462692625,410306,517,4,474,1778833874,693461012
462692750,410371,517,4,475,1778833874,815942874
462692875,410435,517,4,474,1778833874,942069652
462693000,410500,517,4,474,1778833875,72156598
462693125,410564,517,4,467,1778833875,193519630
462693250,410629,517,4,464,1778833875,318953986
462693375,410693,516,4,464,1778833875,444565088
462693500,410758,516,4,463,1778833875,568684759
462693625,410823,516,4,461,1778833875,688995296
462693750,410887,516,4,460,1778833875,817176806
462693875,410952,516,4,458,1778833875,942384731
462694000,411016,516,4,455,1778833876,73239545
462694125,411081,517,4,446,1778833876,195215840
462694250,411146,517,4,442,1778833876,320201276
462694375,411210,517,4,440,1778833876,443541299
462694500,411275,516,4,438,1778833876,565185615
462694625,411339,516,4,437,1778833876,694287830
462694750,411404,516,4,436,1778833876,819972473
462694875,411468,516,4,435,1778833876,946363870
462695000,411533,517,4,433,1778833877,76077226
462695125,411598,517,4,432,1778833877,194267896
462695250,411662,516,4,431,1778833877,319798971
462695375,411727,516,4,431,1778833877,441309781
462695500,411791,516,4,430,1778833877,570053978
462695625,411856,516,4,430,1778833877,694742033
462695750,411920,516,4,431,1778833877,818473189
462695875,411985,516,4,431,1778833877,944318539
462696000,412050,516,4,432,1778833878,73137961
462696125,412114,516,4,431,1778833878,195373665
462696250,412179,516,4,438,1778833878,320225807
462696375,412243,516,4,442,1778833878,446187833
462696500,412308,516,4,442,1778833878,569838800
462696625,412372,516,4,441,1778833878,694371611
462696750,412437,516,4,441,1778833878,819126895
462696875,412502,516,4,443,1778833878,944202411
462697000,412566,516,4,444,1778833879,74286239
462697125,412631,516,4,446,1778833879,194896439
462697250,412695,516,4,448,1778833879,316610926
462697375,412760,516,4,448,1778833879,444353692
462697500,412824,516,4,447,1778833879,570180270
462697625,412889,516,4,448,1778833879,694489645
462697750,412953,516,4,448,1778833879,819197334
462697875,413018,516,4,449,1778833879,945020089
462698000,413082,516,4,449,1778833880,74471394
462698125,413147,516,4,448,1778833880,190429860
462698250,413211,516,4,448,1778833880,320190581
462698375,413276,516,4,448,1778833880,444379053
462698500,413340,516,4,448,1778833880,569886929
462698625,413405,516,4,447,1778833880,694652408
462698750,413470,516,4,447,1778833880,819418290
462698875,413534,516,4,448,1778833880,944432692
462699000,413599,516,4,448,1778833881,69211476
462699125,413663,516,4,448,1778833881,195106912
462699250,413728,516,4,448,1778833881,321284243
462699375,413792,516,4,448,1778833881,445273512
462699500,413857,516,4,448,1778833881,569531685
462699625,413921,516,4,449,1778833881,696393856
462699750,413986,516,4,449,1778833881,819146198
462699875,414050,516,4,447,1778833881,941787083
462700000,414115,516,4,448,1778833882,76350850
462700125,414179,516,4,447,1778833882,197063716
462700250,414244,516,4,446,1778833882,322261493
462700375,414308,516,4,445,1778833882,446074770
462700500,414373,516,4,447,1778833882,570155766
462700625,414437,516,4,446,1778833882,694779329
462700750,414502,516,4,446,1778833882,820563849
462700875,414566,516,4,445,1778833882,945251570
462701000,414631,516,4,445,1778833883,74844295
462701125,414695,516,4,445,1778833883,194460984
462701250,414760,516,4,446,1778833883,319828923
462701375,414824,516,4,446,1778833883,445054360
462701500,414889,516,4,444,1778833883,570250637
462701625,414953,516,4,443,1778833883,694924576
462701750,415018,516,4,442,1778833883,818272805
462701875,415082,516,4,442,1778833883,944430568
462702000,415147,516,4,439,1778833884,74105345
462702125,415211,516,4,437,1778833884,194256336
462702250,415276,516,4,434,1778833884,320166187
462702375,415340,516,4,431,1778833884,445487138
462702500,415405,516,4,428,1778833884,571439233
462702625,415469,516,4,425,1778833884,690367309
462702750,415534,516,4,424,1778833884,819088559
462702875,415598,516,4,423,1778833884,945070976
462703000,415663,516,4,421,1778833885,74402802
462703125,415727,516,4,420,1778833885,196250788
462703250,415792,516,4,419,1778833885,322318310
462703375,415856,516,4,419,1778833885,446228090
462703500,415921,516,4,419,1778833885,566967363
462703625,415985,516,4,420,1778833885,696222474
462703750,416050,516,4,424,1778833885,821485445
462703875,416114,516,4,425,1778833885,947031696
462704000,416179,516,4,425,1778833886,76352247
462704125,416243,516,4,426,1778833886,195173347
462704250,416308,516,4,426,1778833886,321158164
462704375,416372,516,4,426,1778833886,443362398
462704500,416437,516,4,425,1778833886,571315808
462704625,416501,516,4,425,1778833886,695324600
462704750,416566,516,4,425,1778833886,820174488
462704875,416630,516,4,425,1778833886,945232874
462705000,416695,516,4,426,1778833887,76390148
462705125,416759,516,4,427,1778833887,195345844
462705250,416824,516,4,428,1778833887,320903907
462705375,416888,516,4,428,1778833887,446520816
462705500,416953,516,4,426,1778833887,570240129
462705625,417017,516,4,426,1778833887,694907322
462705750,417082,516,4,427,1778833887,819032798
462705875,417146,516,4,429,1778833887,944397177
462706000,417211,516,4,429,1778833888,75171496
462706125,417275,516,4,429,1778833888,195530543
462706250,417340,516,4,429,1778833888,319142728
462706375,417405,516,4,429,1778833888,445425480
462706500,417469,516,4,427,1778833888,569863707
462706625,417533,516,4,426,1778833888,694611881
462706750,417598,516,4,426,1778833888,820111678
462706875,417663,516,4,427,1778833888,946097894
462707000,417727,516,4,426,1778833889,75388832
462707125,417792,516,4,425,1778833889,190314914
462707250,417856,516,4,423,1778833889,320171503
462707375,417921,516,4,423,1778833889,445399484
462707500,417985,516,4,423,1778833889,572138943
462707625,418050,516,4,422,1778833889,696199280
462707750,418114,516,4,423,1778833889,820506661
462707875,418179,516,4,423,1778833889,945488407
462708000,418243,516,4,423,1778833890,71122039
462708125,418308,516,4,422,1778833890,195520401
462708250,418372,516,4,422,1778833890,319852247
462708375,418437,516,4,422,1778833890,445150006
462708500,418501,516,4,423,1778833890,569484518
462708625,418566,516,4,424,1778833890,694234388
462708750,418630,516,4,425,1778833890,818942776
462708875,418695,516,4,425,1778833890,941310475
462709000,418759,516,4,425,1778833891,74401073
462709125,418824,516,4,425,1778833891,197195634
462709250,418888,516,4,425,1778833891,324302937
462709375,418953,516,4,426,1778833891,447079797
462709500,419017,516,4,426,1778833891,569993525
462709625,419082,516,4,425,1778833891,694963666
462709750,419146,516,4,426,1778833891,819838652
462709875,419211,516,4,426,1778833891,945503356
462710000,419275,516,4,426,1778833892,76543838
462710125,419340,516,4,425,1778833892,197470262
462710250,419404,516,4,425,1778833892,322580949
462710375,419469,516,4,427,1778833892,447162279
462710500,419533,516,4,429,1778833892,572429898
462710625,419598,516,4,429,1778833892,696308742
462710750,419662,516,4,429,1778833892,819390856
462710875,419727,516,4,429,1778833892,947183019
462711000,419792,516,4,429,1778833893,76278640
462711125,419856,516,4,430,1778833893,196931037
462711250,419921,516,4,430,1778833893,322380608
462711375,419985,516,4,428,1778833893,447553337
462711500,420050,516,4,428,1778833893,571470586
462711625,420114,516,4,427,1778833893,691385785
462711750,420179,516,4,426,1778833893,819619159
462711875,420243,516,4,427,1778833893,944952477
462712000,420308,516,4,427,1778833894,75541995
462712125,420372,516,4,427,1778833894,196260287
462712250,420437,516,4,427,1778833894,322595162
462712375,420501,516,4,426,1778833894,447330222
462712500,420566,516,4,426,1778833894,567863774
462712625,420630,516,4,422,1778833894,695401341
462712750,420695,516,4,421,1778833894,821632638
462712875,420759,516,4,420,1778833894,947289043
462713000,420824,516,4,418,1778833895,76399122
462713125,420888,516,4,415,1778833895,196198349
462713250,420953,516,4,413,1778833895,320183097
462713375,421017,516,4,412,1778833895,442369461
462713500,421082,516,4,411,1778833895,570479154
462713625,421146,516,4,410,1778833895,696034559
462713750,421211,516,4,408,1778833895,819604174
462713875,421275,516,4,405,1778833895,944142567
462714000,421340,516,4,405,1778833896,74227236
462714125,421404,516,4,409,1778833896,195043005
462714250,421469,516,4,413,1778833896,320477636
462714375,421533,516,4,411,1778833896,446219084
462714500,421598,516,4,409,1778833896,570244354
462714625,421662,516,4,410,1778833896,695027437
462714750,421727,516,4,410,1778833896,819140886
462714875,421791,516,4,410,1778833896,944530127
462715000,421856,516,4,410,1778833897,76106266
462715125,421920,516,4,409,1778833897,195213216
462715250,421985,516,4,412,1778833897,317568108
462715375,422049,516,4,413,1778833897,444370805
462715500,422114,516,3,414,1778833897,569095663
462715625,422178,516,3,411,1778833897,694230830
462715750,422243,516,3,409,1778833897,819143290
462715875,422307,516,3,409,1778833897,945233824
462716000,422371,516,3,408,1778833898,75266840
462716125,422436,516,3,408,1778833898,190474366
462716250,422500,516,3,409,1778833898,321186484
462716375,422565,516,3,409,1778833898,445071145
462716500,422629,516,3,408,1778833898,570050145
462716625,422694,516,3,409,1778833898,695087788
462716750,422758,516,3,410,1778833898,819636841
462716875,422823,516,3,409,1778833898,944332876
462717000,422887,516,3,410,1778833899,69382575
462717125,422952,516,3,409,1778833899,194332016
462717250,423016,516,3,409,1778833899,319830655
462717375,423081,516,3,409,1778833899,445018512
462717500,423145,516,3,412,1778833899,571382180
462717625,423210,516,3,414,1778833899,693648543
462717750,423274,516,3,415,1778833899,818329809
462717875,423339,516,3,416,1778833899,940572930
462718000,423403,516,3,416,1778833900,73374058
462718125,423468,516,3,416,1778833900,195594030
462718250,423532,516,3,416,1778833900,320458262
462718375,423597,516,3,417,1778833900,444444078
462718500,423661,516,3,418,1778833900,569445821
