iTOW,gpsFix,flags,fixStat,flags2,ttff,msss,bag_t.secs,bag_t.nsecs
462698875,3,223,2,8,7124176,7846927,1778833880,944417346
462699000,3,223,2,8,7124176,7847052,1778833881,69139349
462699125,3,223,2,8,7124176,7847177,1778833881,195021536
462699250,3,223,2,8,7124176,7847302,1778833881,321218565
462699375,3,223,2,8,7124176,7847427,1778833881,445260600
462699500,3,223,2,8,7124176,7847552,1778833881,569524867
462699625,3,223,2,8,7124176,7847677,1778833881,696263807
462699750,3,223,2,8,7124176,7847802,1778833881,819141520
462699875,3,223,2,8,7124176,7847927,1778833881,941779561
462700000,3,223,2,8,7124176,7848052,1778833882,76352756
462700125,3,223,2,8,7124176,7848177,1778833882,196904025
462700250,3,223,2,8,7124176,7848302,1778833882,322242088
462700375,3,223,2,8,7124176,7848427,1778833882,445527784
462700500,3,223,2,8,7124176,7848552,1778833882,570148567
462700625,3,223,2,8,7124176,7848677,1778833882,694771943
462700750,3,223,2,8,7124176,7848802,1778833882,820543399
462700875,3,223,2,8,7124176,7848927,1778833882,945240590
462701000,3,223,2,8,7124176,7849052,1778833883,74839600
462701125,3,223,2,8,7124176,7849177,1778833883,194400871
462701250,3,223,2,8,7124176,7849302,1778833883,319794056
462701375,3,223,2,8,7124176,7849427,1778833883,445052521
462701500,3,223,2,8,7124176,7849552,1778833883,570185314
462701625,3,223,2,8,7124176,7849677,1778833883,694921242
462701750,3,223,2,8,7124176,7849802,1778833883,818265218
462701875,3,223,2,8,7124176,7849927,1778833883,944420349
462702000,3,223,2,8,7124176,7850052,1778833884,74100200
462702125,3,223,2,8,7124176,7850177,1778833884,194250397
462702250,3,223,2,8,7124176,7850302,1778833884,320068382
462702375,3,223,2,8,7124176,7850427,1778833884,445477589
462702500,3,223,2,8,7124176,7850552,1778833884,571441899
462702625,3,223,2,8,7124176,7850677,1778833884,690360361
462702750,3,223,2,8,7124176,7850802,1778833884,819077188
462702875,3,223,2,8,7124176,7850927,1778833884,945070000
462703000,3,223,2,8,7124176,7851052,1778833885,74398654
462703125,3,223,2,8,7124176,7851177,1778833885,196242481
462703250,3,223,2,8,7124176,7851302,1778833885,322308615
462703375,3,223,2,8,7124176,7851427,1778833885,446219433
462703500,3,223,2,8,7124176,7851552,1778833885,566556216
462703625,3,223,2,8,7124176,7851677,1778833885,696213947
462703750,3,223,2,8,7124176,7851802,1778833885,821477535
462703875,3,223,2,8,7124176,7851927,1778833885,947024387
462704000,3,223,2,8,7124176,7852052,1778833886,76345593
462704125,3,223,2,8,7124176,7852177,1778833886,195052556
462704250,3,223,2,8,7124176,7852302,1778833886,321158162
462704375,3,223,2,8,7124176,7852427,1778833886,443256046
462704500,3,223,2,8,7124176,7852552,1778833886,571311171
462704625,3,223,2,8,7124176,7852677,1778833886,695218289
462704750,3,223,2,8,7124176,7852802,1778833886,820159181
462704875,3,223,2,8,7124176,7852927,1778833886,945226339
462705000,3,223,2,8,7124176,7853052,1778833887,76382768
462705125,3,223,2,8,7124176,7853177,1778833887,195339679
462705250,3,223,2,8,7124176,7853302,1778833887,320810766
462705375,3,223,2,8,7124176,7853427,1778833887,446516448
462705500,3,223,2,8,7124176,7853552,1778833887,570062063
462705625,3,223,2,8,7124176,7853677,1778833887,694900780
462705750,3,223,2,8,7124176,7853802,1778833887,819022739
462705875,3,223,2,8,7124176,7853927,1778833887,944339152
462706000,3,223,2,8,7124176,7854052,1778833888,75007351
462706125,3,223,2,8,7124176,7854177,1778833888,195524611
462706250,3,223,2,8,7124176,7854302,1778833888,319125448
462706375,3,223,2,8,7124176,7854427,1778833888,445391473
462706500,3,223,2,8,7124176,7854552,1778833888,569858409
462706625,3,223,2,8,7124176,7854677,1778833888,694431792
462706750,3,223,2,8,7124176,7854802,1778833888,820103375
462706875,3,223,2,8,7124176,7854927,1778833888,945616624
462707000,3,223,2,8,7124176,7855052,1778833889,75382061
462707125,3,223,2,8,7124176,7855177,1778833889,190246915
462707250,3,223,2,8,7124176,7855302,1778833889,320162176
462707375,3,223,2,8,7124176,7855427,1778833889,445270555
462707500,3,223,2,8,7124176,7855552,1778833889,572136364
462707625,3,223,2,8,7124176,7855677,1778833889,696193651
462707750,3,223,2,8,7124176,7855802,1778833889,820508634
462707875,3,223,2,8,7124176,7855927,1778833889,945418781
462708000,3,223,2,8,7124176,7856052,1778833890,70550894
462708125,3,223,2,8,7124176,7856177,1778833890,195513818
462708250,3,223,2,8,7124176,7856302,1778833890,319845248
462708375,3,223,2,8,7124176,7856427,1778833890,445028457
462708500,3,223,2,8,7124176,7856552,1778833890,569417218
462708625,3,223,2,8,7124176,7856677,1778833890,694227847
462708750,3,223,2,8,7124176,7856802,1778833890,818630429
462708875,3,223,2,8,7124176,7856927,1778833890,941304049
462709000,3,223,2,8,7124176,7857052,1778833891,74315647
462709125,3,223,2,8,7124176,7857177,1778833891,197178250
462709250,3,223,2,8,7124176,7857302,1778833891,324296955
462709375,3,223,2,8,7124176,7857427,1778833891,447072518
462709500,3,223,2,8,7124176,7857552,1778833891,569888984
462709625,3,223,2,8,7124176,7857677,1778833891,694963161
462709750,3,223,2,8,7124176,7857802,1778833891,819832824
462709875,3,223,2,8,7124176,7857927,1778833891,945498267
462710000,3,223,2,8,7124176,7858052,1778833892,76480264
462710125,3,223,2,8,7124176,7858177,1778833892,197469903
462710250,3,223,2,8,7124176,7858302,1778833892,322575982
462710375,3,223,2,8,7124176,7858427,1778833892,447156749
462710500,3,223,2,8,7124176,7858552,1778833892,572343571
462710625,3,223,2,8,7124176,7858677,1778833892,696301797
462710750,3,223,2,8,7124176,7858802,1778833892,819391616
462710875,3,223,2,8,7124176,7858927,1778833892,947001322
462711000,3,223,2,8,7124176,7859052,1778833893,76161249
462711125,3,223,2,8,7124176,7859177,1778833893,196916327
462711250,3,223,2,8,7124176,7859302,1778833893,322372301
462711375,3,223,2,8,7124176,7859427,1778833893,447444224
462711500,3,223,2,8,7124176,7859552,1778833893,571460536
462711625,3,223,2,8,7124176,7859677,1778833893,691297535
462711750,3,223,2,8,7124176,7859802,1778833893,819620010
462711875,3,223,2,8,7124176,7859927,1778833893,944945697
462712000,3,223,2,8,7124176,7860052,1778833894,75535781
462712125,3,223,2,8,7124176,7860177,1778833894,196252875
462712250,3,223,2,8,7124176,7860302,1778833894,322539584
462712375,3,223,2,8,7124176,7860427,1778833894,447315471
462712500,3,223,2,8,7124176,7860552,1778833894,567858502
462712625,3,223,2,8,7124176,7860677,1778833894,695389633
462712750,3,223,2,8,7124176,7860802,1778833894,821549633
462712875,3,223,2,8,7124176,7860927,1778833894,947277485
462713000,3,223,2,8,7124176,7861052,1778833895,76298137
462713125,3,223,2,8,7124176,7861177,1778833895,196187325
462713250,3,223,2,8,7124176,7861302,1778833895,320174011
462713375,3,223,2,8,7124176,7861427,1778833895,442271043
462713500,3,223,2,8,7124176,7861552,1778833895,570423231
462713625,3,223,2,8,7124176,7861677,1778833895,695984961
462713750,3,223,2,8,7124176,7861802,1778833895,819598916
462713875,3,223,2,8,7124176,7861927,1778833895,943608524
462714000,3,223,2,8,7124176,7862052,1778833896,74220964
462714125,3,223,2,8,7124176,7862177,1778833896,194842087
462714250,3,223,2,8,7124176,7862302,1778833896,320340697
462714375,3,223,2,8,7124176,7862427,1778833896,446212780
462714500,3,223,2,8,7124176,7862552,1778833896,570238539
462714625,3,223,2,8,7124176,7862677,1778833896,695024042
462714750,3,223,2,8,7124176,7862802,1778833896,818725776
462714875,3,223,2,8,7124176,7862927,1778833896,944476462
462715000,3,223,2,8,7124176,7863052,1778833897,76103533
462715125,3,223,2,8,7124176,7863177,1778833897,195207189
462715250,3,223,2,8,7124176,7863302,1778833897,317559172
462715375,3,223,2,8,7124176,7863427,1778833897,444361234
462715500,3,223,2,8,7124176,7863552,1778833897,569088474
462715625,3,223,2,8,7124176,7863677,1778833897,694170180
462715750,3,223,2,8,7124176,7863802,1778833897,819143288
462715875,3,223,2,8,7124176,7863927,1778833897,945232325
462716000,3,223,2,8,7124176,7864052,1778833898,75256965
462716125,3,223,2,8,7124176,7864177,1778833898,190461784
462716250,3,223,2,8,7124176,7864302,1778833898,321180040
462716375,3,223,2,8,7124176,7864427,1778833898,445062573
462716500,3,223,2,8,7124176,7864552,1778833898,570042590
462716625,3,223,2,8,7124176,7864677,1778833898,694915907
462716750,3,223,2,8,7124176,7864802,1778833898,819636840
462716875,3,223,2,8,7124176,7864927,1778833898,944327025
462717000,3,223,2,8,7124176,7865052,1778833899,69377050
462717125,3,223,2,8,7124176,7865177,1778833899,194226449
462717250,3,223,2,8,7124176,7865302,1778833899,319610607
462717375,3,223,2,8,7124176,7865427,1778833899,444947536
462717500,3,223,2,8,7124176,7865552,1778833899,571382759
462717625,3,223,2,8,7124176,7865677,1778833899,693509458
462717750,3,223,2,8,7124176,7865802,1778833899,818271585
462717875,3,223,2,8,7124176,7865927,1778833899,940451223
462718000,3,223,2,8,7124176,7866052,1778833900,73368228
462718125,3,223,2,8,7124176,7866177,1778833900,195528471
462718250,3,223,2,8,7124176,7866302,1778833900,320458199
462718375,3,223,2,8,7124176,7866427,1778833900,444434580
462718500,3,223,2,8,7124176,7866552,1778833900,569328130
462718625,3,223,2,8,7124176,7866677,1778833900,694391516
462718750,3,223,2,8,7124176,7866802,1778833900,820043251
462718875,3,223,2,8,7124176,7866927,1778833900,946363382
462719000,3,223,2,8,7124176,7867052,1778833901,74584848
462719125,3,223,2,8,7124176,7867177,1778833901,195287014
462719250,3,223,2,8,7124176,7867302,1778833901,320624836
462719375,3,223,2,8,7124176,7867427,1778833901,445420911
462719500,3,223,2,8,7124176,7867552,1778833901,570093893
462719625,3,223,2,8,7124176,7867677,1778833901,695231338
462719750,3,223,2,8,7124176,7867802,1778833901,819317052
462719875,3,223,2,8,7124176,7867927,1778833901,946415695
462720000,3,223,2,8,7124176,7868052,1778833902,76577882
462720125,3,223,2,8,7124176,7868177,1778833902,196164638
462720250,3,223,2,8,7124176,7868302,1778833902,321513840
462720375,3,223,2,8,7124176,7868427,1778833902,447453247
462720500,3,223,2,8,7124176,7868552,1778833902,571370208
462720625,3,223,2,8,7124176,7868677,1778833902,691395198
462720750,3,223,2,8,7124176,7868802,1778833902,819584993
462720875,3,223,2,8,7124176,7868927,1778833902,944966554
462721000,3,223,2,8,7124176,7869052,1778833903,75966860
462721125,3,223,2,8,7124176,7869177,1778833903,196304599
462721250,3,223,2,8,7124176,7869302,1778833903,322003807
462721375,3,223,2,8,7124176,7869427,1778833903,445259514
462721500,3,223,2,8,7124176,7869552,1778833903,566275952
462721625,3,223,2,8,7124176,7869677,1778833903,696259081
462721750,3,223,2,8,7124176,7869802,1778833903,821254950
462721875,3,223,2,8,7124176,7869927,1778833903,947218878
462722000,3,223,2,8,7124176,7870052,1778833904,76145503
462722125,3,223,2,8,7124176,7870177,1778833904,196200700
462722250,3,223,2,8,7124176,7870302,1778833904,322095073
462722375,3,223,2,8,7124176,7870427,1778833904,443671536
462722500,3,223,2,8,7124176,7870552,1778833904,572546332
462722625,3,223,2,8,7124176,7870677,1778833904,697069735
462722750,3,223,2,8,7124176,7870802,1778833904,820545747
462722875,3,223,2,8,7124176,7870927,1778833904,945669256
462723000,3,223,2,8,7124176,7871052,1778833905,75104467
462723125,3,223,2,8,7124176,7871177,1778833905,195567514
462723250,3,223,2,8,7124176,7871302,1778833905,319637459
462723375,3,223,2,8,7124176,7871427,1778833905,444480637
462723500,3,223,2,8,7124176,7871552,1778833905,569697608
462723625,3,223,2,8,7124176,7871677,1778833905,694669938
462723750,3,223,2,8,7124176,7871802,1778833905,818509226
462723875,3,223,2,8,7124176,7871927,1778833905,944292387
462724000,3,223,2,8,7124176,7872052,1778833906,74475629
462724125,3,223,2,8,7124176,7872177,1778833906,194503897
462724250,3,223,2,8,7124176,7872302,1778833906,317525336
462724375,3,223,2,8,7124176,7872427,1778833906,443674279
462724500,3,223,2,8,7124176,7872552,1778833906,568352612
462724625,3,223,2,8,7124176,7872677,1778833906,693513218
462724750,3,223,2,8,7124176,7872802,1778833906,819120026
462724875,3,223,2,8,7124176,7872927,1778833906,945306997
462725000,3,223,2,8,7124176,7873052,1778833907,76472340
462725125,3,223,2,8,7124176,7873177,1778833907,189590011
462725250,3,223,2,8,7124176,7873302,1778833907,318522325
462725375,3,223,2,8,7124176,7873427,1778833907,442514938
462725500,3,223,2,8,7124176,7873552,1778833907,568408994
462725625,3,223,2,8,7124176,7873677,1778833907,694527494
462725750,3,223,2,8,7124176,7873802,1778833907,818217838
462725875,3,223,2,8,7124176,7873927,1778833907,942515311
462726000,3,223,2,8,7124176,7874052,1778833908,68507106
462726125,3,223,2,8,7124176,7874177,1778833908,194351895
462726250,3,223,2,8,7124176,7874302,1778833908,319449041
462726375,3,223,2,8,7124176,7874427,1778833908,444567204
462726500,3,223,2,8,7124176,7874552,1778833908,569078818
462726625,3,223,2,8,7124176,7874677,1778833908,693433777
462726750,3,223,2,8,7124176,7874802,1778833908,817643833
462726875,3,223,2,8,7124176,7874927,1778833908,941087877
462727000,3,223,2,8,7124176,7875052,1778833909,74111237
462727125,3,223,2,8,7124176,7875177,1778833909,195607194
462727250,3,223,2,8,7124176,7875302,1778833909,319975553
462727375,3,223,2,8,7124176,7875427,1778833909,443657535
462727500,3,223,2,8,7124176,7875552,1778833909,570429640
462727625,3,223,2,8,7124176,7875677,1778833909,694606589
462727750,3,223,2,8,7124176,7875802,1778833909,819458349
462727875,3,223,2,8,7124176,7875927,1778833909,947320496
462728000,3,223,2,8,7124176,7876052,1778833910,77337366
462728125,3,223,2,8,7124176,7876177,1778833910,195514349
462728250,3,223,2,8,7124176,7876302,1778833910,321578325
462728375,3,223,2,8,7124176,7876427,1778833910,445589139
462728500,3,223,2,8,7124176,7876552,1778833910,571452718
462728625,3,223,2,8,7124176,7876677,1778833910,696534079
462728750,3,223,2,8,7124176,7876802,1778833910,818481679
462728875,3,223,2,8,7124176,7876927,1778833910,945541485
462729000,3,223,2,8,7124176,7877052,1778833911,74714794
462729125,3,223,2,8,7124176,7877177,1778833911,196195192
462729250,3,223,2,8,7124176,7877302,1778833911,321471446
462729375,3,223,2,8,7124176,7877427,1778833911,446448579
462729500,3,223,2,8,7124176,7877552,1778833911,570241330
462729625,3,223,2,8,7124176,7877677,1778833911,691643849
462729750,3,223,2,8,7124176,7877802,1778833911,819323974
462729875,3,223,2,8,7124176,7877927,1778833911,944478247
462730000,3,223,2,8,7124176,7878052,1778833912,76558586
462730125,3,223,2,8,7124176,7878177,1778833912,196319471
462730250,3,223,2,8,7124176,7878302,1778833912,322061103
462730375,3,223,2,8,7124176,7878427,1778833912,445533644
462730500,3,223,2,8,7124176,7878552,1778833912,566375677
462730625,3,223,2,8,7124176,7878677,1778833912,697388469
462730750,3,223,2,8,7124176,7878802,1778833912,821233986
462730875,3,223,2,8,7124176,7878927,1778833912,947220093
462731000,3,223,2,8,7124176,7879052,1778833913,76637648
462731125,3,223,2,8,7124176,7879177,1778833913,195417559
462731250,3,223,2,8,7124176,7879302,1778833913,321187759
462731375,3,223,2,8,7124176,7879427,1778833913,441535994
462731500,3,223,2,8,7124176,7879552,1778833913,569149671
462731625,3,223,2,8,7124176,7879677,1778833913,696305799
462731750,3,223,2,8,7124176,7879802,1778833913,819525316
462731875,3,223,2,8,7124176,7879927,1778833913,943718169
462732000,3,223,2,8,7124176,7880052,1778833914,73494803
462732125,3,223,2,8,7124176,7880177,1778833914,193436761
462732250,3,223,2,8,7124176,7880302,1778833914,319646866
462732375,3,223,2,8,7124176,7880427,1778833914,444646678
462732500,3,223,2,8,7124176,7880552,1778833914,570371994
462732625,3,223,2,8,7124176,7880677,1778833914,694646955
462732750,3,223,2,8,7124176,7880802,1778833914,818223193
462732875,3,223,2,8,7124176,7880927,1778833914,942490292
462733000,3,223,2,8,7124176,7881052,1778833915,73671164
462733125,3,223,2,8,7124176,7881177,1778833915,194675023
462733250,3,223,2,8,7124176,7881302,1778833915,318355676
462733375,3,223,2,8,7124176,7881427,1778833915,444672203
462733500,3,223,2,8,7124176,7881552,1778833915,569362243
462733625,3,223,2,8,7124176,7881677,1778833915,694590496
462733750,3,223,2,8,7124176,7881802,1778833915,819661177
462733875,3,223,2,8,7124176,7881927,1778833915,945642568
462734000,3,223,2,8,7124176,7882052,1778833916,75276761
462734125,3,223,2,8,7124176,7882177,1778833916,192185163
462734250,3,223,2,8,7124176,7882302,1778833916,320376225
462734375,3,223,2,8,7124176,7882427,1778833916,444381718
462734500,3,223,2,8,7124176,7882552,1778833916,569641899
462734625,3,223,2,8,7124176,7882677,1778833916,694521813
462734750,3,223,2,8,7124176,7882802,1778833916,819593184
462734875,3,223,2,8,7124176,7882927,1778833916,944311972
462735000,3,223,2,8,7124176,7883052,1778833917,70090650
462735125,3,223,2,8,7124176,7883177,1778833917,193479732
462735250,3,223,2,8,7124176,7883302,1778833917,320423280
462735375,3,223,2,8,7124176,7883427,1778833917,446553059
462735500,3,223,2,8,7124176,7883552,1778833917,570247133
462735625,3,223,2,8,7124176,7883677,1778833917,696705868
462735750,3,223,2,8,7124176,7883802,1778833917,819483436
462735875,3,223,2,8,7124176,7883927,1778833917,941986860
462736000,3,223,2,8,7124176,7884052,1778833918,75264567
462736125,3,223,2,8,7124176,7884177,1778833918,194965724
462736250,3,223,2,8,7124176,7884302,1778833918,320345470
462736375,3,223,2,8,7124176,7884427,1778833918,444759179
462736500,3,223,2,8,7124176,7884552,1778833918,569907506
462736625,3,223,2,8,7124176,7884677,1778833918,694375918
462736750,3,223,2,8,7124176,7884802,1778833918,819362844
462736875,3,223,2,8,7124176,7884927,1778833918,946350967
462737000,3,223,2,8,7124176,7885052,1778833919,75062204
462737125,3,223,2,8,7124176,7885177,1778833919,195155184
462737250,3,223,2,8,7124176,7885302,1778833919,319868551
462737375,3,223,2,8,7124176,7885427,1778833919,444353463
462737500,3,223,2,8,7124176,7885552,1778833919,572378300
462737625,3,223,2,8,7124176,7885677,1778833919,695067128
462737750,3,223,2,8,7124176,7885802,1778833919,816919515
462737875,3,223,2,8,7124176,7885927,1778833919,943459832
462738000,3,223,2,8,7124176,7886052,1778833920,73341360
462738125,3,223,2,8,7124176,7886177,1778833920,194281952
462738250,3,223,2,8,7124176,7886302,1778833920,320189433
462738375,3,223,2,8,7124176,7886427,1778833920,445022793
462738500,3,223,2,8,7124176,7886552,1778833920,569984156
462738625,3,223,2,8,7124176,7886677,1778833920,690568465
462738750,3,223,2,8,7124176,7886802,1778833920,819326997
462738875,3,223,2,8,7124176,7886927,1778833920,945157860
462739000,3,223,2,8,7124176,7887052,1778833921,74405456
462739125,3,223,2,8,7124176,7887177,1778833921,197083950
462739250,3,223,2,8,7124176,7887302,1778833921,320633456
462739375,3,223,2,8,7124176,7887427,1778833921,444415701
462739500,3,223,2,8,7124176,7887552,1778833921,566218890
462739625,3,223,2,8,7124176,7887677,1778833921,697237279
462739750,3,223,2,8,7124176,7887802,1778833921,821485924
462739875,3,223,2,8,7124176,7887927,1778833921,946499505
462740000,3,223,2,8,7124176,7888052,1778833922,77277251
462740125,3,223,2,8,7124176,7888177,1778833922,196275061
462740250,3,223,2,8,7124176,7888302,1778833922,322102561
462740375,3,223,2,8,7124176,7888427,1778833922,443471553
462740500,3,223,2,8,7124176,7888552,1778833922,572220029
462740625,3,223,2,8,7124176,7888677,1778833922,697272328
462740750,3,223,2,8,7124176,7888802,1778833922,821608726
462740875,3,223,2,8,7124176,7888927,1778833922,947040319
462741000,3,223,2,8,7124176,7889052,1778833923,76296405
462741125,3,223,2,8,7124176,7889177,1778833923,196670360
462741250,3,223,2,8,7124176,7889302,1778833923,321538670
462741375,3,223,2,8,7124176,7889427,1778833923,446746539
462741500,3,223,2,8,7124176,7889552,1778833923,571541974
462741625,3,223,2,8,7124176,7889677,1778833923,696991697
462741750,3,223,2,8,7124176,7889802,1778833923,820263024
462741875,3,223,2,8,7124176,7889927,1778833923,946269590
462742000,3,223,2,8,7124176,7890052,1778833924,76261417
462742125,3,223,2,8,7124176,7890177,1778833924,197131805
462742250,3,223,2,8,7124176,7890302,1778833924,319977942
462742375,3,223,2,8,7124176,7890427,1778833924,446627108
462742500,3,223,2,8,7124176,7890552,1778833924,571789068
462742625,3,223,2,8,7124176,7890677,1778833924,696386235
462742750,3,223,2,8,7124176,7890802,1778833924,821213575
462742875,3,223,2,8,7124176,7890927,1778833924,947641525
462743000,3,223,2,8,7124176,7891052,1778833925,75370215
462743125,3,223,2,8,7124176,7891177,1778833925,190239128
462743250,3,223,2,8,7124176,7891302,1778833925,320229381
462743375,3,223,2,8,7124176,7891427,1778833925,445010219
462743500,3,223,2,8,7124176,7891552,1778833925,569678920
462743625,3,223,2,8,7124176,7891677,1778833925,695513678
462743750,3,223,2,8,7124176,7891802,1778833925,819293834
462743875,3,223,2,8,7124176,7891927,1778833925,943736573
462744000,3,223,2,8,7124176,7892052,1778833926,69006444
462744125,3,223,2,8,7124176,7892177,1778833926,193686159
462744250,3,223,2,8,7124176,7892302,1778833926,319760042
462744375,3,223,2,8,7124176,7892427,1778833926,444976039
462744500,3,223,2,8,7124176,7892552,1778833926,569454000
462744625,3,223,2,8,7124176,7892677,1778833926,694395752
462744750,3,223,2,8,7124176,7892802,1778833926,818391145
462744875,3,223,2,8,7124176,7892927,1778833926,941306952
462745000,3,223,2,8,7124176,7893052,1778833927,75750481
462745125,3,223,2,8,7124176,7893177,1778833927,195598678
462745250,3,223,2,8,7124176,7893302,1778833927,320362791
462745375,3,223,2,8,7124176,7893427,1778833927,444387914
462745500,3,223,2,8,7124176,7893552,1778833927,568561870
462745625,3,223,2,8,7124176,7893677,1778833927,693015188
462745750,3,223,2,8,7124176,7893802,1778833927,817631138
462745875,3,223,2,8,7124176,7893927,1778833927,944445188
462746000,3,223,2,8,7124176,7894052,1778833928,73543289
462746125,3,223,2,8,7124176,7894177,1778833928,194269591
462746250,3,223,2,8,7124176,7894302,1778833928,319279097
462746375,3,223,2,8,7124176,7894427,1778833928,444388606
462746500,3,223,2,8,7124176,7894552,1778833928,569577235
462746625,3,223,2,8,7124176,7894677,1778833928,694374231
462746750,3,223,2,8,7124176,7894802,1778833928,816274116
462746875,3,223,2,8,7124176,7894927,1778833928,942376554
462747000,3,223,2,8,7124176,7895052,1778833929,72773873
462747125,3,223,2,8,7124176,7895177,1778833929,193411297
462747250,3,223,2,8,7124176,7895302,1778833929,319208014
462747375,3,223,2,8,7124176,7895427,1778833929,443564380
462747500,3,223,2,8,7124176,7895552,1778833929,569723066
462747625,3,223,2,8,7124176,7895677,1778833929,690271215
462747750,3,223,2,8,7124176,7895802,1778833929,817489738
462747875,3,223,2,8,7124176,7895927,1778833929,942369370
462748000,3,223,2,8,7124176,7896052,1778833930,73255013
462748125,3,223,2,8,7124176,7896177,1778833930,195111571
462748250,3,223,2,8,7124176,7896302,1778833930,318621210
462748375,3,223,2,8,7124176,7896427,1778833930,442549978
462748500,3,223,2,8,7124176,7896552,1778833930,564346099
462748625,3,223,2,8,7124176,7896677,1778833930,693626729
462748750,3,223,2,8,7124176,7896802,1778833930,817408132
462748875,3,223,2,8,7124176,7896927,1778833930,942190626
462749000,3,223,2,8,7124176,7897052,1778833931,73548449
462749125,3,223,2,8,7124176,7897177,1778833931,193330460
462749250,3,223,2,8,7124176,7897302,1778833931,319355713
462749375,3,223,2,8,7124176,7897427,1778833931,441407169
462749500,3,223,2,8,7124176,7897552,1778833931,569065029
462749625,3,223,2,8,7124176,7897677,1778833931,696632731
462749750,3,223,2,8,7124176,7897802,1778833931,820105292
462749875,3,223,2,8,7124176,7897927,1778833931,944681430
462750000,3,223,2,8,7124176,7898052,1778833932,75300806
462750125,3,223,2,8,7124176,7898177,1778833932,194562288
462750250,3,223,2,8,7124176,7898302,1778833932,320698972
462750375,3,223,2,8,7124176,7898427,1778833932,445518632
462750500,3,223,2,8,7124176,7898552,1778833932,570384003
462750625,3,223,2,8,7124176,7898677,1778833932,694476537
462750750,3,223,2,8,7124176,7898802,1778833932,819732237
462750875,3,223,2,8,7124176,7898927,1778833932,946514087
462751000,3,223,2,8,7124176,7899052,1778833933,75680995
462751125,3,223,2,8,7124176,7899177,1778833933,196221277
462751250,3,223,2,8,7124176,7899302,1778833933,319796247
462751375,3,223,2,8,7124176,7899427,1778833933,447504667
462751500,3,223,2,8,7124176,7899552,1778833933,571483084
462751625,3,223,2,8,7124176,7899677,1778833933,696490537
462751750,3,223,2,8,7124176,7899802,1778833933,821477245
462751875,3,223,2,8,7124176,7899927,1778833933,947645165
462752000,3,223,2,8,7124176,7900052,1778833934,77067941
462752125,3,223,2,8,7124176,7900177,1778833934,192122506
462752250,3,223,2,8,7124176,7900302,1778833934,322069140
462752375,3,223,2,8,7124176,7900427,1778833934,447129835
462752500,3,223,2,8,7124176,7900552,1778833934,573634640
462752625,3,223,2,8,7124176,7900677,1778833934,696512009
462752750,3,223,2,8,7124176,7900802,1778833934,822229482
462752875,3,223,2,8,7124176,7900927,1778833934,947409268
462753000,3,223,2,8,7124176,7901052,1778833935,71583181
462753125,3,223,2,8,7124176,7901177,1778833935,196570247
462753250,3,223,2,8,7124176,7901302,1778833935,320225516
462753375,3,223,2,8,7124176,7901427,1778833935,445268316
462753500,3,223,2,8,7124176,7901552,1778833935,569540925
462753625,3,223,2,8,7124176,7901677,1778833935,693750299
462753750,3,223,2,8,7124176,7901802,1778833935,819286743
462753875,3,223,2,8,7124176,7901927,1778833935,941474652
462754000,3,223,2,8,7124176,7902052,1778833936,73728706
462754125,3,223,2,8,7124176,7902177,1778833936,194739337
462754250,3,223,2,8,7124176,7902302,1778833936,321369438
462754375,3,223,2,8,7124176,7902427,1778833936,445013069
462754500,3,223,2,8,7124176,7902552,1778833936,569503962
462754625,3,223,2,8,7124176,7902677,1778833936,695123263
462754750,3,223,2,8,7124176,7902802,1778833936,820630966
462754875,3,223,2,8,7124176,7902927,1778833936,945482387
462755000,3,223,2,8,7124176,7903052,1778833937,76667779
462755125,3,223,2,8,7124176,7903177,1778833937,194199969
462755250,3,223,2,8,7124176,7903302,1778833937,320428348
462755375,3,223,2,8,7124176,7903427,1778833937,444672647
462755500,3,223,2,8,7124176,7903552,1778833937,569696056
462755625,3,223,2,8,7124176,7903677,1778833937,694817592
462755750,3,223,2,8,7124176,7903802,1778833937,817334433
462755875,3,223,2,8,7124176,7903927,1778833937,944568425
462756000,3,223,2,8,7124176,7904052,1778833938,73702916
462756125,3,223,2,8,7124176,7904177,1778833938,194204872
462756250,3,223,2,8,7124176,7904302,1778833938,320062763
462756375,3,223,2,8,7124176,7904427,1778833938,445250964
462756500,3,223,2,8,7124176,7904552,1778833938,569572396
462756625,3,223,2,8,7124176,7904677,1778833938,689646473
462756750,3,223,2,8,7124176,7904802,1778833938,818621688
462756875,3,223,2,8,7124176,7904927,1778833938,943852517
462757000,3,223,2,8,7124176,7905052,1778833939,74535483
462757125,3,223,2,8,7124176,7905177,1778833939,196571164
462757250,3,223,2,8,7124176,7905302,1778833939,320159751
462757375,3,223,2,8,7124176,7905427,1778833939,442828624
462757500,3,223,2,8,7124176,7905552,1778833939,565718006
462757625,3,223,2,8,7124176,7905677,1778833939,693580890
462757750,3,223,2,8,7124176,7905802,1778833939,818342610
462757875,3,223,2,8,7124176,7905927,1778833939,944550359
462758000,3,223,2,8,7124176,7906052,1778833940,73807679
462758125,3,223,2,8,7124176,7906177,1778833940,196627785
462758250,3,223,2,8,7124176,7906302,1778833940,322452235
462758375,3,223,2,8,7124176,7906427,1778833940,442857587
462758500,3,223,2,8,7124176,7906552,1778833940,569799959
462758625,3,223,2,8,7124176,7906677,1778833940,696159500
462758750,3,223,2,8,7124176,7906802,1778833940,819580819
462758875,3,223,2,8,7124176,7906927,1778833940,944793917
