version,reserved0,refStationId,iTow,relPosN,relPosE,relPosD,relPosLength,relPosHeading,reserved1,relPosHPN,relPosHPE,relPosHPD,relPosHPLength,accN,accE,accD,accLength,accHeading,reserved2,flags,bag_t.secs,bag_t.nsecs
1,0,0,462648375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1778833830,444026858
1,0,0,462648500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1778833830,568107805
1,0,0,462648625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1778833830,688912170
1,0,0,462648750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1778833830,817075261
1,0,0,462648875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1778833830,941898290
1,0,0,462649000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1778833831,72178451
1,0,0,462649125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1778833831,192145753
1,0,0,462649250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1778833831,317949091
1,0,0,462649375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1778833831,440950402
1,0,0,462649500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1778833831,561947930
1,0,0,462649625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1778833831,691489446
1,0,0,462649750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1778833831,817821292
1,0,0,462649875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1778833831,943272562
1,0,0,462650000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1778833832,74439585
1,0,0,462650125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1778833832,192138645
1,0,0,462650250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1778833832,318573026
1,0,0,462650375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1778833832,439752520
1,0,0,462650500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1778833832,568777129
1,0,0,462650625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1778833832,693801346
1,0,0,462650750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1778833832,816007358
1,0,0,462650875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1778833832,940772920
1,0,0,462651000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1778833833,71132276
1,0,0,462651125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1778833833,191854758
1,0,0,462651250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1778833833,318188464
1,0,0,462651375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1778833833,442197527
1,0,0,462651500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1778833833,567669537
1,0,0,462651625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1778833833,691182490
1,0,0,462651750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1778833833,816249206
1,0,0,462651875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1778833833,941150382
1,0,0,462652000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1778833834,71767781
1,0,0,462652125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1778833834,192898698
1,0,0,462652250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1778833834,315764992
1,0,0,462652375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1778833834,441147841
1,0,0,462652500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1778833834,568283135
1,0,0,462652625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1778833834,691670626
1,0,0,462652750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1778833834,816780101
1,0,0,462652875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1778833834,942094586
1,0,0,462653000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1778833835,73339049
1,0,0,462653125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1778833835,188787032
1,0,0,462653250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1778833835,318736976
1,0,0,462653375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1778833835,441629505
1,0,0,462653500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1778833835,569210237
1,0,0,462653625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1778833835,694210317
1,0,0,462653750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1778833835,819181877
1,0,0,462653875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1778833835,944105879
1,0,0,462654000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1778833836,68834078
