iTOW,ecefX,ecefY,ecefZ,pAcc,bag_t.secs,bag_t.nsecs
462763375,-311167735,406355411,379340267,187,1778833945,441533973
462763500,-311167700,406355416,379340292,187,1778833945,567467073
462763625,-311167666,406355420,379340317,187,1778833945,690630938
462763750,-311167631,406355425,379340343,186,1778833945,815802219
462763875,-311167596,406355430,379340368,186,1778833945,941386173
462764000,-311167563,406355434,379340393,186,1778833946,70861691
462764125,-311167531,406355437,379340416,186,1778833946,191439998
462764250,-311167504,406355444,379340438,186,1778833946,317742385
462764375,-311167479,406355445,379340456,186,1778833946,441744869
462764500,-311167460,406355448,379340471,186,1778833946,567717342
462764625,-311167445,406355448,379340481,186,1778833946,691848581
462764750,-311167436,406355450,379340489,186,1778833946,814535512
462764875,-311167432,406355451,379340492,186,1778833946,940920759
462765000,-311167429,406355451,379340493,186,1778833947,69733793
462765125,-311167429,406355449,379340493,186,1778833947,190634928
462765250,-311167431,406355449,379340491,186,1778833947,315627871
462765375,-311167430,406355450,379340491,186,1778833947,440211426
462765500,-311167430,406355451,379340493,186,1778833947,564959077
462765625,-311167431,406355451,379340491,186,1778833947,685760412
462765750,-311167431,406355450,379340491,186,1778833947,814386158
462765875,-311167430,406355449,379340491,186,1778833947,938905255
462766000,-311167430,406355451,379340492,186,1778833948,69416501
462766125,-311167430,406355449,379340490,186,1778833948,190502122
462766250,-311167430,406355449,379340489,186,1778833948,315430291
462766375,-311167430,406355449,379340490,186,1778833948,438386215
462766500,-311167430,406355450,379340490,186,1778833948,559694932
462766625,-311167430,406355450,379340489,186,1778833948,688666513
462766750,-311167430,406355450,379340489,186,1778833948,813901908
462766875,-311167430,406355451,379340489,186,1778833948,939656397
462767000,-311167430,406355450,379340489,186,1778833949,69817348
462767125,-311167429,406355449,379340489,186,1778833949,188799555
462767250,-311167430,406355448,379340487,186,1778833949,315649822
462767375,-311167429,406355448,379340487,186,1778833949,437452122
462767500,-311167430,406355448,379340488,186,1778833949,565394263
462767625,-311167430,406355447,379340487,186,1778833949,690936448
462767750,-311167430,406355446,379340486,186,1778833949,814973765
462767875,-311167429,406355446,379340486,186,1778833949,937955086
462768000,-311167430,406355446,379340486,186,1778833950,68521387
462768125,-311167429,406355445,379340486,186,1778833950,190122219
462768250,-311167429,406355446,379340485,186,1778833950,316909953
462768375,-311167430,406355446,379340486,186,1778833950,439549791
462768500,-311167429,406355444,379340484,186,1778833950,564694398
462768625,-311167429,406355445,379340484,186,1778833950,689772695
462768750,-311167429,406355445,379340484,186,1778833950,814343838
462768875,-311167429,406355446,379340484,186,1778833950,938827347
462769000,-311167429,406355446,379340484,186,1778833951,69681390
462769125,-311167429,406355445,379340482,186,1778833951,191963967
462769250,-311167429,406355446,379340482,186,1778833951,313839948
462769375,-311167429,406355445,379340482,186,1778833951,439955500
462769500,-311167429,406355444,379340480,186,1778833951,563931317
462769625,-311167429,406355446,379340481,186,1778833951,689357174
462769750,-311167429,406355444,379340480,186,1778833951,814476609
462769875,-311167429,406355444,379340480,186,1778833951,939906439
462770000,-311167428,406355444,379340478,186,1778833952,70021099
462770125,-311167429,406355444,379340479,186,1778833952,186764946
462770250,-311167428,406355443,379340477,186,1778833952,315725722
462770375,-311167428,406355442,379340477,186,1778833952,440013261
462770500,-311167427,406355441,379340476,186,1778833952,565434281
462770625,-311167428,406355441,379340476,186,1778833952,690620221
462770750,-311167427,406355441,379340476,186,1778833952,814666921
462770875,-311167427,406355441,379340475,186,1778833952,938644657
462771000,-311167426,406355439,379340474,186,1778833953,64856298
462771125,-311167428,406355442,379340475,186,1778833953,190657204
462771250,-311167426,406355439,379340474,186,1778833953,315747863
462771375,-311167426,406355440,379340475,186,1778833953,440002546
462771500,-311167426,406355438,379340474,186,1778833953,564418037
462771625,-311167426,406355439,379340474,186,1778833953,689221405
462771750,-311167427,406355439,379340475,186,1778833953,813660232
462771875,-311167426,406355437,379340473,186,1778833953,936893958
462772000,-311167425,406355436,379340472,186,1778833954,69627367
462772125,-311167425,406355436,379340473,186,1778833954,190008230
462772250,-311167425,406355436,379340472,186,1778833954,316084665
462772375,-311167424,406355437,379340473,186,1778833954,439502028
462772500,-311167425,406355435,379340473,186,1778833954,564687211
462772625,-311167425,406355435,379340473,186,1778833954,690460365
462772750,-311167425,406355435,379340473,186,1778833954,814632226
462772875,-311167423,406355432,379340472,186,1778833954,940391163
462773000,-311167425,406355433,379340472,186,1778833955,70399500
462773125,-311167424,406355433,379340472,186,1778833955,189712842
462773250,-311167424,406355433,379340472,186,1778833955,315708444
462773375,-311167424,406355432,379340472,186,1778833955,439832571
462773500,-311167424,406355432,379340472,186,1778833955,567076609
462773625,-311167424,406355432,379340472,185,1778833955,690451860
462773750,-311167423,406355431,379340471,185,1778833955,812427989
462773875,-311167424,406355432,379340472,185,1778833955,938842806
462774000,-311167423,406355431,379340471,185,1778833956,68715985
462774125,-311167422,406355429,379340471,185,1778833956,189862100
462774250,-311167423,406355430,379340472,185,1778833956,315590031
462774375,-311167423,406355430,379340471,185,1778833956,440680636
462774500,-311167423,406355430,379340472,185,1778833956,564931723
462774625,-311167422,406355429,379340471,185,1778833956,686275440
462774750,-311167422,406355428,379340471,185,1778833956,814317307
462774875,-311167422,406355429,379340472,185,1778833956,939818028
462775000,-311167423,406355430,379340473,185,1778833957,70238582
462775125,-311167422,406355429,379340472,185,1778833957,190668266
462775250,-311167423,406355429,379340472,185,1778833957,317027448
462775375,-311167423,406355431,379340474,185,1778833957,440017162
462775500,-311167423,406355430,379340473,185,1778833957,560462523
462775625,-311167423,406355429,379340473,185,1778833957,689861591
462775750,-311167422,406355431,379340474,185,1778833957,814807787
462775875,-311167423,406355430,379340473,185,1778833957,940388487
462776000,-311167422,406355428,379340472,185,1778833958,69722439
462776125,-311167421,406355428,379340473,185,1778833958,188945186
462776250,-311167422,406355429,379340473,185,1778833958,314715289
462776375,-311167422,406355429,379340473,185,1778833958,437038747
462776500,-311167422,406355429,379340473,185,1778833958,564685083
462776625,-311167422,406355429,379340474,185,1778833958,689896284
462776750,-311167422,406355430,379340473,185,1778833958,813824124
462776875,-311167422,406355430,379340474,185,1778833958,937713736
462777000,-311167422,406355431,379340475,185,1778833959,67949489
462777125,-311167422,406355429,379340475,185,1778833959,190375288
462777250,-311167422,406355431,379340475,185,1778833959,314555086
462777375,-311167423,406355432,379340476,185,1778833959,438762765
462777500,-311167420,406355429,379340473,185,1778833959,563911032
462777625,-311167422,406355430,379340475,185,1778833959,688354883
462777750,-311167421,406355430,379340476,185,1778833959,813826443
462777875,-311167422,406355431,379340476,185,1778833959,938757247
462778000,-311167422,406355430,379340476,185,1778833960,69631459
462778125,-311167422,406355430,379340477,185,1778833960,190097908
462778250,-311167423,406355431,379340477,185,1778833960,313823697
462778375,-311167422,406355428,379340476,185,1778833960,439493914
462778500,-311167422,406355430,379340477,185,1778833960,564741843
462778625,-311167422,406355429,379340477,185,1778833960,689615788
462778750,-311167421,406355427,379340476,185,1778833960,814346459
462778875,-311167421,406355427,379340477,185,1778833960,938920918
