iTOW,ecefX,ecefY,ecefZ,pAcc,bag_t.secs,bag_t.nsecs
462701125,-311176549,406354304,379333702,188,1778833883,191261986
462701250,-311176549,406354304,379333700,188,1778833883,316355891
462701375,-311176552,406354305,379333701,188,1778833883,440753165
462701500,-311176553,406354303,379333698,188,1778833883,567200917
462701625,-311176554,406354304,379333698,187,1778833883,691545685
462701750,-311176554,406354304,379333697,187,1778833883,814594883
462701875,-311176555,406354304,379333698,187,1778833883,940597249
462702000,-311176553,406354303,379333697,187,1778833884,70553314
462702125,-311176554,406354304,379333697,187,1778833884,190702989
462702250,-311176554,406354303,379333696,187,1778833884,316712042
462702375,-311176554,406354302,379333696,187,1778833884,441645509
462702500,-311176554,406354302,379333696,187,1778833884,566573801
462702625,-311176555,406354303,379333695,186,1778833884,687689366
462702750,-311176554,406354301,379333695,186,1778833884,815464525
462702875,-311176554,406354301,379333694,186,1778833884,941203997
462703000,-311176555,406354301,379333694,186,1778833885,70555197
462703125,-311176555,406354302,379333694,186,1778833885,192157550
462703250,-311176556,406354301,379333693,186,1778833885,318591324
462703375,-311176556,406354300,379333692,186,1778833885,442116237
462703500,-311176556,406354301,379333692,185,1778833885,562684379
462703625,-311176555,406354300,379333691,185,1778833885,692632948
462703750,-311176557,406354300,379333692,185,1778833885,817613897
462703875,-311176557,406354299,379333690,185,1778833885,942638194
462704000,-311176558,406354299,379333689,185,1778833886,72443915
462704125,-311176558,406354298,379333689,185,1778833886,191411701
462704250,-311176558,406354298,379333688,185,1778833886,317487816
462704375,-311176560,406354298,379333688,185,1778833886,439709327
462704500,-311176562,406354298,379333687,185,1778833886,567632013
462704625,-311176561,406354297,379333686,184,1778833886,691744918
462704750,-311176564,406354299,379333686,184,1778833886,816606370
462704875,-311176564,406354298,379333685,184,1778833886,941137971
462705000,-311176565,406354298,379333685,184,1778833887,71548269
462705125,-311176566,406354297,379333684,184,1778833887,191820629
462705250,-311176568,406354297,379333684,184,1778833887,317666657
462705375,-311176569,406354298,379333683,184,1778833887,442194748
462705500,-311176569,406354296,379333681,184,1778833887,566984571
462705625,-311176571,406354297,379333682,184,1778833887,690695524
462705750,-311176572,406354296,379333680,183,1778833887,815204674
462705875,-311176573,406354296,379333679,183,1778833887,940470213
462706000,-311176573,406354294,379333677,183,1778833888,71503995
462706125,-311176575,406354295,379333677,183,1778833888,192189787
462706250,-311176577,406354295,379333677,183,1778833888,315493151
462706375,-311176577,406354295,379333676,183,1778833888,441357689
462706500,-311176578,406354294,379333675,183,1778833888,566538576
462706625,-311176579,406354293,379333674,183,1778833888,690711253
462706750,-311176582,406354295,379333674,183,1778833888,816547140
462706875,-311176582,406354293,379333673,182,1778833888,941564605
462707000,-311176584,406354294,379333672,182,1778833889,72046970
462707125,-311176584,406354293,379333671,182,1778833889,187635500
462707250,-311176585,406354293,379333670,182,1778833889,316805950
462707375,-311176587,406354294,379333670,182,1778833889,441389593
462707500,-311176588,406354294,379333670,182,1778833889,567333562
462707625,-311176590,406354295,379333669,182,1778833889,692536358
462707750,-311176591,406354294,379333668,182,1778833889,817378124
462707875,-311176591,406354293,379333668,182,1778833889,941508666
462708000,-311176593,406354294,379333668,181,1778833890,67688601
462708125,-311176594,406354294,379333668,181,1778833890,192441697
462708250,-311176594,406354294,379333667,181,1778833890,316626343
462708375,-311176596,406354294,379333668,181,1778833890,440617670
462708500,-311176595,406354294,379333667,181,1778833890,565636438
462708625,-311176596,406354295,379333667,181,1778833890,690317099
462708750,-311176596,406354294,379333666,181,1778833890,815270954
462708875,-311176597,406354294,379333666,181,1778833890,938379164
462709000,-311176598,406354294,379333666,181,1778833891,70546330
462709125,-311176599,406354296,379333666,181,1778833891,193415047
462709250,-311176598,406354292,379333665,180,1778833891,319872419
462709375,-311176600,406354294,379333665,180,1778833891,442299220
462709500,-311176602,406354293,379333665,180,1778833891,566619703
462709625,-311176603,406354294,379333664,180,1778833891,691368078
462709750,-311176603,406354293,379333663,180,1778833891,816651777
462709875,-311176605,406354293,379333662,180,1778833891,941467175
462710000,-311176606,406354292,379333663,180,1778833892,71604793
462710125,-311176607,406354293,379333662,180,1778833892,193771700
462710250,-311176606,406354292,379333663,180,1778833892,319277045
462710375,-311176605,406354293,379333664,180,1778833892,442500455
462710500,-311176604,406354293,379333665,180,1778833892,568446472
462710625,-311176601,406354293,379333668,179,1778833892,692576903
462710750,-311176598,406354293,379333671,179,1778833892,815675592
462710875,-311176594,406354294,379333674,179,1778833892,942384182
462711000,-311176589,406354296,379333679,179,1778833893,72573168
462711125,-311176583,406354296,379333682,179,1778833893,193064367
462711250,-311176578,406354298,379333687,179,1778833893,319216380
462711375,-311176573,406354298,379333689,179,1778833893,443573893
462711500,-311176570,406354300,379333693,179,1778833893,567423972
462711625,-311176564,406354301,379333694,179,1778833893,688139737
462711750,-311176559,406354301,379333697,179,1778833893,815879675
462711875,-311176557,406354303,379333701,179,1778833893,940663839
462712000,-311176552,406354305,379333704,179,1778833894,72337281
462712125,-311176548,406354307,379333707,178,1778833894,192837058
462712250,-311176542,406354308,379333708,178,1778833894,319408434
462712375,-311176538,406354308,379333711,178,1778833894,442542209
462712500,-311176533,406354310,379333714,178,1778833894,562631292
462712625,-311176528,406354311,379333715,178,1778833894,692230473
462712750,-311176525,406354314,379333719,178,1778833894,817774202
462712875,-311176521,406354315,379333720,178,1778833894,942765954
462713000,-311176517,406354317,379333722,178,1778833895,72672855
462713125,-311176513,406354317,379333723,178,1778833895,192630126
462713250,-311176507,406354320,379333726,178,1778833895,316582218
462713375,-311176503,406354323,379333730,177,1778833895,439631559
462713500,-311176495,406354325,379333732,177,1778833895,567384284
462713625,-311176490,406354329,379333736,177,1778833895,692377155
462713750,-311176480,406354330,379333737,177,1778833895,815775917
462713875,-311176475,406354335,379333741,177,1778833895,940206311
462714000,-311176469,406354339,379333744,177,1778833896,70370228
462714125,-311176464,406354341,379333745,177,1778833896,191409953
462714250,-311176460,406354345,379333747,176,1778833896,317085788
462714375,-311176455,406354345,379333748,176,1778833896,441938377
462714500,-311176454,406354348,379333751,176,1778833896,566893516
462714625,-311176452,406354350,379333751,176,1778833896,690803208
462714750,-311176448,406354350,379333752,176,1778833896,815368769
462714875,-311176446,406354354,379333755,176,1778833896,940786803
462715000,-311176442,406354355,379333756,176,1778833897,71566551
462715125,-311176439,406354357,379333757,176,1778833897,191747030
462715250,-311176437,406354358,379333758,175,1778833897,314762070
462715375,-311176435,406354360,379333759,175,1778833897,440498416
462715500,-311176432,406354363,379333761,175,1778833897,565463466
462715625,-311176428,406354365,379333762,175,1778833897,690609500
462715750,-311176424,406354368,379333764,175,1778833897,815500172
462715875,-311176419,406354371,379333765,175,1778833897,941430972
462716000,-311176416,406354373,379333766,175,1778833898,71698564
462716125,-311176412,406354376,379333768,175,1778833898,187621422
462716250,-311176409,406354379,379333768,174,1778833898,317363255
462716375,-311176405,406354380,379333769,174,1778833898,441017088
462716500,-311176404,406354383,379333770,174,1778833898,566757828
462716625,-311176401,406354385,379333772,174,1778833898,691554895
462716750,-311176399,406354387,379333772,174,1778833898,816375504
462716875,-311176397,406354387,379333773,174,1778833898,940345324
462717000,-311176397,406354390,379333774,174,1778833899,66384433
462717125,-311176396,406354390,379333775,174,1778833899,190602584
462717250,-311176397,406354390,379333776,174,1778833899,316302164
462717375,-311176400,406354388,379333775,173,1778833899,440800094
462717500,-311176404,406354386,379333775,173,1778833899,565629942
462717625,-311176408,406354383,379333773,173,1778833899,690247717
462717750,-311176415,406354381,379333774,173,1778833899,814916742
462717875,-311176423,406354375,379333773,173,1778833899,937736124
462718000,-311176429,406354372,379333773,173,1778833900,69994536
462718125,-311176435,406354366,379333772,173,1778833900,192399952
462718250,-311176441,406354364,379333773,173,1778833900,316763001
462718375,-311176445,406354363,379333773,173,1778833900,440543731
462718500,-311176447,406354360,379333774,173,1778833900,565736060
462718625,-311176450,406354359,379333775,173,1778833900,690776782
462718750,-311176452,406354358,379333775,173,1778833900,816634196
462718875,-311176454,406354357,379333775,172,1778833900,942155237
462719000,-311176458,406354355,379333775,172,1778833901,71287097
462719125,-311176461,406354352,379333776,172,1778833901,191922755
462719250,-311176465,406354348,379333776,172,1778833901,317463514
462719375,-311176471,406354343,379333777,172,1778833901,441573602
462719500,-311176477,406354340,379333779,172,1778833901,566445443
462719625,-311176482,406354331,379333778,172,1778833901,691603739
462719750,-311176490,406354328,379333780,172,1778833901,815432189
462719875,-311176496,406354322,379333782,172,1778833901,941759071
462720000,-311176500,406354316,379333782,172,1778833902,71957404
462720125,-311176505,406354313,379333785,172,1778833902,192663793
462720250,-311176508,406354310,379333785,172,1778833902,318388276
462720375,-311176510,406354309,379333787,172,1778833902,442659335
462720500,-311176512,406354308,379333788,172,1778833902,567515738
462720625,-311176512,406354307,379333788,171,1778833902,688050187
462720750,-311176512,406354306,379333789,171,1778833902,816378027
462720875,-311176513,406354305,379333789,171,1778833902,940807546
462721000,-311176514,406354304,379333790,171,1778833903,72359119
462721125,-311176517,406354303,379333791,171,1778833903,192661718
462721250,-311176519,406354300,379333793,171,1778833903,318537985
462721375,-311176523,406354298,379333795,171,1778833903,441418747
462721500,-311176526,406354293,379333796,171,1778833903,562329461
462721625,-311176531,406354288,379333799,171,1778833903,692882137
462721750,-311176535,406354282,379333801,171,1778833903,817684316
462721875,-311176539,406354274,379333803,171,1778833903,942375199
462722000,-311176545,406354266,379333808,171,1778833904,72460871
462722125,-311176552,406354259,379333813,171,1778833904,192445883
462722250,-311176557,406354250,379333816,171,1778833904,318710919
462722375,-311176561,406354244,379333820,171,1778833904,440122336
462722500,-311176566,406354239,379333825,171,1778833904,568020200
462722625,-311176568,406354234,379333828,171,1778833904,693390253
462722750,-311176572,406354230,379333830,171,1778833904,817268277
462722875,-311176574,406354226,379333833,171,1778833904,941502184
462723000,-311176577,406354221,379333836,171,1778833905,71537145
462723125,-311176580,406354216,379333841,171,1778833905,192380629
462723250,-311176583,406354211,379333845,171,1778833905,316527975
462723375,-311176585,406354202,379333849,171,1778833905,440530915
462723500,-311176589,406354194,379333855,171,1778833905,566244651
462723625,-311176593,406354187,379333861,171,1778833905,690872484
462723750,-311176596,406354178,379333868,171,1778833905,815291118
462723875,-311176600,406354171,379333875,171,1778833905,940289806
462724000,-311176602,406354162,379333882,171,1778833906,70744358
462724125,-311176604,406354155,379333889,171,1778833906,190722325
462724250,-311176606,406354146,379333896,171,1778833906,314242452
462724375,-311176606,406354138,379333903,171,1778833906,440030238
462724500,-311176606,406354132,379333909,171,1778833906,565170862
462724625,-311176605,406354127,379333913,171,1778833906,690297427
462724750,-311176607,406354122,379333918,171,1778833906,815617199
462724875,-311176607,406354117,379333923,171,1778833906,941448331
462725000,-311176606,406354112,379333927,171,1778833907,71537803
462725125,-311176606,406354107,379333932,171,1778833907,186742534
462725250,-311176605,406354101,379333938,171,1778833907,315147455
462725375,-311176605,406354094,379333945,171,1778833907,439651744
462725500,-311176604,406354088,379333953,171,1778833907,565136396
462725625,-311176602,406354080,379333961,171,1778833907,690710665
462725750,-311176601,406354073,379333972,171,1778833907,814875543
462725875,-311176597,406354064,379333981,171,1778833907,939551278
462726000,-311176593,406354056,379333994,171,1778833908,65608873
462726125,-311176588,406354047,379334004,171,1778833908,190560289
462726250,-311176583,406354040,379334017,171,1778833908,316221874
462726375,-311176578,406354031,379334031,171,1778833908,440641146
462726500,-311176570,406354025,379334044,171,1778833908,565644555
462726625,-311176562,406354016,379334057,171,1778833908,689996909
462726750,-311176555,406354011,379334072,170,1778833908,814509682
462726875,-311176545,406354006,379334083,170,1778833908,938383125
462727000,-311176538,406354003,379334096,170,1778833909,70444881
462727125,-311176528,406353998,379334105,170,1778833909,192546697
462727250,-311176521,406353997,379334116,170,1778833909,316638583
462727375,-311176511,406353994,379334127,170,1778833909,440155584
462727500,-311176501,406353992,379334137,170,1778833909,565746619
462727625,-311176491,406353990,379334146,170,1778833909,690824895
462727750,-311176480,406353990,379334157,170,1778833909,816380321
462727875,-311176468,406353991,379334168,170,1778833909,942689897
462728000,-311176455,406353991,379334177,170,1778833910,72788409
462728125,-311176442,406353991,379334187,170,1778833910,192328352
462728250,-311176428,406353991,379334196,170,1778833910,317580646
462728375,-311176417,406353995,379334205,170,1778833910,442050362
462728500,-311176405,406353998,379334211,170,1778833910,567572904
462728625,-311176394,406354001,379334220,169,1778833910,692886726
462728750,-311176381,406354004,379334226,169,1778833910,815230271
462728875,-311176367,406354007,379334234,169,1778833910,941738474
462729000,-311176353,406354011,379334242,169,1778833911,70684600
462729125,-311176338,406354015,379334250,169,1778833911,192583937
462729250,-311176322,406354020,379334260,169,1778833911,318284818
462729375,-311176304,406354025,379334268,169,1778833911,442023514
462729500,-311176286,406354033,379334278,169,1778833911,566869455
462729625,-311176268,406354037,379334288,169,1778833911,688287704
462729750,-311176248,406354044,379334299,169,1778833911,815643274
462729875,-311176226,406354050,379334310,169,1778833911,940904093
462730000,-311176204,406354056,379334323,169,1778833912,71905544
462730125,-311176183,406354061,379334336,169,1778833912,192825505
462730250,-311176160,406354065,379334349,169,1778833912,318604318
462730375,-311176139,406354072,379334364,169,1778833912,441480669
462730500,-311176116,406354076,379334376,169,1778833912,562455016
462730625,-311176095,406354083,379334390,169,1778833912,693823788
462730750,-311176075,406354088,379334401,169,1778833912,817580524
462730875,-311176054,406354094,379334412,168,1778833912,942761883
462731000,-311176035,406354102,379334422,168,1778833913,73397269
462731125,-311176015,406354110,379334433,168,1778833913,192188024
462731250,-311175993,406354116,379334442,168,1778833913,317575279
462731375,-311175972,406354124,379334453,168,1778833913,438654520
462731500,-311175948,406354130,379334463,168,1778833913,565478754
462731625,-311175926,406354139,379334476,168,1778833913,692853167
462731750,-311175901,406354147,379334488,168,1778833913,815713228
462731875,-311175877,406354154,379334503,168,1778833913,941600034
462732000,-311175851,406354158,379334516,168,1778833914,70013796
462732125,-311175827,406354165,379334532,168,1778833914,190221340
462732250,-311175802,406354173,379334549,168,1778833914,316528110
462732375,-311175773,406354178,379334565,168,1778833914,441065281
462732500,-311175747,406354182,379334581,168,1778833914,565500032
462732625,-311175720,406354189,379334598,168,1778833914,690744978
462732750,-311175693,406354196,379334615,168,1778833914,814941094
462732875,-311175665,406354200,379334633,168,1778833914,939880924
462733000,-311175636,406354206,379334652,168,1778833915,70219597
462733125,-311175605,406354212,379334672,168,1778833915,190863825
462733250,-311175575,406354218,379334693,168,1778833915,314753187
462733375,-311175545,406354225,379334713,168,1778833915,440684727
462733500,-311175513,406354230,379334735,168,1778833915,565580281
462733625,-311175480,406354234,379334756,168,1778833915,690820937
462733750,-311175449,406354241,379334777,168,1778833915,816417935
462733875,-311175416,406354246,379334798,168,1778833915,941679210
462734000,-311175385,406354251,379334820,168,1778833916,72130596
462734125,-311175354,406354255,379334841,167,1778833916,188886378
462734250,-311175324,406354260,379334863,167,1778833916,317211036
462734375,-311175292,406354264,379334885,167,1778833916,440490986
462734500,-311175261,406354270,379334907,167,1778833916,566502019
462734625,-311175231,406354274,379334929,167,1778833916,690949015
462734750,-311175200,406354278,379334950,167,1778833916,815773795
462734875,-311175169,406354280,379334971,167,1778833916,940500073
462735000,-311175140,406354285,379334993,167,1778833917,65607377
462735125,-311175109,406354288,379335015,167,1778833917,190389028
462735250,-311175077,406354293,379335039,167,1778833917,316904910
462735375,-311175046,406354297,379335061,167,1778833917,442348206
462735500,-311175014,406354301,379335083,167,1778833917,566650381
462735625,-311174982,406354304,379335108,167,1778833917,693360055
462735750,-311174951,406354308,379335130,167,1778833917,815714165
462735875,-311174920,406354311,379335153,167,1778833917,939065063
462736000,-311174889,406354315,379335176,167,1778833918,72103900
462736125,-311174860,406354318,379335197,167,1778833918,191660057
462736250,-311174830,406354322,379335218,167,1778833918,316962842
462736375,-311174801,406354326,379335241,167,1778833918,440667392
462736500,-311174772,406354330,379335262,167,1778833918,566510009
462736625,-311174741,406354332,379335283,167,1778833918,690864397
462736750,-311174712,406354335,379335304,167,1778833918,815812257
462736875,-311174681,406354337,379335326,167,1778833918,941768535
462737000,-311174650,406354343,379335349,167,1778833919,71511104
462737125,-311174621,406354348,379335370,167,1778833919,191744465
462737250,-311174590,406354350,379335391,167,1778833919,316651944
462737375,-311174560,406354354,379335413,167,1778833919,440502390
462737500,-311174531,406354360,379335433,167,1778833919,566735447
462737625,-311174500,406354364,379335456,168,1778833919,691653953
462737750,-311174468,406354369,379335477,168,1778833919,813498468
462737875,-311174438,406354375,379335500,168,1778833919,939930408
462738000,-311174406,406354378,379335521,168,1778833920,70094331
462738125,-311174375,406354384,379335544,168,1778833920,190517928
462738250,-311174342,406354390,379335565,168,1778833920,316775931
462738375,-311174310,406354395,379335586,168,1778833920,440722223
462738500,-311174279,406354401,379335608,168,1778833920,566413892
462738625,-311174248,406354407,379335630,168,1778833920,687822021
462738750,-311174216,406354414,379335651,168,1778833920,815691778
462738875,-311174184,406354419,379335673,168,1778833920,940749706
462739000,-311174149,406354425,379335695,168,1778833921,70681773
462739125,-311174115,406354431,379335716,168,1778833921,192551189
462739250,-311174082,406354438,379335742,168,1778833921,317261160
462739375,-311174047,406354441,379335768,168,1778833921,440586858
462739500,-311174011,406354445,379335793,168,1778833921,562305508
462739625,-311173975,406354452,379335819,169,1778833921,693430427
462739750,-311173938,406354455,379335845,169,1778833921,817831238
462739875,-311173902,406354459,379335872,169,1778833921,942113959
462740000,-311173866,406354463,379335897,169,1778833922,72308579
462740125,-311173830,406354466,379335922,169,1778833922,192602208
462740250,-311173798,406354470,379335947,169,1778833922,318759522
462740375,-311173765,406354473,379335970,169,1778833922,439913323
462740500,-311173737,406354477,379335994,169,1778833922,568581979
462740625,-311173708,406354479,379336015,169,1778833922,693572990
462740750,-311173680,406354483,379336036,169,1778833922,818427853
462740875,-311173652,406354486,379336054,169,1778833922,942093317
462741000,-311173626,406354490,379336072,169,1778833923,72469005
462741125,-311173600,406354494,379336092,170,1778833923,193271437
462741250,-311173574,406354499,379336111,170,1778833923,318439289
462741375,-311173546,406354504,379336131,170,1778833923,442316874
462741500,-311173517,406354506,379336151,170,1778833923,567538607
462741625,-311173488,406354510,379336171,170,1778833923,693307072
462741750,-311173459,406354516,379336194,170,1778833923,816729896
462741875,-311173428,406354518,379336216,170,1778833923,941595702
462742000,-311173397,406354522,379336237,170,1778833924,72572975
462742125,-311173364,406354526,379336260,170,1778833924,193272977
462742250,-311173332,406354532,379336285,170,1778833924,316450760
462742375,-311173299,406354535,379336308,170,1778833924,441752915
462742500,-311173267,406354540,379336332,171,1778833924,566873091
462742625,-311173234,406354544,379336358,171,1778833924,692518392
462742750,-311173201,406354549,379336382,171,1778833924,817628454
462742875,-311173166,406354554,379336406,171,1778833924,942837615
462743000,-311173135,406354562,379336431,171,1778833925,71695596
462743125,-311173100,406354564,379336454,171,1778833925,187569661
462743250,-311173067,406354568,379336478,171,1778833925,316714594
462743375,-311173032,406354574,379336503,171,1778833925,440737970
462743500,-311172998,406354579,379336529,172,1778833925,566474312
462743625,-311172963,406354584,379336555,172,1778833925,692324158
462743750,-311172927,406354588,379336582,172,1778833925,815697581
462743875,-311172889,406354592,379336606,172,1778833925,939878680
462744000,-311172855,406354599,379336635,172,1778833926,65738726
462744125,-311172819,406354605,379336661,172,1778833926,190347916
462744250,-311172781,406354608,379336690,173,1778833926,316527060
462744375,-311172746,406354616,379336718,173,1778833926,440610626
462744500,-311172708,406354621,379336744,173,1778833926,565667373
462744625,-311172671,406354624,379336770,173,1778833926,690585893
462744750,-311172636,406354629,379336796,173,1778833926,815089797
462744875,-311172600,406354633,379336818,173,1778833926,938192077
462745000,-311172571,406354638,379336843,174,1778833927,70773347
462745125,-311172540,406354641,379336865,174,1778833927,192612328
462745250,-311172510,406354647,379336887,174,1778833927,316760786
462745375,-311172481,406354651,379336906,174,1778833927,440246745
462745500,-311172452,406354657,379336928,174,1778833927,564690172
462745625,-311172420,406354659,379336948,175,1778833927,689376006
462745750,-311172391,406354665,379336969,175,1778833927,814730890
462745875,-311172361,406354671,379336990,175,1778833927,940236664
462746000,-311172327,406354673,379337011,175,1778833928,70213933
462746125,-311172295,406354679,379337037,175,1778833928,190496739
462746250,-311172262,406354684,379337059,175,1778833928,315791905
462746375,-311172230,406354692,379337084,176,1778833928,440344763
462746500,-311172197,406354695,379337108,176,1778833928,565872670
462746625,-311172162,406354699,379337132,176,1778833928,690436942
462746750,-311172128,406354706,379337157,176,1778833928,812754352
462746875,-311172094,406354713,379337182,176,1778833928,939332151
462747000,-311172061,406354718,379337205,177,1778833929,69444323
462747125,-311172026,406354725,379337227,177,1778833929,189740770
462747250,-311171991,406354732,379337249,177,1778833929,315659182
462747375,-311171957,406354742,379337271,177,1778833929,440173256
462747500,-311171922,406354751,379337294,177,1778833929,565336643
462747625,-311171885,406354759,379337315,178,1778833929,687331799
462747750,-311171851,406354769,379337340,178,1778833929,814393670
462747875,-311171814,406354774,379337363,178,1778833929,939462374
462748000,-311171779,406354783,379337388,178,1778833930,69786337
462748125,-311171741,406354790,379337412,178,1778833930,191476394
462748250,-311171705,406354798,379337438,178,1778833930,315412231
462748375,-311171667,406354803,379337463,179,1778833930,439473317
462748500,-311171629,406354811,379337491,179,1778833930,560669608
462748625,-311171589,406354814,379337518,179,1778833930,690126004
462748750,-311171551,406354821,379337547,179,1778833930,814384977
462748875,-311171510,406354826,379337576,179,1778833930,939336316
462749000,-311171471,406354831,379337606,180,1778833931,70061945
462749125,-311171428,406354837,379337635,180,1778833931,189944486
462749250,-311171388,406354842,379337667,180,1778833931,315711229
462749375,-311171347,406354849,379337697,180,1778833931,438390479
462749500,-311171306,406354854,379337726,180,1778833931,565662907
462749625,-311171267,406354858,379337757,181,1778833931,693093975
462749750,-311171231,406354863,379337785,181,1778833931,816521867
462749875,-311171195,406354867,379337808,181,1778833931,940676913
462750000,-311171164,406354878,379337831,181,1778833932,70010790
462750125,-311171133,406354880,379337849,181,1778833932,190888768
462750250,-311171106,406354886,379337867,181,1778833932,317398413
462750375,-311171082,406354889,379337885,182,1778833932,441425441
462750500,-311171059,406354892,379337900,182,1778833932,567289789
462750625,-311171038,406354899,379337916,182,1778833932,690587618
462750750,-311171017,406354899,379337930,182,1778833932,816397217
462750875,-311170997,406354903,379337945,182,1778833932,942020715
462751000,-311170976,406354908,379337960,182,1778833933,72429020
462751125,-311170954,406354909,379337974,183,1778833933,192558131
462751250,-311170933,406354912,379337990,183,1778833933,316165506
462751375,-311170911,406354914,379338008,183,1778833933,442647906
462751500,-311170887,406354917,379338023,183,1778833933,568138960
462751625,-311170864,406354922,379338041,183,1778833933,692794136
462751750,-311170838,406354926,379338060,183,1778833933,817788730
462751875,-311170812,406354932,379338079,184,1778833933,942843693
462752000,-311170786,406354934,379338100,184,1778833934,73324309
462752125,-311170758,406354937,379338122,184,1778833934,188797801
462752250,-311170726,406354938,379338140,184,1778833934,318640373
462752375,-311170697,406354943,379338163,184,1778833934,442498023
462752500,-311170668,406354945,379338185,184,1778833934,568965552
462752625,-311170639,406354951,379338208,184,1778833934,692806939
462752750,-311170607,406354954,379338230,184,1778833934,818806613
462752875,-311170576,406354959,379338254,184,1778833934,942578290
462753000,-311170544,406354963,379338276,185,1778833935,68380827
462753125,-311170513,406354968,379338299,185,1778833935,192845921
462753250,-311170480,406354970,379338322,185,1778833935,316914083
462753375,-311170448,406354975,379338346,185,1778833935,441427307
462753500,-311170417,406354983,379338368,185,1778833935,566275879
462753625,-311170386,406354987,379338390,185,1778833935,690311037
462753750,-311170354,406354994,379338414,185,1778833935,815796060
462753875,-311170322,406355000,379338436,185,1778833935,938664374
462754000,-311170287,406355005,379338459,185,1778833936,70491529
462754125,-311170254,406355011,379338483,185,1778833936,191589274
462754250,-311170220,406355017,379338507,186,1778833936,317810093
462754375,-311170186,406355022,379338530,186,1778833936,440897387
462754500,-311170152,406355026,379338553,186,1778833936,565750963
462754625,-311170119,406355034,379338578,186,1778833936,691688072
462754750,-311170088,406355040,379338602,186,1778833936,817424570
462754875,-311170054,406355044,379338624,186,1778833936,941771239
462755000,-311170020,406355049,379338646,186,1778833937,71880762
462755125,-311169989,406355055,379338669,186,1778833937,190474576
462755250,-311169956,406355061,379338694,186,1778833937,316865081
462755375,-311169924,406355064,379338717,186,1778833937,440636598
462755500,-311169891,406355070,379338741,187,1778833937,566580640
462755625,-311169857,406355076,379338765,187,1778833937,691570827
462755750,-311169823,406355080,379338789,187,1778833937,813882715
462755875,-311169790,406355085,379338815,187,1778833937,940390865
462756000,-311169754,406355092,379338839,187,1778833938,70397125
462756125,-311169719,406355098,379338863,187,1778833938,190523002
462756250,-311169687,406355104,379338888,187,1778833938,316765016
462756375,-311169654,406355110,379338911,187,1778833938,440849881
462756500,-311169623,406355115,379338933,187,1778833938,565876222
462756625,-311169591,406355120,379338955,187,1778833938,686665496
462756750,-311169561,406355125,379338977,188,1778833938,815163202
462756875,-311169530,406355129,379338997,188,1778833938,939978174
462757000,-311169499,406355133,379339019,188,1778833939,71330917
462757125,-311169468,406355138,379339042,188,1778833939,191710783
462757250,-311169436,406355142,379339065,188,1778833939,316719322
462757375,-311169403,406355148,379339089,188,1778833939,439710489
462757500,-311169369,406355155,379339113,188,1778833939,560869068
462757625,-311169334,406355158,379339137,188,1778833939,690245758
462757750,-311169299,406355165,379339163,188,1778833939,814771597
462757875,-311169264,406355171,379339190,188,1778833939,940665831
462758000,-311169227,406355174,379339215,188,1778833940,70454578
462758125,-311169190,406355179,379339242,188,1778833940,192908434
462758250,-311169154,406355187,379339268,188,1778833940,318719415
462758375,-311169118,406355193,379339296,188,1778833940,439780801
462758500,-311169082,406355200,379339323,188,1778833940,565836428
462758625,-311169045,406355203,379339348,188,1778833940,691790162
462758750,-311169010,406355210,379339374,188,1778833940,816340209
462758875,-311168976,406355216,379339398,188,1778833940,940608786
462759000,-311168941,406355221,379339420,188,1778833941,70230034
462759125,-311168907,406355230,379339445,188,1778833941,190888729
462759250,-311168872,406355233,379339468,188,1778833941,317414940
462759375,-311168837,406355240,379339494,188,1778833941,441669881
462759500,-311168801,406355246,379339519,188,1778833941,566774630
462759625,-311168766,406355252,379339543,188,1778833941,690924736
462759750,-311168729,406355257,379339567,188,1778833941,816597795
462759875,-311168694,406355263,379339593,188,1778833941,940671269
462760000,-311168659,406355269,379339616,188,1778833942,71874400
462760125,-311168623,406355275,379339640,188,1778833942,192079094
462760250,-311168588,406355283,379339665,188,1778833942,314861952
462760375,-311168552,406355288,379339689,188,1778833942,440718752
462760500,-311168516,406355294,379339715,188,1778833942,565593137
462760625,-311168481,406355301,379339739,188,1778833942,690734579
462760750,-311168446,406355307,379339764,188,1778833942,816108396
462760875,-311168409,406355312,379339788,188,1778833942,941031424
462761000,-311168373,406355318,379339813,188,1778833943,70457456
462761125,-311168336,406355325,379339839,188,1778833943,188134749
462761250,-311168300,406355330,379339865,188,1778833943,317545847
462761375,-311168265,406355338,379339890,187,1778833943,441640093
462761500,-311168230,406355341,379339913,187,1778833943,567392821
462761625,-311168197,406355347,379339937,187,1778833943,691788535
462761750,-311168163,406355352,379339960,187,1778833943,816580205
462761875,-311168132,406355357,379339984,187,1778833943,940737884
462762000,-311168100,406355360,379340004,187,1778833944,66799656
462762125,-311168070,406355365,379340026,187,1778833944,190179408
462762250,-311168038,406355370,379340048,187,1778833944,315750081
462762375,-311168007,406355374,379340070,187,1778833944,440227463
462762500,-311167974,406355378,379340094,187,1778833944,565091719
462762625,-311167942,406355383,379340117,187,1778833944,690715325
462762750,-311167908,406355387,379340139,187,1778833944,816311569
462762875,-311167874,406355392,379340165,187,1778833944,938801050
462763000,-311167839,406355397,379340191,187,1778833945,72236132
462763125,-311167804,406355402,379340215,187,1778833945,192224824
462763250,-311167768,406355405,379340240,187,1778833945,316961317
