iTOW,year,month,day,hour,min,sec,valid,tAcc,nano,fixType,flags,flags2,numSV,lon,lat,height,hMSL,hAcc,vAcc,velN,velE,velD,gSpeed,heading,sAcc,headAcc,pDOP,reserved1.len,headVeh,magDec,magAcc,bag_t.secs,bag_t.nsecs
462645250,2026,5,15,8,30,27,55,24,249614168,3,3,234,28,1274431069,367291508,98473,78548,733,1345,7,27,-3,28,14521998,199,18000000,114,6,0,0,0,1778833827,316175436
462645375,2026,5,15,8,30,27,55,24,374614103,3,3,234,28,1274431069,367291508,98467,78542,734,1347,53,33,2,63,14521998,217,15633210,114,6,0,0,0,1778833827,439998857
462645500,2026,5,15,8,30,27,55,24,499614039,3,3,234,28,1274431069,367291508,98456,78532,735,1349,-3,-12,4,13,14521998,198,18000000,114,6,0,0,0,1778833827,564966394
462645625,2026,5,15,8,30,27,55,24,624613974,3,3,234,28,1274431070,367291508,98481,78556,737,1351,-8,30,-14,31,14521998,174,18000000,114,6,0,0,0,1778833827,689026420
462645750,2026,5,15,8,30,27,55,24,749613910,3,3,234,28,1274431070,367291509,98482,78557,738,1352,57,9,-10,58,14521998,206,18000000,114,6,0,0,0,1778833827,814299001
462645875,2026,5,15,8,30,27,55,24,874613845,3,3,234,28,1274431069,367291508,98488,78563,739,1354,-34,-41,-7,53,14521998,217,18000000,114,6,0,0,0,1778833827,937112309
462646000,2026,5,15,8,30,28,55,24,-386219,3,3,234,28,1274431069,367291509,98475,78550,741,1356,33,11,-2,35,14521998,214,18000000,114,6,0,0,0,1778833828,69884181
462646125,2026,5,15,8,30,28,55,24,124613716,3,3,234,28,1274431070,367291508,98462,78537,742,1358,-22,37,7,43,14521998,175,18000000,114,6,0,0,0,1778833828,190096187
462646250,2026,5,15,8,30,28,55,24,249613651,3,3,234,28,1274431069,367291508,98500,78575,743,1360,-13,-27,-14,30,14521998,203,18000000,114,6,0,0,0,1778833828,315316928
462646375,2026,5,15,8,30,28,55,24,374613587,3,3,234,28,1274431070,367291509,98467,78542,744,1362,23,-1,5,23,14521998,197,18000000,114,6,0,0,0,1778833828,439362580
462646500,2026,5,15,8,30,28,55,24,499613522,3,3,234,28,1274431070,367291509,98477,78552,746,1363,9,10,1,13,14521998,210,18000000,114,6,0,0,0,1778833828,564715710
462646625,2026,5,15,8,30,28,55,24,624613458,3,3,234,28,1274431070,367291509,98461,78536,747,1365,2,-8,15,8,14521998,167,18000000,114,6,0,0,0,1778833828,689291939
462646750,2026,5,15,8,30,28,55,24,749613393,3,3,234,28,1274431070,367291509,98455,78530,748,1367,18,14,15,22,14521998,199,18000000,114,6,0,0,0,1778833828,814695635
462646875,2026,5,15,8,30,28,55,24,874613329,3,3,234,28,1274431070,367291509,98460,78536,749,1368,32,-3,4,32,14521998,193,18000000,114,6,0,0,0,1778833828,940021444
462647000,2026,5,15,8,30,29,55,24,-386735,3,3,234,28,1274431070,367291509,98440,78515,750,1370,-5,-12,15,13,14521998,176,18000000,114,6,0,0,0,1778833829,69689585
462647125,2026,5,15,8,30,29,55,24,124613200,3,3,234,28,1274431071,367291509,98449,78524,751,1372,0,14,11,14,14521998,179,18000000,114,6,0,0,0,1778833829,188684290
462647250,2026,5,15,8,30,29,55,24,249613135,3,3,234,28,1274431071,367291510,98445,78521,752,1373,22,-3,11,22,14521998,187,18000000,114,6,0,0,0,1778833829,314421331
462647375,2026,5,15,8,30,29,55,24,374613070,3,3,234,28,1274431071,367291509,98437,78512,753,1375,-19,14,14,24,14521998,171,18000000,114,6,0,0,0,1778833829,438407526
462647500,2026,5,15,8,30,29,55,24,499613006,3,3,234,28,1274431071,367291509,98452,78527,754,1377,-13,-17,3,21,14521998,206,18000000,114,6,0,0,0,1778833829,564735649
462647625,2026,5,15,8,30,29,55,24,624612941,3,3,234,28,1274431070,367291510,98441,78516,755,1378,27,-25,10,37,14521998,171,18000000,114,6,0,0,0,1778833829,688677555
462647750,2026,5,15,8,30,29,55,24,749612877,3,3,234,28,1274431071,367291509,98426,78501,756,1380,-22,10,17,24,14521998,170,18000000,114,6,0,0,0,1778833829,809477522
462647875,2026,5,15,8,30,29,55,24,874612812,3,3,234,28,1274431072,367291510,98431,78506,757,1382,21,54,9,58,14521998,195,17515808,114,6,0,0,0,1778833829,936754245
462648000,2026,5,15,8,30,30,55,24,-387251,3,3,234,28,1274431070,367291510,98445,78520,758,1383,5,-68,4,68,14521998,183,16128028,114,6,0,0,0,1778833830,66232888
462648125,2026,5,15,8,30,30,55,24,124612683,3,3,234,28,1274431071,367291511,98429,78504,759,1385,60,29,11,66,14521998,207,15170078,114,6,0,0,0,1778833830,189014272
462648250,2026,5,15,8,30,30,55,24,249612619,3,3,234,28,1274431071,367291511,98411,78486,761,1387,13,6,24,14,14521998,177,18000000,114,6,0,0,0,1778833830,315072877
462648375,2026,5,15,8,30,30,55,24,374612554,3,3,234,28,1274431071,367291510,98416,78491,762,1389,-9,-21,19,23,14521998,182,18000000,114,6,0,0,0,1778833830,439582258
462648500,2026,5,15,8,30,30,55,24,499612489,3,3,234,28,1274431071,367291511,98428,78503,763,1390,45,3,13,45,14521998,190,18000000,114,6,0,0,0,1778833830,564357005
462648625,2026,5,15,8,30,30,55,24,624612425,3,3,234,28,1274431071,367291511,98407,78483,764,1392,7,-16,25,17,14521998,165,18000000,114,6,0,0,0,1778833830,685936937
462648750,2026,5,15,8,30,30,55,24,749612360,3,3,234,28,1274431070,367291511,98416,78491,764,1393,-10,-27,13,29,14521998,188,18000000,114,6,0,0,0,1778833830,813499376
462648875,2026,5,15,8,30,30,55,24,874612296,3,3,234,28,1274431071,367291511,98416,78491,765,1395,31,23,20,39,14521998,195,18000000,114,6,0,0,0,1778833830,938379722
462649000,2026,5,15,8,30,31,55,24,-387768,3,3,234,28,1274431071,367291511,98426,78502,766,1397,-3,11,14,11,14521998,167,18000000,114,6,0,0,0,1778833831,68837193
462649125,2026,5,15,8,30,31,55,24,124612167,3,3,234,28,1274431072,367291512,98394,78469,767,1398,19,49,26,53,14521998,190,18000000,114,6,0,0,0,1778833831,188859724
462649250,2026,5,15,8,30,31,55,24,249612102,3,3,234,28,1274431071,367291511,98411,78486,768,1400,-19,-15,16,24,14521998,188,18000000,114,6,0,0,0,1778833831,314375162
462649375,2026,5,15,8,30,31,55,24,374612037,3,3,234,28,1274431071,367291511,98429,78504,769,1401,-35,-6,5,35,14521998,194,18000000,114,6,0,0,0,1778833831,437350481
462649500,2026,5,15,8,30,31,55,24,499611973,3,3,234,28,1274431072,367291510,98405,78480,770,1403,-51,61,14,79,14521998,172,14659250,114,6,0,0,0,1778833831,559009448
462649625,2026,5,15,8,30,31,55,24,624611908,3,3,234,28,1274431072,367291510,98401,78476,771,1405,-42,-4,20,42,14521998,186,18000000,114,6,0,0,0,1778833831,688130095
462649750,2026,5,15,8,30,31,55,24,749611844,3,3,234,28,1274431072,367291509,98422,78497,772,1406,-43,20,11,47,14521998,177,18000000,114,6,0,0,0,1778833831,814239179
462649875,2026,5,15,8,30,31,55,24,874611779,3,3,234,28,1274431073,367291509,98440,78515,773,1408,-39,18,-3,43,14521998,178,18000000,114,6,0,0,0,1778833831,939303122
462650000,2026,5,15,8,30,32,55,24,-388285,3,3,234,28,1274431073,367291508,98435,78510,774,1409,-93,42,0,102,14521998,182,11368202,114,6,0,0,0,1778833832,69625941
462650125,2026,5,15,8,30,32,55,24,124611650,3,3,234,28,1274431074,367291507,98418,78493,775,1411,-58,41,16,71,14521998,176,16830762,114,6,0,0,0,1778833832,188971122
462650250,2026,5,15,8,30,32,55,24,249611585,3,3,234,28,1274431074,367291506,98448,78523,776,1412,-70,36,0,78,14521998,179,14969192,114,6,0,0,0,1778833832,314928783
462650375,2026,5,15,8,30,32,55,24,374611521,3,3,234,28,1274431076,367291506,98420,78495,777,1414,-62,79,7,100,14521998,173,12051548,114,6,0,0,0,1778833832,436653105
462650500,2026,5,15,8,30,32,55,24,499611456,3,3,234,28,1274431076,367291505,98443,78518,778,1415,-90,41,-11,98,14521998,181,11834522,114,6,0,0,0,1778833832,564798674
462650625,2026,5,15,8,30,32,55,24,624611392,3,3,234,28,1274431078,367291503,98435,78510,779,1417,-159,109,0,193,14521998,177,6179259,114,6,0,0,0,1778833832,689305709
462650750,2026,5,15,8,30,32,55,24,749611327,3,3,234,28,1274431079,367291502,98420,78495,781,1419,-78,70,14,105,14521998,176,12330554,114,6,0,0,0,1778833832,812758856
462650875,2026,5,15,8,30,32,55,24,874611262,3,3,234,28,1274431079,367291501,98441,78516,782,1420,-96,22,-6,99,14521998,199,12419200,114,6,0,0,0,1778833832,937085907
462651000,2026,5,15,8,30,33,55,24,-388801,3,3,234,28,1274431080,367291500,98416,78492,784,1422,-119,75,6,141,14521998,180,9328730,114,6,0,0,0,1778833833,67489446
462651125,2026,5,15,8,30,33,55,24,124611133,3,3,234,28,1274431081,367291498,98454,78529,785,1424,-155,76,-18,172,14521998,187,7516806,114,6,0,0,0,1778833833,188216639
462651250,2026,5,15,8,30,33,55,24,249611069,3,3,234,28,1274431084,367291497,98418,78493,786,1426,-98,143,10,173,14521998,176,7667719,114,6,0,0,0,1778833833,314714215
462651375,2026,5,15,8,30,33,55,24,374611004,3,3,234,28,1274431083,367291495,98438,78513,788,1427,-110,18,1,112,14521998,201,10711568,114,6,0,0,0,1778833833,438966718
462651500,2026,5,15,8,30,33,55,24,499610940,3,3,234,28,1274431085,367291494,98417,78492,789,1429,-154,100,11,183,14521998,181,7150842,114,6,0,0,0,1778833833,563257816
462651625,2026,5,15,8,30,33,55,24,624610875,3,3,234,28,1274431087,367291493,98425,78500,791,1431,-91,96,5,132,14521998,176,10115544,114,6,0,0,0,1778833833,687759449
462651750,2026,5,15,8,30,33,55,24,749610810,3,3,234,28,1274431086,367291492,98442,78517,792,1433,-111,18,-6,113,14521998,201,10724090,114,6,0,0,0,1778833833,813172301
462651875,2026,5,15,8,30,33,55,24,874610746,3,3,234,28,1274431087,367291490,98430,78505,794,1435,-116,32,-6,120,14521998,196,10755956,114,6,0,0,0,1778833833,937845212
462652000,2026,5,15,8,30,34,55,24,-389318,3,3,234,28,1274431089,367291489,98407,78482,795,1437,-109,101,10,149,14521998,177,9372744,114,6,0,0,0,1778833834,68105011
462652125,2026,5,15,8,30,34,55,24,124610617,3,3,234,28,1274431091,367291489,98416,78491,797,1438,-90,101,5,135,14521998,179,10298310,114,6,0,0,0,1778833834,189237823
462652250,2026,5,15,8,30,34,55,24,249610552,3,3,234,28,1274431091,367291487,98402,78477,798,1440,-110,58,15,124,14521998,185,10837848,114,6,0,0,0,1778833834,312163687
462652375,2026,5,15,8,30,34,55,24,374610488,3,3,234,28,1274431091,367291486,98422,78497,800,1442,-103,27,-1,107,14521998,196,11680602,114,6,0,0,0,1778833834,437442856
462652500,2026,5,15,8,30,34,55,24,499610423,3,3,234,28,1274431094,367291485,98406,78481,801,1444,-87,118,10,146,14521998,176,8988416,114,6,0,0,0,1778833834,562381561
462652625,2026,5,15,8,30,34,55,24,624610359,3,3,234,28,1274431094,367291485,98396,78471,802,1446,-73,55,13,91,14521998,177,14336986,114,6,0,0,0,1778833834,688252685
462652750,2026,5,15,8,30,34,55,24,749610294,3,3,234,28,1274431095,367291484,98387,78462,804,1447,-45,65,20,79,14521998,174,16533496,114,6,0,0,0,1778833834,813363919
462652875,2026,5,15,8,30,34,55,24,874610230,3,3,234,28,1274431096,367291483,98399,78474,805,1449,-81,53,15,97,14521998,178,13292540,114,6,0,0,0,1778833834,939149988
462653000,2026,5,15,8,30,35,55,24,-389834,3,3,234,28,1274431096,367291482,98388,78463,806,1451,-84,51,26,98,14521998,177,12989756,114,6,0,0,0,1778833835,69574667
462653125,2026,5,15,8,30,35,55,24,124610100,3,3,234,28,1274431097,367291482,98380,78455,807,1452,-46,49,25,68,14521998,172,18000000,114,6,0,0,0,1778833835,185195799
462653250,2026,5,15,8,30,35,55,24,249610036,3,3,234,28,1274431097,367291482,98371,78446,808,1454,-51,29,33,59,14521998,176,18000000,114,6,0,0,0,1778833835,314960408
462653375,2026,5,15,8,30,35,55,24,374609971,3,3,234,28,1274431098,367291481,98380,78455,809,1456,-47,39,23,61,14521998,173,18000000,114,6,0,0,0,1778833835,438142249
462653500,2026,5,15,8,30,35,55,24,499609907,3,3,234,28,1274431098,367291480,98366,78441,810,1457,-65,31,31,72,14521998,179,17377174,114,6,0,0,0,1778833835,565252528
462653625,2026,5,15,8,30,35,55,24,624609842,3,3,234,28,1274431099,367291480,98353,78428,812,1459,-72,28,32,78,14521998,183,15898584,114,6,0,0,0,1778833835,690143440
462653750,2026,5,15,8,30,35,55,24,749609778,3,3,234,28,1274431100,367291480,98358,78433,813,1461,-21,54,25,58,14521998,175,18000000,114,6,0,0,0,1778833835,815395023
462653875,2026,5,15,8,30,35,55,24,874609713,3,3,234,28,1274431101,367291478,98358,78433,814,1463,-91,90,27,127,14521998,170,10164090,114,6,0,0,0,1778833835,939785433
462654000,2026,5,15,8,30,36,55,24,-390351,3,3,234,28,1274431103,367291477,98339,78414,815,1464,-85,107,42,137,14521998,169,9481976,114,6,0,0,0,1778833836,65099660
462654125,2026,5,15,8,30,36,55,24,124609584,3,3,234,28,1274431103,367291477,98340,78415,816,1466,-73,25,32,77,14521998,182,15886726,114,6,0,0,0,1778833836,190444130
462654250,2026,5,15,8,30,36,55,24,249609519,3,3,234,28,1274431104,367291475,98344,78419,817,1468,-94,84,27,126,14521998,171,10322228,114,6,0,0,0,1778833836,316863254
462654375,2026,5,15,8,30,36,55,24,374609455,3,3,234,28,1274431106,367291475,98332,78407,818,1470,-50,94,30,106,14521998,172,12132578,114,6,0,0,0,1778833836,441438514
462654500,2026,5,15,8,30,36,55,24,499609390,3,3,234,28,1274431107,367291473,98335,78410,819,1472,-170,110,31,203,14521998,176,6336085,114,6,0,0,0,1778833836,566997489
462654625,2026,5,15,8,30,36,55,24,624609326,3,3,234,28,1274431109,367291472,98336,78411,821,1474,-85,87,20,121,14521998,171,10814644,114,6,0,0,0,1778833836,690124772
462654750,2026,5,15,8,30,36,55,24,749609261,3,3,234,28,1274431111,367291471,98336,78411,822,1475,-81,127,16,150,14521998,172,8686874,114,6,0,0,0,1778833836,815414950
462654875,2026,5,15,8,30,36,55,24,874609196,3,3,234,28,1274431112,367291469,98337,78412,823,1477,-155,126,18,200,14521998,173,6515945,114,6,0,0,0,1778833836,938708902
462655000,2026,5,15,8,30,37,55,24,-390867,3,3,234,28,1274431114,367291468,98328,78403,824,1479,-135,131,23,188,14521998,171,6934965,114,6,0,0,0,1778833837,70388382
462655125,2026,5,15,8,30,37,55,24,124609067,3,3,234,28,1274431117,367291466,98324,78399,825,1481,-164,153,20,224,14521998,171,5769840,114,6,0,0,0,1778833837,191454240
462655250,2026,5,15,8,30,37,55,24,249609003,3,3,234,28,1274431118,367291464,98322,78397,826,1483,-170,113,18,205,14521998,176,6263996,114,6,0,0,0,1778833837,316940541
462655375,2026,5,15,8,30,37,55,24,374608938,3,3,234,28,1274431119,367291461,98310,78385,827,1485,-205,107,27,232,14521998,180,5428023,114,6,0,0,0,1778833837,439422807
462655500,2026,5,15,8,30,37,55,24,499608873,3,3,234,28,1274431123,367291460,98310,78385,828,1487,-173,188,26,255,14521998,171,5133725,114,6,0,0,0,1778833837,564956692
462655625,2026,5,15,8,30,37,55,24,624608809,3,3,234,28,1274431126,367291457,98311,78386,829,1489,-203,210,22,292,13402278,173,4472769,114,6,0,0,0,1778833837,689929168
462655750,2026,5,15,8,30,37,55,24,749608744,3,3,234,28,1274431128,367291455,98287,78362,830,1491,-206,172,31,268,13957922,174,4826719,114,6,0,0,0,1778833837,816097644
462655875,2026,5,15,8,30,37,55,24,874608680,3,3,234,28,1274431131,367291452,98273,78348,832,1493,-234,173,34,291,14349576,175,4436059,114,6,0,0,0,1778833837,941078407
462656000,2026,5,15,8,30,38,55,24,-391384,3,3,234,28,1274431133,367291450,98276,78351,833,1495,-229,172,32,287,14306508,175,4499152,114,6,0,0,0,1778833838,71352251
462656125,2026,5,15,8,30,38,55,24,124608551,3,3,234,28,1274431136,367291446,98296,78371,834,1497,-270,224,25,351,14037096,173,3690203,114,6,0,0,0,1778833838,190219643
462656250,2026,5,15,8,30,38,55,24,249608486,3,3,234,28,1274431139,367291444,98274,78349,835,1499,-240,227,33,330,13669106,172,3916234,114,6,0,0,0,1778833838,316354075
462656375,2026,5,15,8,30,38,55,24,374608421,3,3,234,28,1274431142,367291440,98262,78337,836,1501,-287,215,36,359,14316988,175,3573128,114,6,0,0,0,1778833838,441046720
462656500,2026,5,15,8,30,38,55,24,499608357,3,3,234,28,1274431146,367291437,98239,78314,837,1503,-289,231,49,370,14127398,173,3457987,114,6,0,0,0,1778833838,566937756
462656625,2026,5,15,8,30,38,55,24,624608292,3,3,234,28,1274431149,367291435,98280,78355,838,1504,-236,208,23,314,13861350,173,4086078,114,6,0,0,0,1778833838,691299824
462656750,2026,5,15,8,30,38,55,24,749608228,3,3,234,28,1274431152,367291431,98237,78312,839,1506,-317,252,46,405,14153592,174,3170223,114,6,0,0,0,1778833838,813106639
462656875,2026,5,15,8,30,38,55,24,874608163,3,3,234,28,1274431155,367291427,98253,78328,840,1508,-328,221,29,396,14598642,176,3212681,114,6,0,0,0,1778833838,939045990
462657000,2026,5,15,8,30,39,55,24,-391901,3,3,234,28,1274431158,367291424,98248,78323,841,1509,-273,231,39,357,13972972,173,3582639,114,6,0,0,0,1778833839,69157111
462657125,2026,5,15,8,30,39,55,24,124608034,3,3,234,28,1274431162,367291422,98263,78338,842,1511,-223,215,20,310,13605216,172,4166970,114,6,0,0,0,1778833839,189967434
462657250,2026,5,15,8,30,39,55,24,249607969,3,3,234,28,1274431163,367291419,98258,78333,843,1513,-208,141,25,251,13935880,176,5055662,114,6,0,0,0,1778833839,315314401
462657375,2026,5,15,8,30,39,55,24,374607905,3,3,234,28,1274431166,367291417,98227,78302,844,1515,-210,201,43,291,13620536,172,4454589,114,6,0,0,0,1778833839,439414386
462657500,2026,5,15,8,30,39,55,24,499607840,3,3,234,28,1274431169,367291413,98284,78359,845,1516,-260,193,10,324,14346016,176,3953602,114,6,0,0,0,1778833839,564430472
462657625,2026,5,15,8,30,39,55,24,624607775,3,3,234,28,1274431172,367291410,98266,78341,846,1518,-265,217,17,343,14068570,175,3741171,114,6,0,0,0,1778833839,686212476
462657750,2026,5,15,8,30,39,55,24,749607711,3,3,234,28,1274431176,367291407,98247,78322,847,1520,-316,262,28,411,14036808,176,3139202,114,6,0,0,0,1778833839,814234138
462657875,2026,5,15,8,30,39,55,24,874607646,3,3,234,28,1274431180,367291401,98231,78306,848,1522,-460,316,40,558,14545134,177,2297463,114,6,0,0,0,1778833839,939529600
462658000,2026,5,15,8,30,40,55,24,-392417,3,3,234,28,1274431187,367291394,98233,78308,849,1523,-538,462,36,710,13935776,174,1839317,114,6,0,0,0,1778833840,70067114
462658125,2026,5,15,8,30,40,55,24,124607517,3,3,234,28,1274431198,367291388,98230,78306,850,1525,-588,648,35,875,13222076,173,1491521,114,6,0,0,0,1778833840,190027264
462658250,2026,5,15,8,30,40,55,24,249607453,3,3,234,28,1274431205,367291378,98234,78310,851,1527,-722,566,28,917,14188192,177,1407529,114,6,0,0,0,1778833840,315496215
